Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,status
123655_0,,,False,compound_missing
58734_0,,,False,compound_missing
58766_0,,,False,compound_missing
58773_1,,,False,compound_missing
100000_0,2.093448938138579,1.9390313502553056,True,ok
10000_0,0.0,0.0,True,ok
100020_0,-2.8554811081618254,2.8991942294845994,True,ok
100031_0,-3.6864220116596584,1.9030338036478527,True,ok
100044_0,-3.6864220116597153,1.9030338036478527,True,ok
100059_0,-0.4315888087965618,1.492718089740412,True,ok
100070_0,-3.6864220116597153,1.9030338036478527,True,ok
100083_0,-3.6864220116597153,1.9030338036478527,True,ok
100096_0,2.924389841636639,1.6285490534695606,True,ok
100103_0,2.093448938138579,1.9390313502553056,True,ok
100114_0,362.0735392235629,100000.0000940107,False,ok
100125_0,2.924389841636639,1.6285490534695606,True,ok
100137_0,-42.03940038464907,3.3497574461229025,True,ok
100148_0,-48.015749316710185,3.116563198660158,True,ok
10015_0,0.0,0.0,True,ok
100172_0,2.924389841636696,1.6285490534695606,True,ok
100186_0,2.924389841636696,1.6285490534695606,True,ok
100197_0,-0.4315888087966755,1.4927180897404122,True,ok
10020_0,0.0,0.0,True,ok
100223_0,-0.4315888087965618,1.4927180897404122,True,ok
100233_0,-2.8554811081617686,2.8991942294845994,True,ok
100243_0,2.093448938138465,1.9390313502553056,True,ok
100253_0,2.093448938138579,1.9390313502553056,True,ok
100264_0,364.59871916290047,100000.00010148092,False,ok
100274_0,0.39935209470144173,1.9071124388522864,True,ok
100283_0,2.093448938138579,1.9390313502553056,True,ok
100292_0,-0.4315888087965618,1.4927180897404122,True,ok
100301_0,-2.296788003128711,1.9554233999038113,True,ok
100315_0,-3.6864220116596584,1.9030338036478527,True,ok
10032_0,2.0014421615087485,0.46843488369744174,True,ok
10033_0,0.0,0.0,True,ok
100351_0,-3.6864220116596016,1.9030338036478527,True,ok
100365_0,-3.6864220116596016,1.9030338036478527,True,ok
100375_0,-2.855481108161655,2.8991942294845994,True,ok
100389_0,-0.4315888087966755,1.4927180897404122,True,ok
100400_0,-42.87034128814702,3.058022422783082,True,ok
100413_0,-3.6864220116596016,1.9030338036478527,True,ok
100426_0,-2.855481108161598,2.8991942294845994,True,ok
100435_0,-0.4315888087965618,1.492718089740412,True,ok
10044_0,0.0,0.0,True,ok
100462_0,-2.855481108161655,2.8991942294845994,True,ok
100476_0,-2.855481108161655,2.8991942294845994,True,ok
100489_0,-3.6864220116596584,1.9030338036478525,True,ok
100501_0,0.3993520947012712,1.9071124388522864,True,ok
100515_0,-2.8554811081617117,2.8991942294845994,True,ok
100529_0,0.39935209470132804,1.9071124388522864,True,ok
100543_0,-48.015749316710185,3.1165631986601583,True,ok
100553_0,-0.4315888087966755,1.4927180897404122,True,ok
100562_0,-3.6864220116596016,1.9030338036478527,True,ok
100574_0,-0.43158880879673234,1.492718089740412,True,ok
10058_0,0.0,0.0,True,ok
100602_0,362.073546873275,100000.0000940107,False,ok
100615_0,-26.45504776508102,3.4191355611593095,True,ok
10062_0,0.0,0.0,True,ok
100643_0,2.924389841636696,1.6285490534695606,True,ok
100656_0,-51.34185149357597,3.1598823933425773,True,ok
100666_0,2.0934489381386356,1.9390313502553056,True,ok
100675_0,-3.6864220116595448,1.9030338036478525,True,ok
100683_0,-2.296788003128597,1.9554233999038115,True,ok
100693_0,-2.296788003128597,1.9554233999038115,True,ok
100702_0,2.093448938138522,1.9390313502553056,True,ok
100713_0,2.0934489381386925,1.9390313502553056,True,ok
100724_0,-51.34185149357609,3.1598823933425773,True,ok
100733_0,-26.455047765081133,3.4191355611593095,True,ok
100744_0,-26.455047765081076,3.4191355611593095,True,ok
100754_0,-30.463800565854683,3.4077861282421114,True,ok
100764_0,-72.90255304520514,6.161687453185333,True,ok
100772_0,-26.45504776508119,3.41913556115931,True,ok
100782_0,364.5987390174009,100000.00010148092,False,ok
100798_0,-51.34185149357597,3.1598823933425773,True,ok
100809_0,-0.43158880879661865,1.492718089740412,True,ok
100823_0,-0.4315888087966755,1.4927180897404124,True,ok
100836_0,0.3993520947013849,1.9071124388522864,True,ok
100849_0,-3.6864220116596016,1.9030338036478527,True,ok
10085_0,0.0,0.0,True,ok
100872_0,-2.8554811081617117,2.8991942294845994,True,ok
100885_0,-0.4315888087966755,1.492718089740412,True,ok
100898_0,-0.4315888087967892,1.4927180897404122,True,ok
100907_0,2.9243898416365823,1.6285490534695606,True,ok
10091_0,-2.0014421615087485,0.46843488369744174,True,ok
100932_0,-51.34185149357597,3.1598823933425773,True,ok
100944_0,-0.43158880879664707,1.492718089740412,True,ok
100957_0,2.924389841636639,1.6285490534695606,True,ok
10096_0,-2.0014421615087485,0.46843488369744174,True,ok
100984_0,-48.01574931671024,3.1165631986601583,True,ok
100997_0,-51.341851493575916,3.1598823933425777,True,ok
101010_0,-0.4315888087966755,1.4927180897404124,True,ok
101025_0,2.924389841636696,1.6285490534695606,True,ok
101037_0,-3.686422011659772,1.9030338036478527,True,ok
101050_0,-30.46380056585474,3.407786128242112,True,ok
101064_0,-0.4315888087966755,1.4927180897404124,True,ok
101076_0,-26.455047765081133,3.4191355611593095,True,ok
101089_0,-26.455047765081076,3.41913556115931,True,ok
101099_0,-42.870341288147074,3.0580224227830826,True,ok
101108_0,-42.87034128814702,3.0580224227830826,True,ok
101119_0,2.0934489381386356,1.9390313502553056,True,ok
101129_0,-0.43158880879650496,1.492718089740412,True,ok
101136_0,0.3993520947014986,1.9071124388522864,True,ok
101149_0,-3.6864220116597153,1.9030338036478527,True,ok
101156_0,-0.4315888087966755,1.4927180897404122,True,ok
101165_0,-2.8554811081618254,2.8991942294845994,True,ok
101173_0,-5.55162120599158,1.4789027673091897,True,ok
101180_0,-2.296788003128711,1.9554233999038115,True,ok
101189_0,0.3993520947013849,1.9071124388522864,True,ok
101196_0,2.093448938138579,1.9390313502553056,True,ok
101206_0,2.924389841636696,1.6285490534695606,True,ok
101214_0,-3.686422011659829,1.9030338036478527,True,ok
101222_0,-0.43158880879650496,1.492718089740412,True,ok
101230_0,-0.4315888087965618,1.492718089740412,True,ok
101239_0,-3.6864220116596584,1.9030338036478527,True,ok
101247_0,-3.6864220116596584,1.9030338036478527,True,ok
101256_0,-0.4315888087965618,1.492718089740412,True,ok
10126_0,0.0,0.0,True,ok
101278_0,2.093448938138579,1.9390313502553056,True,ok
101285_0,2.093448938138579,1.9390313502553056,True,ok
10129_0,0.0,0.0,True,ok
101310_0,-3.6864220116597153,1.9030338036478527,True,ok
101324_0,-42.870341288147074,3.0580224227830826,True,ok
101337_0,-3.6864220116596584,1.9030338036478527,True,ok
101344_0,2.0934489381386925,1.9390313502553056,True,ok
101353_0,0.3993520947013849,1.9071124388522864,True,ok
101361_0,-0.4315888087966755,1.492718089740412,True,ok
101372_0,-26.455047765081133,3.4191355611593095,True,ok
101386_0,2.093448938138579,1.9390313502553056,True,ok
101396_0,-3.6864220116597153,1.9030338036478527,True,ok
101407_0,0.39935209470121436,1.9071124388522862,True,ok
101416_0,0.39935209470121436,1.9071124388522862,True,ok
101426_0,-0.4315888087967892,1.492718089740412,True,ok
101437_0,0.39935209470121436,1.9071124388522862,True,ok
10144_0,0.0,0.0,True,ok
101459_0,2.0934489381386925,1.9390313502553054,True,ok
101469_0,-0.4315888087965618,1.492718089740412,True,ok
101478_0,2.9243898416368097,1.6285490534695606,True,ok
101489_0,-3.6864220116597153,1.9030338036478527,True,ok
10149_0,-2.0014421615088622,0.4684348836974417,True,ok
101511_0,-2.8554811081617686,2.8991942294845994,True,ok
101520_0,-0.4315888087966755,1.4927180897404122,True,ok
101531_0,2.924583875282906,1.6285490534695606,True,ok
10153_0,2.001450828961083,0.46843488369744174,True,ok
101549_0,-2.855481108161598,2.8991942294845994,True,ok
101559_0,0.3993594166505545,1.9071124388522864,True,ok
101566_0,-0.4315888087966755,1.4927180897404122,True,ok
101579_0,-3.6864220116596584,1.9030338036478527,True,ok
101591_0,0.39935209470132804,1.9071124388522862,True,ok
1015_1,-7.083730400724676,2.3251065572106935,True,ok
101612_0,-2.855481108161655,2.8991942294845994,True,ok
101622_0,0.39935882278217605,1.9071124388522864,True,ok
101631_0,2.924389841636696,1.6285490534695606,True,ok
101642_0,-48.01574931671013,3.1165631986601583,True,ok
101654_0,2.924389841636639,1.6285490534695606,True,ok
101667_0,0.3993520947014133,1.9071124388522864,True,ok
101677_0,-3.6864220116596016,1.9030338036478527,True,ok
101684_0,362.0736178385278,100000.0000940107,False,ok
101696_0,-0.4315888087966755,1.492718089740412,True,ok
101709_0,-3.6864220116596584,1.9030338036478525,True,ok
101723_0,-0.4315888087966755,1.492718089740412,True,ok
101737_0,-0.4315888087966755,1.4927180897404124,True,ok
101751_0,0.3993520947014986,1.9071124388522862,True,ok
101765_0,0.3993520947014986,1.9071124388522862,True,ok
101779_0,-0.4315888087966755,1.4927180897404124,True,ok
101792_0,-48.01574931671013,3.1165631986601583,True,ok
101803_0,-0.4315888087966755,1.492718089740412,True,ok
101813_0,-5.551621205991694,1.4789027673091897,True,ok
101823_0,2.093448938138579,1.9390313502553056,True,ok
101831_0,-3.6864220116597153,1.9030338036478527,True,ok
101840_0,-0.4315888087965618,1.492718089740412,True,ok
10184_0,2.001442161508976,0.4684348836974418,True,ok
101859_0,2.9243898416365823,1.6285490534695606,True,ok
101870_0,-2.8554811081617686,2.8991942294845994,True,ok
101882_0,-0.4315888087966755,1.492718089740412,True,ok
101895_0,-2.8554811081618254,2.8991942294845994,True,ok
101905_0,2.093448938138579,1.9390313502553056,True,ok
101913_0,-2.8554811081618254,2.8991942294845994,True,ok
101925_0,-3.6864220116596584,1.9030338036478527,True,ok
101935_0,-0.43158880879650496,1.4927180897404122,True,ok
101945_0,0.3993520947013849,1.9071124388522864,True,ok
101954_0,2.924389841636639,1.6285490534695606,True,ok
10196_0,0.0,0.0,True,ok
101982_0,0.3993520947012712,1.9071124388522864,True,ok
101994_0,-3.686422011659772,1.9030338036478527,True,ok
102001_0,-3.6864220116596016,1.9030338036478527,True,ok
102010_0,-3.6864220116597153,1.9030338036478527,True,ok
10201_0,0.0,0.0,True,ok
102031_0,-42.870341288147074,3.058022422783082,True,ok
10203_0,-2.0014421615088622,0.4684348836974417,True,ok
102052_0,-3.6864220116595448,1.9030338036478525,True,ok
102064_0,2.924389841636696,1.6285490534695606,True,ok
102075_0,2.9243898416368665,1.6285490534695606,True,ok
102086_0,-2.8554811081618254,2.8991942294845994,True,ok
102096_0,2.924389841636696,1.6285490534695606,True,ok
102103_0,-0.4315888087966755,1.4927180897404122,True,ok
102117_0,0.3993520947012712,1.9071124388522864,True,ok
102128_0,2.093448938138579,1.9390313502553056,True,ok
102137_0,-5.551621205991694,1.4789027673091897,True,ok
102145_0,-3.686422011659772,1.9030338036478527,True,ok
102154_0,0.3993520947013849,1.9071124388522864,True,ok
102162_0,-2.296788003128654,1.9554233999038113,True,ok
102173_0,-2.8554811081618254,2.8991942294846,True,ok
102182_0,-3.6864220116597153,1.9030338036478527,True,ok
102194_0,-2.296788003128711,1.9554233999038113,True,ok
102201_0,-0.4315888087966755,1.492718089740412,True,ok
102213_0,-3.6864220116597153,1.9030338036478527,True,ok
102223_0,-5.551621205991665,1.4789027673091897,True,ok
102230_0,-5.55162120599158,1.4789027673091897,True,ok
102238_0,-2.296788003128597,1.9554233999038113,True,ok
102245_0,-2.296788003128597,1.9554233999038113,True,ok
102252_0,-5.551621205991694,1.4789027673091895,True,ok
102261_0,-2.855481108161541,2.8991942294846,True,ok
102269_0,-0.43158880879650496,1.492718089740412,True,ok
102277_0,-5.551621205991751,1.4789027673091897,True,ok
102284_0,-2.296788003128654,1.9554233999038115,True,ok
102291_0,-0.4315888087965618,1.492718089740412,True,ok
102299_0,-26.455047765081133,3.41913556115931,True,ok
102304_0,-5.551621205991694,1.4789027673091897,True,ok
102312_0,-5.5516212059918075,1.4789027673091895,True,ok
10231_0,0.0,0.0,True,ok
102327_0,-3.6864220116597153,1.9030338036478527,True,ok
102335_0,-5.551621205991722,1.4789027673091895,True,ok
102342_0,-2.296788003128654,1.9554233999038113,True,ok
10234_0,-2.0014421615088622,0.4684348836974417,True,ok
102357_0,-5.55162120599158,1.4789027673091895,True,ok
102365_0,-0.4315888087965618,1.4927180897404122,True,ok
102372_0,-2.296788003128654,1.9554233999038113,True,ok
10237_0,-2.0014421615088622,0.46843488369744174,True,ok
102387_0,-2.8554811081614844,2.8991942294845994,True,ok
