Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,status
103301_0,-379.1845607676932,100000.00011948445,False,ok
103309_0,-450.1879345686006,100000.00012334171,False,ok
103317_0,-379.1845607676934,100000.00011948445,False,ok
103323_0,-379.0677155758598,100000.00011948445,False,ok
103331_0,-379.06771557585984,100000.00011948445,False,ok
103339_0,-379.06771557585984,100000.00011948445,False,ok
103345_0,-31.144090821574082,4.850330525025996,True,ok
103353_0,-379.06753861538493,100000.00011948445,False,ok
10335_1,-29.595381888228815,1.4281666835478557,True,ok
103367_0,-379.067538615385,100000.00011948445,False,ok
103375_0,-379.067771892072,100000.00011948445,False,ok
103381_0,-379.1843838072188,100000.00011948445,False,ok
103389_0,-379.18456076769365,100000.00011948445,False,ok
103397_0,-379.0677155758596,100000.00011948445,False,ok
103403_0,-379.06771557585967,100000.00011948445,False,ok
103411_0,-379.18456076769365,100000.00011948445,False,ok
103419_0,-27.85064671247909,5.0879699338466455,True,ok
103425_0,-379.1845607676933,100000.00011948445,False,ok
103433_0,-379.06771557585995,100000.00011948445,False,ok
10343_1,-22.868504864658917,1.5145585451094714,True,ok
103447_0,-379.06771557586,100000.00011948445,False,ok
103455_0,-379.06771557585984,100000.00011948445,False,ok
103461_0,-379.06771557585984,100000.00011948445,False,ok
103469_0,-379.1845607676934,100000.00011948445,False,ok
103475_0,-379.0677155758594,100000.00011948445,False,ok
103483_0,-379.1845607676935,100000.00011948445,False,ok
10348_1,-13.368889060559695,1.647773959496997,True,ok
103497_0,-379.1845607676934,100000.00011948445,False,ok
103505_0,-379.06771557585984,100000.00011948445,False,ok
103511_0,-379.06771557585984,100000.00011948445,False,ok
103519_0,-379.06794885254635,100000.00011948445,False,ok
103525_0,-379.0677155758597,100000.00011948445,False,ok
103531_0,-379.18456076769365,100000.00011948445,False,ok
103539_0,-27.85064671247892,5.0879699338466455,True,ok
103545_0,-379.1845607676932,100000.00011948445,False,ok
103551_0,-450.1879345686006,100000.00012334171,False,ok
103559_0,-379.18456076769365,100000.00011948445,False,ok
103567_0,-379.0677155758599,100000.00011948445,False,ok
103573_0,-379.06771557585984,100000.00011948445,False,ok
10357_1,-13.36871210008519,1.6477739594969971,True,ok
103587_0,-31.144090821574196,4.850330525025996,True,ok
103593_0,-379.0677155758596,100000.00011948445,False,ok
103600_0,-29.52820599232706,4.850330525025996,True,ok
103608_0,-379.18456076769354,100000.00011948445,False,ok
103614_0,-379.0677155758595,100000.00011948445,False,ok
103620_0,-379.14207877248674,100000.00011948445,False,ok
103628_0,-440.6744575470476,100000.00012631397,False,ok
103636_0,-379.0677155758598,100000.00011948445,False,ok
103642_0,-379.07205631041097,100000.00011948445,False,ok
10364_0,-6.642012036989627,1.6975067197675449,True,ok
103656_0,-378.9508703840258,100000.00011948445,False,ok
103664_0,-29.411360800493355,4.850330525025996,True,ok
103670_0,-379.0677155758595,100000.00011948445,False,ok
103678_0,-379.0677155758598,100000.00011948445,False,ok
103684_0,-378.95087038402613,100000.00011948445,False,ok
103692_0,-379.06771557585995,100000.00011948445,False,ok
10369_0,-8.726343981841865,1.788758386492963,True,ok
103706_0,-440.5576123552139,100000.00012631397,False,ok
103712_0,-378.9508703840262,100000.00011948445,False,ok
103720_0,-378.950870384026,100000.00011948445,False,ok
103728_0,-378.9552111185773,100000.00011948445,False,ok
103734_0,-31.02724562974049,4.850330525025996,True,ok
103740_0,-379.06771557585984,100000.00011948445,False,ok
103748_0,-379.06771557585984,100000.00011948445,False,ok
103754_0,-379.06771557585995,100000.00011948445,False,ok
103760_0,-440.55761235521413,100000.00012631397,False,ok
103768_0,-378.95087038402625,100000.00011948445,False,ok
103774_0,-378.950870384026,100000.00011948445,False,ok
103782_0,-379.0677155758599,100000.00011948445,False,ok
10378_0,-8.726343981841865,1.788758386492963,True,ok
103796_0,-379.06771557585984,100000.00011948445,False,ok
103801_0,-379.02523358065304,100000.00011948445,False,ok
103809_0,-440.557612355214,100000.00012631397,False,ok
103815_0,-378.95087038402625,100000.00011948445,False,ok
103821_0,-378.95087038402625,100000.00011948445,False,ok
103829_0,-379.0677155758597,100000.00011948445,False,ok
