Generation	Smiles
G4	C(C1(C(C(C(C1)=O)O)O)O)(O)=O
G4	C1(C2(CC(C(C2)=O)(O)O1)O)=O
G4	C(C(CO)C(C(CO)C(C)O)O)=O
G4	C(C(C=C)C(C(CO)C(C)O)O)=O
G4	C(C(CO)C(C(C=O)CO)O)(O)=O
G4	C(C(C=C)C(C(C(O)=O)CO)O)=O
G4	C(C(CO)C(C(C(CO)O)=O)O)=O
G4	C(C(CO)C(C=O)(C(CO)O)O)=O
G4	C(C(C=C)C(C(C(CO)O)=O)O)=O
G4	C(C(C=C)C(C=O)(C(CO)O)O)=O
G4	C(C(C(CC(C)O)O)C(C=O)O)=O
G4	C(CC(C(C=O)C(C=O)O)O)(O)=O
G4	C(C(C(C=O)C(C(CO)=O)O)O)=O
G4	C(C(C(C(C(CC=O)O)=O)O)O)=O
G4	C(C(C(C=O)C(C=O)(CO)O)O)=O
G4	C(C(CO)C(CCO)O)=O
G4	C(C(CO)C(C(O)=O)(CCO)O)=O
G4	C(C(C(CO)C(CCO)O)=O)(O)=O
G4	C(CC(C(C)=O)(C(C=O)CO)O)=O
G4	C(C(CO)C(C(CC=O)=O)(C)O)=O
G4	C(C(CO)C(CC(C(C)=O)=O)O)=O
G4	C(C(C(C(C)=O)=O)C(CCO)O)=O
G4	C(CC(C(CC(CCO)O)=O)=O)=O
G4	C(C(CO)C(C=O)O)=O
G4	C(C(CO)C(C(C=O)O)O)=O
G4	C(C(CO)C(CO)(CO)O)=O
G4	C(CO)(C(C(CCO)O)O)=O
G4	C(C(CO)C(C(O)=O)(CO)O)=O
G4	C(C(C(C(CCO)O)O)=O)(O)=O
G4	C(C(CO)C(C(C(O)=O)(C)O)O)=O
G4	C(C(CO)C(C(C(O)=O)O)O)=O
G4	C(C(CO)C(C=CC)O)=O
G4	C(C(CO)C(CC=C)O)=O
G4	C(C(C=C)C(CCO)O)=O
G4	C(C(CO)C(C(O)=O)(C=CC)O)=O
G4	C(C(CO)C(C(O)=O)(CC=C)O)=O
G4	C=CC(C(C(O)=O)=O)C(CCO)O
G4	C(C(CO)C(CC(C(O)=O)=C)O)=O
G4	C(C(C(C(O)=O)=C)C(CCO)O)=O
G4	C(C(CO)C(C=C(C(O)=O)C)O)=O
G4	C(C(CO)C1(C(OC(C)C1)=O)O)=O
G4	C1(C(C(C(C)O1)C(CCO)O)=O)=O
G4	C1(CC(C(O1)=O)(C(C=O)CO)O)=O
G4	C1(C(C(C(O1)=O)=O)C(CCO)O)=O
G4	C(C(C(C(C(O)=O)=O)CO)O)=O
G4	C(C)=CC(C(C(C(O)=O)=O)CO)O
G4	C=CCC(C(C(C(O)=O)=O)CO)O
G4	C(C(C=C)C(C(O)=O)(CCO)O)=O
G4	C(C(C(C(C)=O)=O)C(C=O)O)=O
G4	C(CC(C(CC(C=O)O)=O)=O)=O
G4	C(C(C(C(C)=O)=O)C(C=CC)O)=O
G4	C(CC(C(CC(C=CC)O)=O)=O)=O
G4	C(C(C(C(C)=O)=O)C(CC=C)O)=O
G4	C(CC(C(CC(CC=C)O)=O)=O)=O
G4	C(C(C=C)C(C(C)=O)(CC=O)O)=O
G4	C(CC(C(C)(C(C=O)C=C)O)=O)=O
G4	C(C(C=C)C(CC(C(C)=O)=O)O)=O
G4	C(C(C(C(C(C(C)O)=O)=O)O)O)=O
G4	C(C(C(C(C(C(O)=O)=O)=O)O)O)=O
G4	C(C(C(C(CO)=O)O)O)=O
G4	C(C(C(C(C(O)=O)=O)O)O)=O
G4	C(CC(C=O)O)(C(C(O)=O)CO)=O
G4	C(C(C=C)C(C=O)O)=O
G4	C(C(C(C=C)C(C(O)=O)=O)O)=O
G4	C(C(C(C(O)=O)=C)C(C=O)O)=O
G4	C(C(C1C(C(OC(C1=C)=O)=O)=O)O)=O
G4	C(C(C1C(C(OC1C)=O)=O)O)=O
G4	C1(C(C(C(O1)=O)=O)C(C=O)O)=O
G4	C(C(C(C(C(CO)=O)O)O)O)=O
G4	C(C(C(C(C(C(O)=O)=O)O)O)O)=O
G4	C(C(C=C)C(C(C=O)O)O)=O
G4	C(CO)(C(C(CO)(CO)O)O)=O
G4	C(C(C(C(CO)(CO)O)O)=O)(O)=O
G4	C(C(C(C(C(CO)=O)O)O)O)(O)=O
G4	C(CO)(C(C(C=CC)O)O)=O
G4	C(CO)(C(C(CC=C)O)O)=O
G4	C(C(C=C)C(CO)(CO)O)=O
G4	C(C(C(C(C(O)=O)=O)O)O)=CC
G4	C(CC(C(C(C(O)=O)=O)O)O)=C
G4	C(C(C=C)C(C(O)=O)(CO)O)=O
G4	C(C(C=C)C(C(C(O)=O)(C)O)O)=O
G4	C(C(C=C)C(C(C(O)=O)O)O)=O
G4	C(C(C=C)C(C=CC)O)=O
G4	C=CC(C(C(O)=O)=O)C(C=CC)O
G4	C(C(C(C(O)=O)=C)C(C=CC)O)=O
G4	C(C)=CC(C1C(C(OC1C)=O)=O)O
G4	C1(C(C(C(O1)=O)=O)C(C=CC)O)=O
G4	C(C(C=C)C(CC=C)O)=O
G4	C(C(C=C)C(C(O)=O)(C=CC)O)=O
G4	C(C(C=C)C(C(O)=O)(CC=C)O)=O
G4	C=CC(C(C(O)=O)=O)C(CC=C)O
G4	C(C(C=C)C(CC(C(O)=O)=C)O)=O
G4	C(C(C(C(O)=O)=C)C(CC=C)O)=O
G4	C(C(C=C)C(C=C(C(O)=O)C)O)=O
G4	C(C(C=C)C1(C(OC(C)C1)=O)O)=O
G4	C=CCC(C1C(C(OC1C)=O)=O)O
G4	C(C(C=C)C1(C(OC(C1)=O)=O)O)=O
G4	C1(C(C(C(O1)=O)=O)C(CC=C)O)=O
G4	C(CC(C(CO)C(C)O)O)=O
G4	C(C(CO)C(CC=O)O)(O)=O
G4	C(CC(C(C(CO)O)=O)O)=O
G4	C(C(C(CO)O)(CC=O)O)=O
G4	C(CC(CC(CC(C)O)O)O)=O
G4	C(CC(C(C(C)O)C(C)O)O)=O
G4	C(CC(CC(CC=O)O)O)(O)=O
G4	C(C(C(CC=O)O)C(C)O)(O)=O
G4	C(CC(CC(C(CO)=O)O)O)=O
G4	C(CC(C(CO)(CC=O)O)O)=O
G4	C(CC(C(C(C(C)O)O)=O)O)=O
G4	C(C(CO)(CC(CC=O)O)O)=O
G4	C(C(C(C(C)O)O)(CC=O)O)=O
G4	C(CC(CCO)O)=O
G4	C(C(C(O)=O)C(CC=O)O)(O)=O
G4	C(C(C(C(CC=O)O)=O)O)(O)=O
G4	C(C(C(C=O)(CC=O)O)O)(O)=O
G4	C(C(CCO)(CC=O)O)(O)=O
G4	C(CC(C(C)=O)(CC=O)O)=O
G4	C(C(C)(CC=O)O)(CC=O)=O
G4	C(CC(CC(C(C)=O)=O)O)=O
G4	C(C(C(C(C)=O)=O)C(C)O)=O
G4	C(CC(C(CC(C)O)=O)=O)=O
G4	C(CO)(C(C(C)O)(CC=O)O)=O
G4	C(C(CO)(CC=O)O)(C(C)O)=O
G4	C(C(C(C)O)=O)(C(C(C)O)O)=O
G4	C(C(C(CO)=O)(CC=O)O)(O)=O
G4	C(CC(C(C(O)=O)=O)(CO)O)=O
G4	C(C(C(C(C(C)O)O)=O)=O)(O)=O
G4	C(CC(C=O)O)=O
G4	C(CC(C(C=O)O)O)=O
G4	C(CC(CO)(CO)O)=O
G4	C(CO)(C(C(C)O)O)=O
G4	C(C(CO)(CC=O)O)(O)=O
G4	C(C(C(C(C)O)O)=O)(O)=O
G4	C(C(C)(C(CC=O)O)O)(O)=O
G4	C(CC(C(C(O)=O)O)O)=O
G4	C(C(CO)C(C)(CC=O)O)(O)=O
G4	C(C(C(CC(C)O)=O)CO)(O)=O
G4	C(CC(C=CC)O)=O
G4	C(CC(CC=C)O)=O
G4	C(C(C=C)C(C)O)=O
G4	C(C(C=CC)(CC=O)O)(O)=O
G4	C(C(CC=O)(CC=C)O)(O)=O
G4	C=CC(C(C(O)=O)=O)C(C)O
G4	C(CC(CC(C(O)=O)=C)O)=O
G4	C(C(C(C(O)=O)=C)C(C)O)=O
G4	C(CC(C=C(C(O)=O)C)O)=O
G4	C1(C(C=C(C(O1)=O)C)(CC=O)O)=O
G4	C1(C(CC=O)(CC(C(O1)=O)=C)O)=O
G4	C=C1C(OC(C(C1C(C)O)=O)=O)=O
G4	C1(C(CC(C)O1)(CC=O)O)=O
G4	C1(C(C(C(C)O1)C(C)O)=O)=O
G4	C1(CC(C(O1)=O)(CC=O)O)=O
G4	C1(C(C(C(O1)=O)=O)C(C)O)=O
G4	C(C(C(O)=O)C(C(C)=O)=O)=O
G4	C(CC(C(CC(O)=O)=O)=O)=O
G4	C(C(C(C(C(C)O)=O)=O)O)(O)=O
G4	C(C(C(C(C(O)=O)=O)=O)O)(O)=O
G4	C(C(C(CO)=O)O)(O)=O
G4	C(C(C(C(O)=O)=O)O)(O)=O
G4	C(C(C(CC(O)=O)=O)CO)(O)=O
G4	C(C(C(O)=O)C=C)=O
G4	C(C(C=C)C(C(O)=O)=O)(O)=O
G4	C(C(C(O)=O)C(C(O)=O)=C)=O
G4	C(C1C(C(OC(C1=C)=O)=O)=O)(O)=O
G4	C(C1C(C(OC1C)=O)=O)(O)=O
G4	C1(C(C(O)=O)C(C(O1)=O)=O)=O
G4	C(C(C(C)O)C(CCO)O)=O
G4	C(C(CO)C(CC(C)O)O)=O
G4	C(C(C(C)O)C(C=O)O)=O
G4	C(C(C(C(C=O)O)O)C(C)O)=O
G4	C(C(C(C)O)C(CO)(CO)O)=O
G4	C(CO)(C(C(CC(C)O)O)O)=O
G4	C(C(C(C)O)C(C(O)=O)(CO)O)=O
G4	C(C(C(C(CC(C)O)O)O)=O)(O)=O
G4	C(C(C(C(C(O)=O)O)O)C(C)O)=O
G4	C(C(C(C)O)C(C=CC)O)=O
G4	C(C(C(CC=C)O)C(C)O)=O
G4	C(C(C=C)C(CC(C)O)O)=O
G4	C(C(C=O)C(CCO)O)(O)=O
G4	C(C(CO)C(CC(O)=O)O)=O
G4	C(C(C=O)C(C=O)O)(O)=O
G4	C(C(C=O)C(C(C=O)O)O)(O)=O
G4	C(C(C=O)C(CO)(CO)O)(O)=O
G4	C(CC(C(C(CO)=O)O)O)(O)=O
G4	C(C(C=O)C(C(O)=O)(CO)O)(O)=O
G4	C(CC(C(C(C(O)=O)=O)O)O)(O)=O
G4	C(C(C=O)C(C(C(O)=O)O)O)(O)=O
G4	C(C(C=O)C(C=CC)O)(O)=O
G4	C(C(C=O)C(CC=C)O)(O)=O
G4	C(C(C=C)C(CC(O)=O)O)=O
G4	C(C(C(C(C(O)=O)=O)C(C)O)O)=O
G4	C(C(C)(C(C=O)C(C=O)O)O)(O)=O
G4	C(C(C(C(O)=O)=O)C(C=O)O)(O)=O
G4	C(C(C(C(CCO)O)O)=O)=O
G4	C(C(CO)C(C(CO)=O)O)=O
G4	C(C(CO)C(C=O)(CO)O)=O
G4	C(C(C(C(C=O)=O)O)O)=O
G4	C(C(C(C(C(C=O)=O)O)O)O)=O
G4	C(C(C(C(CO)(CO)O)O)=O)=O
G4	C(CO)(C(C(C(CO)=O)O)O)=O
G4	C(C(CO)(C(C(CO)=O)O)O)=O
G4	C(C(CO)(C(C(C=O)=O)O)O)(O)=O
G4	C(CO)(C(C(C(C(O)=O)=O)O)O)=O
G4	C(C(CO)(C(C(C(O)=O)=O)O)O)=O
G4	C(C(C(C(C(C=O)=O)O)O)O)(O)=O
G4	C(C(C(C(C=O)=O)O)O)=CC
G4	C(CC(C(C(C=O)=O)O)O)=C
G4	C(C(C=C)C(C(CO)=O)O)=O
G4	C(C(C=C)C(C=O)(CO)O)=O
G4	C(C(CO)CO)=O
G4	C(C(C(CO)CO)=O)(O)=O
G4	C(C(C(C(C)=O)=O)CO)=O
G4	C(CC(C(CCO)=O)=O)=O
G4	C(C(C(C)O)=O)(C(CO)O)=O
G4	C(C(C(C(CO)O)=O)=O)(O)=O
G4	C(C(OC(C(C)=O)=O)=O)(CCO)=O
G4	C(CO)(C(CO)O)=O
G4	C(C(C(CO)O)=O)(O)=O
G4	C(C(C(C(O)=O)O)O)(C(CO)O)=O
G4	C(C(C(CCO)=O)CO)(O)=O
G4	C(C(C=C)CO)=O
G4	C=CC(C(C(O)=O)=O)CO
G4	C(C(C(C(O)=O)=C)CO)=O
G4	C=C1C(OC(C(C1CO)=O)=O)=O
G4	C(C1(C(C(C(O1)=O)=O)CO)O)(C)=O
G4	C(C1(CC(C(O1)=O)=O)O)(CCO)=O
G4	C1(C(C)(O)OC(C(C1CO)=O)=O)=O
G4	C1(C(C(CO)C(C)O1)=O)=O
G4	C1(C(C(C(O1)=O)=O)CO)=O
G4	C(C(CC(CCO)O)=O)(O)=O
G4	C(C(CC(C(O)=O)=O)O)=O
G4	C(C(C(CC(C(O)=O)=O)O)O)=O
G4	C(C(CC(CO)(CO)O)=O)(O)=O
G4	C(C(C)(C(C(CO)=O)O)O)(O)=O
G4	C(C(CO)(CC(C(O)=O)=O)O)(O)=O
G4	C(C(C)(C(C(C(O)=O)=O)O)O)(O)=O
G4	C(C(C(CC(C(O)=O)=O)O)O)(O)=O
G4	C(C(CC(C(O)=O)=O)O)=CC
G4	C=CCC(CC(C(O)=O)=O)O
G4	C(C(C=C)C(C(O)=O)(C)O)=O
G4	C(C(C(C(CC(C)O)O)O)O)(O)=O
G4	C(CC(C(C(C(O)=O)O)O)O)(O)=O
G4	C(C(CO)(C(C(C(O)=O)O)O)O)=O
G4	C(C(C(CO)O)O)(O)=O
G4	C1(C(CC(C(C1)=O)=O)=O)=O
G4	C(C(C(C=O)=O)=O)=O
G4	C(C(C(C(C(C)=O)=O)O)=O)=O
G4	C(C(C(C(CO)=O)=O)=O)(C)=O
G4	C(C(C)=O)(CCO)=O
G4	C(CC(C(C)=O)=O)(O)=O
G4	C(C(CO)=O)(C(CC(C)O)O)=O
G4	C(CC(C(C(CO)=O)=O)O)(O)=O
G4	C(CO)(C(C(C(CO)=O)=O)O)=O
G4	C(C(C(C(CO)=O)=O)(CO)O)=O
G4	C(C(CO)=O)(CO)=O
G4	C(C(C(CC(C)O)O)=O)=O
G4	C(CC(C(C=O)=O)O)(O)=O
G4	C(CO)(C(C(C=O)=O)O)=O
G4	C(C(C(C=O)=O)(CO)O)=O
G4	C(C(C(C)O)=O)=O
G4	C(C(C(O)=O)=O)=O
G4	C(C(C(C(C)=O)=O)O)(O)=O
G4	C(C(C(C=O)=O)(C)O)(O)=O
G4	C(C(C)=O)=O
G4	C(C(C(C)=O)=O)=O
G4	C(C(C=O)=O)=O
G4	C(CC(C(C(C)=O)=O)=O)(O)=O
G4	C(C(C(C(C=O)=O)=O)C)(O)=O
G4	C=CC(C(CO)=O)=O
G4	C=C(C(O)=O)C(C(CO)=O)=O
G4	C=C(C(O)=O)C(C(C=O)=O)O
G4	C(C(C)=O)(C(CO)O)=O
G4	C1(C(C(C(CO1)=O)=O)(C)O)=O
G4	C(C(CC(C)O)O)=O
G4	C(CC(C=O)O)(O)=O
G4	C(C(C(CO)=O)O)=O
G4	C(C(C=O)(CO)O)=O
G4	C(C(CO)O)=O
G4	C(CO)=O
G4	C(C(C)O)=O
G4	C(C(O)=O)=O
G4	C(C(CO)=O)(C)=O
G4	C(C(CO)(C(C=O)O)O)(O)=O
G4	C(C(C(C=O)O)O)(O)=O
G4	C(CC(C)=O)(O)=O
G4	C(C)(CCO)=O
G4	C(C(C(C)=O)(C)O)(O)=O
G4	C(CC(C(C)O)=O)(O)=O
G4	C(C(C(CO)=O)C)(O)=O
G4	C(C(C(CC)=O)O)(O)=O
G4	C(CO)(CC(C(O)=O)=O)=O
G4	C(C)(CO)=O
G4	C(C(C(C(CO)O)=O)C(C)O)=O
G4	C(C(C(C(CC(C)O)O)=O)O)=O
G4	C(C(C=O)C(C(CO)O)=O)(O)=O
G4	C(C(C(C(CC(O)=O)O)=O)O)=O
G4	C(C(C(C(C(CO)=O)O)=O)O)=O
G4	C(C(CO)O)(C(C(C=O)=O)O)=O
G4	C(C(C(C(C=O)O)=O)(CO)O)=O
G4	C(CC(C(CO)O)=O)=O
G4	C(C(C(C(C)O)=O)O)=O
G4	C(C(C(C(O)=O)=O)O)=O
G4	C(C(C(C(C=O)O)=O)(C)O)(O)=O
G4	C(CO)(C(C(C)=O)O)=O
G4	C(C(C(C(C(C)=O)O)=O)O)(O)=O
G4	C(C(CO)(C(C(C=O)O)O)O)(O)=O
G4	C(C(C(C(CO)O)=O)(CO)O)(O)=O
G4	C(C(C(C(C=O)O)O)O)(O)=O
G4	C(C(C(C(CO)O)=O)O)(O)=O
G4	C(C(C)O)(C(C(C(O)=O)=O)O)=O
G4	CC(CC(C(CO)C(C)O)O)O
G4	C(CC(C(CO)C(C)O)O)(O)=O
G4	C(C(CO)C(CC(C)O)O)(O)=O
G4	C(CO)(C(C(CO)C(C)O)O)=O
G4	C(C(CO)(C(CO)C(C)O)O)=O
G4	CC(C(CO)CO)O
G4	C(C(CO)C(CC(O)=O)O)(O)=O
G4	C(C(CO)C(C(CO)=O)O)(O)=O
G4	C(C(CO)C(C=O)(CO)O)(O)=O
G4	C(C(CO)CO)(O)=O
G4	C(C(C)(C(CO)CO)O)(O)=O
G4	CC(CC(CCO)O)O
G4	CC(C(CO)C(C)O)O
G4	C(CC(CCO)O)(O)=O
G4	C(C(CO)C(C)O)(O)=O
G4	C(C(CCO)(CC(C)O)O)(O)=O
G4	C(C(C)(CC(CCO)O)O)(O)=O
G4	C(C(C)(C(CO)C(C)O)O)(O)=O
G4	C(C(CCO)(CC(O)=O)O)(O)=O
G4	C(CO)(C(CCO)O)=O
G4	C(C(CO)(CCO)O)=O
G4	C(CCO)O
G4	C(C(C(O)=O)CO)(O)=O
G4	C(C(CO)C(C(O)=O)(C)O)(O)=O
G4	C(C(CO)(C(CO)(CO)O)O)(O)=O
G4	C(C(C(CO)(CO)O)O)(O)=O
G4	C(C(CO)(C)O)(O)=O
G4	C(C)=CCO
G4	C=CCCO
G4	C=C(C(O)=O)CCO
G4	C(CO)=C(C(O)=O)C
G4	C(C(C(C)O)C(CC(C)O)O)(O)=O
G4	C(C(C(CC(O)=O)O)C(C)O)(O)=O
G4	C(C(C(O)=O)C(CC(C)O)O)(O)=O
G4	C(C(C(C)O)C(C(CO)=O)O)(O)=O
G4	C(C(C(C)O)C(C=O)(CO)O)(O)=O
G4	C(C(C(O)=O)C(CC(O)=O)O)(O)=O
G4	C(C(C(O)=O)C(C(CO)=O)O)(O)=O
G4	C(C(C(O)=O)C(C=O)(CO)O)(O)=O
G4	C(CC(CC(C)O)O)(O)=O
G4	C(C(C(C)O)C(C)O)(O)=O
G4	C(CC(CC(O)=O)O)(O)=O
G4	C(C(C(O)=O)C(C)O)(O)=O
G4	C(C(CC(C)O)(CC(O)=O)O)(O)=O
G4	C(C(C)(CC(CC(O)=O)O)O)(O)=O
G4	C(C(C(C)O)C(C(O)=O)(C)O)(O)=O
G4	C(CC(C(O)=O)(CC(O)=O)O)(O)=O
G4	C(CC(C(CO)=O)O)(O)=O
G4	C(C(CO)(CC(O)=O)O)=O
G4	C(C(C(O)=O)C(O)=O)(O)=O
G4	C(C(C(O)=O)C(C(O)=O)(C)O)(O)=O
G4	C(C(CO)(C(C(O)=O)O)O)(O)=O
G4	C(C(C(O)=O)(C)O)(O)=O
G4	C(C)=CC(O)=O
G4	C(CC=C)(O)=O
G4	C(CC(C(O)=O)=C)(O)=O
G4	C(C(C)=CC(O)=O)(O)=O
G4	C(C(CO)(C(C)O)C(CCO)O)=O
G4	C(C(CO)(C(C)O)C(C=O)O)=O
G4	C(C(CO)(C(C)O)C(C=CC)O)=O
G4	C(C(CO)(C(CC=C)O)C(C)O)=O
G4	C(C(C=O)(CO)C(CCO)O)(O)=O
G4	C(C(C=O)(CO)C(C=O)O)(O)=O
G4	C(C(C=O)(CO)C(C=CC)O)(O)=O
G4	C(C(C=O)(CO)C(CC=C)O)(O)=O
G4	C(C(C(CO)(C(CCO)O)O)=O)=O
G4	C(C(C(C(C=O)=O)(CO)O)O)=O
G4	C(C)=CC(C(C(C=O)=O)(CO)O)O
G4	C=CCC(C(C(C=O)=O)(CO)O)O
G4	C(C(C(C)O)(C(C)O)C(C=O)O)=O
