	Generation	INCHIKEY	NetworkSmiles	AnalogueSmiles	Complexity
1794	G5	RJRXEWBSLYFGQD	C(C1C(O)OCC1(CCO)O)=O	{'C(=O)[C@H]1[C@H](OC[C@]1(CCO[H])O)O', 'C(=O)[C@H]1[C@H](OC[C@@]1(CCO[H])O)O', 'C(=O)[C@H]1[C@@H](OC[C@]1(CCO)O[H])O', 'C(=O)[C@@H]1[C@@H](OC[C@]1(CCO)O)O[H]', 'C(=O)[C@@H]1[C@@H](OC[C@@]1(CCO[H])O)O', 'C(=O)[C@H]1[C@@H](OC[C@@]1(CCO[H])O)O', 'C(=O)[C@H]1[C@@H](OC[C@]1(CCO)O)O[H]', 'C(=O)[C@H]1[C@H](OC[C@]1(CCO)O)O[H]', 'C(=O)[C@@H]1[C@H](OC[C@@]1(CCO)O)O[H]', 'C(=O)[C@@H]1[C@H](OC[C@]1(CCO)O[H])O', 'C(=O)[C@H]1[C@H](OC[C@@]1(CCO)O)O[H]', 'C(=O)[C@H]1[C@@H](OC[C@@]1(CCO)O[H])O', 'C(=O)[C@@H]1[C@H](OC[C@]1(CCO)O)O[H]', 'C(=O)[C@@H]1[C@@H](OC[C@@]1(CCO)O[H])O', 'C(=O)[C@@H]1[C@H](OC[C@@]1(CCO)O[H])O', 'C(=O)[C@@H]1[C@@H](OC[C@]1(CCO)O[H])O', 'C(=O)[C@@H]1[C@H](OC[C@@]1(CCO[H])O)O', 'C(=O)[C@H]1[C@@H](OC[C@@]1(CCO)O)O[H]', 'C(=O)[C@H]1[C@@H](OC[C@]1(CCO[H])O)O', 'C(=O)[C@@H]1[C@@H](OC[C@]1(CCO[H])O)O', 'C(=O)[C@@H]1[C@@H](OC[C@@]1(CCO)O)O[H]', 'C(=O)[C@H]1[C@H](OC[C@]1(CCO)O[H])O', 'C(=O)[C@H]1[C@H](OC[C@@]1(CCO)O[H])O', 'C(=O)[C@@H]1[C@H](OC[C@]1(CCO[H])O)O'}	145.62406251802895
1795	G5	BUYBJPNQJVASSV	C(C)(C1C(C(CO)C(O1)O)O)=O	{'C(=O)([C@@H]1[C@H]([C@@H]([C@H](O1)O[H])CO)O)C', 'C(=O)([C@@H]1[C@H]([C@@H]([C@H](O1)O)CO[H])O)C', 'C(=O)([C@@H]1[C@@H]([C@H]([C@H](O1)O)CO[H])O)C', 'C(=O)([C@@H]1[C@@H]([C@H]([C@@H](O1)O[H])CO)O)C', 'C(=O)([C@H]1[C@H]([C@H]([C@@H](O1)O[H])CO)O)C', 'C(=O)([C@H]1[C@H]([C@H]([C@H](O1)O)CO[H])O)C', 'C(=O)([C@@H]1[C@@H]([C@@H]([C@H](O1)O[H])CO)O)C', 'C(=O)([C@H]1[C@@H]([C@@H]([C@@H](O1)O)CO)O[H])C', 'C(=O)([C@H]1[C@H]([C@@H]([C@H](O1)O[H])CO)O)C', 'C(=O)([C@H]1[C@H]([C@@H]([C@@H](O1)O)CO[H])O)C', 'C(=O)([C@@H]1[C@@H]([C@H]([C@@H](O1)O)CO[H])O)C', 'C(=O)([C@@H]1[C@H]([C@H]([C@H](O1)O)CO[H])O)C', 'C(=O)([C@@H]1[C@@H]([C@@H]([C@H](O1)O)CO)O[H])C', 'C(=O)([C@@H]1[C@H]([C@H]([C@H](O1)O[H])CO)O)C', 'C(=O)([C@@H]1[C@H]([C@@H]([C@H](O1)O)CO)O[H])C', 'C(=O)([C@H]1[C@@H]([C@@H]([C@H](O1)O)CO)O[H])C', 'C(=O)([C@H]1[C@H]([C@H]([C@H](O1)O)CO)O[H])C', 'C(=O)([C@@H]1[C@@H]([C@H]([C@H](O1)O[H])CO)O)C', 'C(=O)([C@H]1[C@H]([C@@H]([C@H](O1)O)CO)O[H])C', 'C(=O)([C@@H]1[C@H]([C@@H]([C@@H](O1)O)CO)O[H])C', 'C(=O)([C@H]1[C@@H]([C@@H]([C@H](O1)O[H])CO)O)C', 'C(=O)([C@@H]1[C@H]([C@H]([C@@H](O1)O)CO)O[H])C', 'C(=O)([C@H]1[C@@H]([C@@H]([C@H](O1)O)CO[H])O)C', 'C(=O)([C@@H]1[C@@H]([C@@H]([C@H](O1)O)CO[H])O)C', 'C(=O)([C@H]1[C@@H]([C@H]([C@H](O1)O)CO[H])O)C', 'C(=O)([C@H]1[C@@H]([C@H]([C@H](O1)O)CO)O[H])C', 'C(=O)([C@H]1[C@H]([C@@H]([C@H](O1)O)CO[H])O)C', 'C(=O)([C@H]1[C@H]([C@@H]([C@@H](O1)O[H])CO)O)C', 'C(=O)([C@@H]1[C@H]([C@H]([C@@H](O1)O)CO[H])O)C', 'C(=O)([C@H]1[C@@H]([C@H]([C@@H](O1)O)CO)O[H])C', 'C(=O)([C@@H]1[C@@H]([C@H]([C@H](O1)O)CO)O[H])C', 'C(=O)([C@@H]1[C@@H]([C@@H]([C@@H](O1)O)CO)O[H])C', 'C(=O)([C@H]1[C@@H]([C@@H]([C@@H](O1)O)CO[H])O)C', 'C(=O)([C@H]1[C@@H]([C@H]([C@H](O1)O[H])CO)O)C', 'C(=O)([C@H]1[C@@H]([C@H]([C@@H](O1)O[H])CO)O)C', 'C(=O)([C@H]1[C@@H]([C@H]([C@@H](O1)O)CO[H])O)C', 'C(=O)([C@H]1[C@H]([C@H]([C@@H](O1)O)CO)O[H])C', 'C(=O)([C@@H]1[C@H]([C@@H]([C@@H](O1)O[H])CO)O)C', 'C(=O)([C@@H]1[C@@H]([C@@H]([C@@H](O1)O)CO[H])O)C', 'C(=O)([C@H]1[C@H]([C@@H]([C@@H](O1)O)CO)O[H])C', 'C(=O)([C@H]1[C@H]([C@H]([C@H](O1)O[H])CO)O)C', 'C(=O)([C@@H]1[C@H]([C@@H]([C@@H](O1)O)CO[H])O)C', 'C(=O)([C@H]1[C@@H]([C@@H]([C@@H](O1)O[H])CO)O)C', 'C(=O)([C@@H]1[C@H]([C@H]([C@H](O1)O)CO)O[H])C', 'C(=O)([C@@H]1[C@@H]([C@H]([C@@H](O1)O)CO)O[H])C', 'C(=O)([C@@H]1[C@H]([C@H]([C@@H](O1)O[H])CO)O)C', 'C(=O)([C@H]1[C@H]([C@H]([C@@H](O1)O)CO[H])O)C', 'C(=O)([C@@H]1[C@@H]([C@@H]([C@@H](O1)O[H])CO)O)C'}	150.30376252379818
1796	G5	NXKTXCLUPRNHFZ	C(C1C(C)(C(CO)C(O1)O)O)=O	{'C(=O)[C@H]1[C@@]([C@@H]([C@H](O1)O)CO[H])(C)O', 'C(=O)[C@H]1[C@]([C@H]([C@@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@@]([C@@H]([C@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@@]([C@H]([C@H](O1)O)CO[H])(C)O', 'C(=O)[C@@H]1[C@]([C@H]([C@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@@]([C@@H]([C@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@]([C@H]([C@@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@@]([C@H]([C@@H](O1)O)CO[H])(C)O', 'C(=O)[C@@H]1[C@@]([C@H]([C@@H](O1)O[H])CO)(C)O', 'C(=O)[C@@H]1[C@@]([C@@H]([C@@H](O1)O)CO[H])(C)O', 'C(=O)[C@H]1[C@@]([C@H]([C@H](O1)O)CO)(C)O[H]', 'C(=O)[C@H]1[C@]([C@H]([C@H](O1)O[H])CO)(C)O', 'C(=O)[C@@H]1[C@]([C@H]([C@@H](O1)O[H])CO)(C)O', 'C(=O)[C@@H]1[C@@]([C@@H]([C@@H](O1)O)CO)(C)O[H]', 'C(=O)[C@H]1[C@@]([C@@H]([C@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@@]([C@H]([C@@H](O1)O)CO[H])(C)O', 'C(=O)[C@H]1[C@]([C@@H]([C@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@]([C@@H]([C@@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@@]([C@H]([C@H](O1)O[H])CO)(C)O', 'C(=O)[C@@H]1[C@]([C@@H]([C@@H](O1)O)CO)(C)O[H]', 'C(=O)[C@H]1[C@]([C@@H]([C@@H](O1)O)CO[H])(C)O', 'C(=O)[C@@H]1[C@]([C@@H]([C@@H](O1)O)CO[H])(C)O', 'C(=O)[C@@H]1[C@@]([C@@H]([C@H](O1)O)CO)(C)O[H]', 'C(=O)[C@H]1[C@@]([C@H]([C@@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@@]([C@@H]([C@@H](O1)O)CO[H])(C)O', 'C(=O)[C@@H]1[C@]([C@@H]([C@H](O1)O)CO[H])(C)O', 'C(=O)[C@H]1[C@]([C@@H]([C@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@]([C@H]([C@H](O1)O)CO[H])(C)O', 'C(=O)[C@@H]1[C@]([C@H]([C@@H](O1)O)CO)(C)O[H]', 'C(=O)[C@H]1[C@]([C@@H]([C@H](O1)O)CO[H])(C)O', 'C(=O)[C@H]1[C@]([C@H]([C@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@@]([C@H]([C@H](O1)O[H])CO)(C)O', 'C(=O)[C@@H]1[C@@]([C@H]([C@@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@]([C@H]([C@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@@]([C@H]([C@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@]([C@H]([C@H](O1)O)CO[H])(C)O', 'C(=O)[C@@H]1[C@]([C@@H]([C@H](O1)O)CO)(C)O[H]', 'C(=O)[C@H]1[C@@]([C@@H]([C@@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@@]([C@@H]([C@@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@]([C@@H]([C@@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@]([C@@H]([C@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@@]([C@@H]([C@@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@]([C@@H]([C@@H](O1)O[H])CO)(C)O', 'C(=O)[C@H]1[C@]([C@H]([C@@H](O1)O)CO[H])(C)O', 'C(=O)[C@H]1[C@@]([C@H]([C@@H](O1)O)CO)(C)O[H]', 'C(=O)[C@@H]1[C@]([C@H]([C@@H](O1)O)CO[H])(C)O', 'C(=O)[C@@H]1[C@@]([C@@H]([C@H](O1)O)CO[H])(C)O', 'C(=O)[C@@H]1[C@@]([C@H]([C@H](O1)O)CO[H])(C)O'}	151.13383752235586
1797	G5	SOOLCHWVUHYWNY	C(C1C(O)OC(CO)C1(C)O)=O	{'C(=O)[C@@H]1[C@@H](O[C@@H]([C@]1(C)O[H])CO)O', 'C(=O)[C@@H]1[C@H](O[C@H]([C@]1(C)O)CO)O[H]', 'C(=O)[C@H]1[C@@H](O[C@@H]([C@]1(C)O)CO)O[H]', 'C(=O)[C@@H]1[C@H](O[C@@H]([C@]1(C)O)CO[H])O', 'C(=O)[C@H]1[C@H](O[C@H]([C@@]1(C)O)CO[H])O', 'C(=O)[C@H]1[C@@H](O[C@H]([C@]1(C)O[H])CO)O', 'C(=O)[C@H]1[C@@H](O[C@@H]([C@@]1(C)O)CO)O[H]', 'C(=O)[C@@H]1[C@H](O[C@H]([C@]1(C)O[H])CO)O', 'C(=O)[C@@H]1[C@@H](O[C@@H]([C@]1(C)O)CO[H])O', 'C(=O)[C@@H]1[C@@H](O[C@H]([C@@]1(C)O)CO[H])O', 'C(=O)[C@@H]1[C@H](O[C@@H]([C@@]1(C)O[H])CO)O', 'C(=O)[C@H]1[C@@H](O[C@@H]([C@]1(C)O[H])CO)O', 'C(=O)[C@H]1[C@@H](O[C@H]([C@]1(C)O)CO[H])O', 'C(=O)[C@H]1[C@@H](O[C@@H]([C@@]1(C)O)CO[H])O', 'C(=O)[C@@H]1[C@H](O[C@H]([C@]1(C)O)CO[H])O', 'C(=O)[C@@H]1[C@@H](O[C@H]([C@]1(C)O)CO)O[H]', 'C(=O)[C@H]1[C@@H](O[C@H]([C@@]1(C)O)CO)O[H]', 'C(=O)[C@H]1[C@H](O[C@@H]([C@]1(C)O[H])CO)O', 'C(=O)[C@H]1[C@H](O[C@H]([C@]1(C)O)CO[H])O', 'C(=O)[C@H]1[C@H](O[C@@H]([C@@]1(C)O)CO[H])O', 'C(=O)[C@H]1[C@H](O[C@H]([C@@]1(C)O[H])CO)O', 'C(=O)[C@@H]1[C@H](O[C@@H]([C@@]1(C)O)CO)O[H]', 'C(=O)[C@@H]1[C@H](O[C@@H]([C@@]1(C)O)CO[H])O', 'C(=O)[C@@H]1[C@@H](O[C@@H]([C@@]1(C)O[H])CO)O', 'C(=O)[C@H]1[C@H](O[C@@H]([C@@]1(C)O)CO)O[H]', 'C(=O)[C@@H]1[C@H](O[C@H]([C@@]1(C)O[H])CO)O', 'C(=O)[C@H]1[C@H](O[C@@H]([C@]1(C)O)CO)O[H]', 'C(=O)[C@H]1[C@@H](O[C@H]([C@@]1(C)O[H])CO)O', 'C(=O)[C@H]1[C@H](O[C@H]([C@]1(C)O[H])CO)O', 'C(=O)[C@@H]1[C@@H](O[C@H]([C@]1(C)O[H])CO)O', 'C(=O)[C@@H]1[C@H](O[C@@H]([C@]1(C)O[H])CO)O', 'C(=O)[C@@H]1[C@@H](O[C@@H]([C@@]1(C)O)CO)O[H]', 'C(=O)[C@H]1[C@@H](O[C@H]([C@]1(C)O)CO)O[H]', 'C(=O)[C@H]1[C@@H](O[C@H]([C@@]1(C)O)CO[H])O', 'C(=O)[C@@H]1[C@H](O[C@H]([C@@]1(C)O)CO)O[H]', 'C(=O)[C@@H]1[C@@H](O[C@H]([C@@]1(C)O[H])CO)O', 'C(=O)[C@H]1[C@@H](O[C@@H]([C@]1(C)O)CO[H])O', 'C(=O)[C@@H]1[C@@H](O[C@H]([C@]1(C)O)CO[H])O', 'C(=O)[C@@H]1[C@@H](O[C@@H]([C@]1(C)O)CO)O[H]', 'C(=O)[C@H]1[C@H](O[C@@H]([C@@]1(C)O[H])CO)O', 'C(=O)[C@@H]1[C@H](O[C@@H]([C@]1(C)O)CO)O[H]', 'C(=O)[C@H]1[C@H](O[C@H]([C@@]1(C)O)CO)O[H]', 'C(=O)[C@H]1[C@H](O[C@@H]([C@]1(C)O)CO[H])O', 'C(=O)[C@H]1[C@@H](O[C@@H]([C@@]1(C)O[H])CO)O', 'C(=O)[C@@H]1[C@@H](O[C@H]([C@@]1(C)O)CO)O[H]', 'C(=O)[C@@H]1[C@H](O[C@H]([C@@]1(C)O)CO[H])O', 'C(=O)[C@@H]1[C@@H](O[C@@H]([C@@]1(C)O)CO[H])O', 'C(=O)[C@H]1[C@H](O[C@H]([C@]1(C)O)CO)O[H]'}	151.13383752235586
1798	G5	HESDFIQLYVLURP	C1(C(O)OC(CO)(CCO)C1)=O	{'C1(=O)C[C@](CCO)(CO)O[C@H]1O[H]', 'C1(=O)C[C@](CCO[H])(CO)O[C@@H]1O', 'C1(=O)C[C@](CCO)(CO)O[C@@H]1O[H]', 'C1(=O)C[C@@](CCO[H])(CO)O[C@H]1O', 'C1(=O)C[C@@](CCO)(CO)O[C@H]1O[H]', 'C1(=O)C[C@](CCO)(CO[H])O[C@@H]1O', 'C1(=O)C[C@@](CCO)(CO[H])O[C@@H]1O', 'C1(=O)C[C@@](CCO)(CO)O[C@@H]1O[H]', 'C1(=O)C[C@](CCO)(CO[H])O[C@H]1O', 'C1(=O)C[C@@](CCO)(CO[H])O[C@H]1O', 'C1(=O)C[C@](CCO[H])(CO)O[C@H]1O', 'C1(=O)C[C@@](CCO[H])(CO)O[C@@H]1O'}	142.52932501298082
1799	G5	MREMXNPSTNMQFM	C1(C(O)OC(CO)(C)C1CO)=O	{'C1(=O)[C@@H]([C@@](C)(CO[H])O[C@@H]1O)CO', 'C1(=O)[C@@H]([C@@](C)(CO)O[C@@H]1O)CO[H]', 'C1(=O)[C@@H]([C@](C)(CO)O[C@@H]1O)CO[H]', 'C1(=O)[C@H]([C@](C)(CO)O[C@H]1O[H])CO', 'C1(=O)[C@@H]([C@](C)(CO)O[C@@H]1O[H])CO', 'C1(=O)[C@H]([C@](C)(CO[H])O[C@H]1O)CO', 'C1(=O)[C@H]([C@](C)(CO)O[C@@H]1O[H])CO', 'C1(=O)[C@H]([C@](C)(CO[H])O[C@@H]1O)CO', 'C1(=O)[C@H]([C@](C)(CO)O[C@@H]1O)CO[H]', 'C1(=O)[C@@H]([C@@](C)(CO)O[C@@H]1O[H])CO', 'C1(=O)[C@@H]([C@](C)(CO[H])O[C@@H]1O)CO', 'C1(=O)[C@H]([C@@](C)(CO)O[C@@H]1O)CO[H]', 'C1(=O)[C@H]([C@@](C)(CO)O[C@H]1O)CO[H]', 'C1(=O)[C@H]([C@@](C)(CO[H])O[C@H]1O)CO', 'C1(=O)[C@H]([C@](C)(CO)O[C@H]1O)CO[H]', 'C1(=O)[C@H]([C@@](C)(CO)O[C@@H]1O[H])CO', 'C1(=O)[C@H]([C@@](C)(CO[H])O[C@@H]1O)CO', 'C1(=O)[C@@H]([C@](C)(CO[H])O[C@H]1O)CO', 'C1(=O)[C@@H]([C@@](C)(CO)O[C@H]1O[H])CO', 'C1(=O)[C@H]([C@@](C)(CO)O[C@H]1O[H])CO', 'C1(=O)[C@@H]([C@](C)(CO)O[C@H]1O)CO[H]', 'C1(=O)[C@@H]([C@](C)(CO)O[C@H]1O[H])CO', 'C1(=O)[C@@H]([C@@](C)(CO[H])O[C@H]1O)CO', 'C1(=O)[C@@H]([C@@](C)(CO)O[C@H]1O)CO[H]'}	151.2842125151443
1800	G5	NMNUETMBXGSITE	C(CO)(C1COC(C1(C)O)O)=O	{'C(=O)([C@H]1CO[C@@H]([C@@]1(C)O)O)CO[H]', 'C(=O)([C@@H]1CO[C@H]([C@]1(C)O[H])O)CO', 'C(=O)([C@@H]1CO[C@H]([C@@]1(C)O[H])O)CO', 'C(=O)([C@H]1CO[C@H]([C@@]1(C)O)O[H])CO', 'C(=O)([C@@H]1CO[C@H]([C@@]1(C)O)O[H])CO', 'C(=O)([C@@H]1CO[C@@H]([C@]1(C)O)O[H])CO', 'C(=O)([C@H]1CO[C@@H]([C@]1(C)O)O)CO[H]', 'C(=O)([C@H]1CO[C@H]([C@]1(C)O)O)CO[H]', 'C(=O)([C@@H]1CO[C@@H]([C@@]1(C)O)O[H])CO', 'C(=O)([C@@H]1CO[C@@H]([C@]1(C)O[H])O)CO', 'C(=O)([C@@H]1CO[C@@H]([C@@]1(C)O[H])O)CO', 'C(=O)([C@@H]1CO[C@@H]([C@@]1(C)O)O)CO[H]', 'C(=O)([C@H]1CO[C@@H]([C@@]1(C)O[H])O)CO', 'C(=O)([C@@H]1CO[C@H]([C@@]1(C)O)O)CO[H]', 'C(=O)([C@@H]1CO[C@@H]([C@]1(C)O)O)CO[H]', 'C(=O)([C@H]1CO[C@@H]([C@@]1(C)O)O[H])CO', 'C(=O)([C@@H]1CO[C@H]([C@]1(C)O)O)CO[H]', 'C(=O)([C@H]1CO[C@H]([C@]1(C)O[H])O)CO', 'C(=O)([C@H]1CO[C@@H]([C@]1(C)O)O[H])CO', 'C(=O)([C@H]1CO[C@@H]([C@]1(C)O[H])O)CO', 'C(=O)([C@H]1CO[C@H]([C@]1(C)O)O[H])CO', 'C(=O)([C@@H]1CO[C@H]([C@]1(C)O)O[H])CO', 'C(=O)([C@H]1CO[C@H]([C@@]1(C)O[H])O)CO', 'C(=O)([C@H]1CO[C@H]([C@@]1(C)O)O)CO[H]'}	151.2842125151443
1801	G5	NXSFEGYQOBOWPL	C(CO)(C1COC(C)(C1O)O)=O	{'C(=O)([C@H]1CO[C@@]([C@H]1O)(C)O[H])CO', 'C(=O)([C@@H]1CO[C@@]([C@@H]1O)(C)O[H])CO', 'C(=O)([C@@H]1CO[C@]([C@H]1O)(C)O[H])CO', 'C(=O)([C@H]1CO[C@@]([C@@H]1O)(C)O[H])CO', 'C(=O)([C@H]1CO[C@]([C@H]1O)(C)O[H])CO', 'C(=O)([C@H]1CO[C@]([C@@H]1O)(C)O[H])CO', 'C(=O)([C@@H]1CO[C@@]([C@H]1O)(C)O[H])CO', 'C(=O)([C@@H]1CO[C@]([C@@H]1O)(C)O[H])CO'}	151.2842125151443
1802	G5	WIUMOHAFILSZEC	C1(C(O)OC(C(CCO)O)C1)=O	{'C1(=O)C[C@H]([C@H](CCO[H])O)O[C@@H]1O', 'C1(=O)C[C@H]([C@@H](CCO[H])O)O[C@@H]1O', 'C1(=O)C[C@H]([C@@H](CCO)O)O[C@H]1O[H]', 'C1(=O)C[C@@H]([C@@H](CCO)O)O[C@H]1O[H]', 'C1(=O)C[C@@H]([C@@H](CCO)O[H])O[C@H]1O', 'C1(=O)C[C@@H]([C@H](CCO)O)O[C@@H]1O[H]', 'C1(=O)C[C@H]([C@@H](CCO)O[H])O[C@@H]1O', 'C1(=O)C[C@H]([C@@H](CCO[H])O)O[C@H]1O', 'C1(=O)C[C@H]([C@H](CCO)O[H])O[C@H]1O', 'C1(=O)C[C@H]([C@H](CCO)O)O[C@@H]1O[H]', 'C1(=O)C[C@H]([C@H](CCO[H])O)O[C@H]1O', 'C1(=O)C[C@@H]([C@@H](CCO[H])O)O[C@@H]1O', 'C1(=O)C[C@H]([C@H](CCO)O)O[C@H]1O[H]', 'C1(=O)C[C@@H]([C@H](CCO[H])O)O[C@@H]1O', 'C1(=O)C[C@@H]([C@H](CCO[H])O)O[C@H]1O', 'C1(=O)C[C@H]([C@@H](CCO)O[H])O[C@H]1O', 'C1(=O)C[C@H]([C@H](CCO)O[H])O[C@@H]1O', 'C1(=O)C[C@H]([C@@H](CCO)O)O[C@@H]1O[H]', 'C1(=O)C[C@@H]([C@H](CCO)O[H])O[C@H]1O', 'C1(=O)C[C@@H]([C@@H](CCO)O)O[C@@H]1O[H]', 'C1(=O)C[C@@H]([C@H](CCO)O[H])O[C@@H]1O', 'C1(=O)C[C@@H]([C@@H](CCO[H])O)O[C@H]1O', 'C1(=O)C[C@@H]([C@@H](CCO)O[H])O[C@@H]1O', 'C1(=O)C[C@@H]([C@H](CCO)O)O[C@H]1O[H]'}	149.54887502163473
1803	G5	LGLZOZWFLLGEHN	C(CO)(CC1C(CC(O)O1)O)=O	{'C(=O)(C[C@@H]1[C@H](C[C@@H](O1)O[H])O)CO', 'C(=O)(C[C@H]1[C@H](C[C@H](O1)O[H])O)CO', 'C(=O)(C[C@@H]1[C@@H](C[C@@H](O1)O[H])O)CO', 'C(=O)(C[C@H]1[C@@H](C[C@@H](O1)O)O[H])CO', 'C(=O)(C[C@@H]1[C@@H](C[C@H](O1)O)O[H])CO', 'C(=O)(C[C@@H]1[C@H](C[C@H](O1)O)O[H])CO', 'C(=O)(C[C@H]1[C@@H](C[C@@H](O1)O[H])O)CO', 'C(=O)(C[C@H]1[C@H](C[C@@H](O1)O)O)CO[H]', 'C(=O)(C[C@@H]1[C@H](C[C@H](O1)O)O)CO[H]', 'C(=O)(C[C@H]1[C@@H](C[C@H](O1)O)O)CO[H]', 'C(=O)(C[C@H]1[C@@H](C[C@H](O1)O[H])O)CO', 'C(=O)(C[C@@H]1[C@H](C[C@H](O1)O[H])O)CO', 'C(=O)(C[C@H]1[C@H](C[C@H](O1)O)O[H])CO', 'C(=O)(C[C@@H]1[C@@H](C[C@@H](O1)O)O)CO[H]', 'C(=O)(C[C@@H]1[C@H](C[C@@H](O1)O)O)CO[H]', 'C(=O)(C[C@@H]1[C@H](C[C@@H](O1)O)O[H])CO', 'C(=O)(C[C@H]1[C@H](C[C@H](O1)O)O)CO[H]', 'C(=O)(C[C@@H]1[C@@H](C[C@H](O1)O[H])O)CO', 'C(=O)(C[C@H]1[C@H](C[C@@H](O1)O)O[H])CO', 'C(=O)(C[C@H]1[C@@H](C[C@@H](O1)O)O)CO[H]', 'C(=O)(C[C@H]1[C@@H](C[C@H](O1)O)O[H])CO', 'C(=O)(C[C@@H]1[C@@H](C[C@@H](O1)O)O[H])CO', 'C(=O)(C[C@H]1[C@H](C[C@@H](O1)O[H])O)CO', 'C(=O)(C[C@@H]1[C@@H](C[C@H](O1)O)O)CO[H]'}	149.5488750216347
1804	G5	LVRTYXIWOYDNTQ	C(CC1C(CC(CO)(O)O1)O)=O	{'C(=O)C[C@@H]1[C@@H](C[C@@](CO)(O1)O[H])O', 'C(=O)C[C@H]1[C@@H](C[C@@](CO)(O1)O[H])O', 'C(=O)C[C@@H]1[C@@H](C[C@](CO)(O1)O[H])O', 'C(=O)C[C@H]1[C@@H](C[C@](CO)(O1)O[H])O', 'C(=O)C[C@@H]1[C@H](C[C@@](CO)(O1)O[H])O', 'C(=O)C[C@H]1[C@H](C[C@](CO)(O1)O[H])O', 'C(=O)C[C@H]1[C@H](C[C@@](CO)(O1)O[H])O', 'C(=O)C[C@@H]1[C@H](C[C@](CO)(O1)O[H])O'}	143.20902501875008
1805	G5	HPMBIIWVWUDQOE	C(C1(CC(C(CCO)O1)O)O)=O	{'C(=O)[C@@]1(C[C@H]([C@@H](CCO)O1)O)O[H]', 'C(=O)[C@]1(C[C@H]([C@@H](CCO)O1)O)O[H]', 'C(=O)[C@@]1(C[C@@H]([C@@H](CCO)O1)O)O[H]', 'C(=O)[C@@]1(C[C@H]([C@H](CCO)O1)O)O[H]', 'C(=O)[C@@]1(C[C@@H]([C@H](CCO)O1)O)O[H]', 'C(=O)[C@]1(C[C@@H]([C@@H](CCO)O1)O)O[H]', 'C(=O)[C@]1(C[C@H]([C@H](CCO)O1)O)O[H]', 'C(=O)[C@]1(C[C@@H]([C@H](CCO)O1)O)O[H]'}	143.20902501875008
1806	G5	VQXZYOJROKRRAF	C1(C(O)OC(CC(CO)O)C1)=O	{'C1(=O)C[C@H](C[C@H](CO)O)O[C@H]1O[H]', 'C1(=O)C[C@@H](C[C@H](CO[H])O)O[C@H]1O', 'C1(=O)C[C@@H](C[C@H](CO)O)O[C@H]1O[H]', 'C1(=O)C[C@H](C[C@@H](CO[H])O)O[C@@H]1O', 'C1(=O)C[C@@H](C[C@H](CO[H])O)O[C@@H]1O', 'C1(=O)C[C@@H](C[C@H](CO)O[H])O[C@H]1O', 'C1(=O)C[C@@H](C[C@@H](CO)O[H])O[C@H]1O', 'C1(=O)C[C@H](C[C@@H](CO)O[H])O[C@H]1O', 'C1(=O)C[C@@H](C[C@@H](CO)O)O[C@@H]1O[H]', 'C1(=O)C[C@H](C[C@H](CO[H])O)O[C@H]1O', 'C1(=O)C[C@@H](C[C@H](CO)O[H])O[C@@H]1O', 'C1(=O)C[C@H](C[C@@H](CO)O)O[C@H]1O[H]', 'C1(=O)C[C@H](C[C@@H](CO)O[H])O[C@@H]1O', 'C1(=O)C[C@H](C[C@@H](CO)O)O[C@@H]1O[H]', 'C1(=O)C[C@H](C[C@H](CO)O)O[C@@H]1O[H]', 'C1(=O)C[C@H](C[C@H](CO)O[H])O[C@@H]1O', 'C1(=O)C[C@H](C[C@H](CO)O[H])O[C@H]1O', 'C1(=O)C[C@@H](C[C@@H](CO)O[H])O[C@@H]1O', 'C1(=O)C[C@@H](C[C@@H](CO[H])O)O[C@@H]1O', 'C1(=O)C[C@@H](C[C@@H](CO)O)O[C@H]1O[H]', 'C1(=O)C[C@@H](C[C@@H](CO[H])O)O[C@H]1O', 'C1(=O)C[C@@H](C[C@H](CO)O)O[C@@H]1O[H]', 'C1(=O)C[C@H](C[C@@H](CO[H])O)O[C@H]1O', 'C1(=O)C[C@H](C[C@H](CO[H])O)O[C@@H]1O'}	149.54887502163473
