	Generation	INCHIKEY	NetworkSmiles	AnalogueSmiles
2059	G5	DUUVQZHUWGUVLH	C1(C(COC1(CO)C(C)O)O)=O	{'C1(=O)[C@H](CO[C@@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)[C@H](CO[C@@]1(CO)[C@@H](C)O[H])O', 'C1(=O)[C@H](CO[C@@]1(CO)[C@H](C)O)O[H]', 'C1(=O)[C@H](CO[C@@]1(CO)[C@H](C)O[H])O', 'C1(=O)[C@@H](CO[C@@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)[C@@H](CO[C@@]1(CO[H])[C@H](C)O)O', 'C1(=O)[C@@H](CO[C@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)[C@H](CO[C@@]1(CO[H])[C@@H](C)O)O', 'C1(=O)[C@H](CO[C@]1(CO[H])[C@H](C)O)O', 'C1(=O)[C@@H](CO[C@@]1(CO)[C@H](C)O[H])O', 'C1(=O)[C@H](CO[C@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)[C@H](CO[C@]1(CO[H])[C@@H](C)O)O', 'C1(=O)[C@H](CO[C@]1(CO)[C@H](C)O[H])O', 'C1(=O)[C@H](CO[C@]1(CO)[C@@H](C)O[H])O', 'C1(=O)[C@@H](CO[C@]1(CO[H])[C@H](C)O)O', 'C1(=O)[C@@H](CO[C@@]1(CO)[C@@H](C)O[H])O', 'C1(=O)[C@@H](CO[C@@]1(CO)[C@H](C)O)O[H]', 'C1(=O)[C@@H](CO[C@]1(CO[H])[C@@H](C)O)O', 'C1(=O)[C@@H](CO[C@]1(CO)[C@H](C)O[H])O', 'C1(=O)[C@H](CO[C@@]1(CO[H])[C@H](C)O)O', 'C1(=O)[C@@H](CO[C@@]1(CO[H])[C@@H](C)O)O', 'C1(=O)[C@@H](CO[C@]1(CO)[C@@H](C)O[H])O', 'C1(=O)[C@H](CO[C@]1(CO)[C@H](C)O)O[H]', 'C1(=O)[C@@H](CO[C@]1(CO)[C@H](C)O)O[H]'}
2060	G5	MAHPDTYIGKDATM	C1(C(O)OCC1(CO)C(C)O)=O	{'C1(=O)[C@H](OC[C@@]1(CO)[C@H](C)O[H])O', 'C1(=O)[C@@H](OC[C@]1(CO[H])[C@@H](C)O)O', 'C1(=O)[C@H](OC[C@@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)[C@H](OC[C@@]1(CO)[C@H](C)O)O[H]', 'C1(=O)[C@H](OC[C@]1(CO[H])[C@H](C)O)O', 'C1(=O)[C@H](OC[C@]1(CO)[C@H](C)O[H])O', 'C1(=O)[C@H](OC[C@@]1(CO[H])[C@@H](C)O)O', 'C1(=O)[C@@H](OC[C@@]1(CO)[C@H](C)O)O[H]', 'C1(=O)[C@H](OC[C@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)[C@@H](OC[C@]1(CO)[C@H](C)O[H])O', 'C1(=O)[C@@H](OC[C@@]1(CO)[C@@H](C)O[H])O', 'C1(=O)[C@@H](OC[C@@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)[C@H](OC[C@]1(CO)[C@@H](C)O[H])O', 'C1(=O)[C@@H](OC[C@]1(CO[H])[C@H](C)O)O', 'C1(=O)[C@H](OC[C@]1(CO)[C@H](C)O)O[H]', 'C1(=O)[C@@H](OC[C@@]1(CO[H])[C@H](C)O)O', 'C1(=O)[C@H](OC[C@@]1(CO[H])[C@H](C)O)O', 'C1(=O)[C@H](OC[C@@]1(CO)[C@@H](C)O[H])O', 'C1(=O)[C@@H](OC[C@]1(CO)[C@H](C)O)O[H]', 'C1(=O)[C@@H](OC[C@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)[C@@H](OC[C@@]1(CO[H])[C@@H](C)O)O', 'C1(=O)[C@@H](OC[C@@]1(CO)[C@H](C)O[H])O', 'C1(=O)[C@H](OC[C@]1(CO[H])[C@@H](C)O)O', 'C1(=O)[C@@H](OC[C@]1(CO)[C@@H](C)O[H])O'}
2061	G5	YNVAZTJBZQLFEA	C1(COC(C1(CO)C(C)O)O)=O	{'C1(=O)CO[C@@H]([C@@]1(CO)[C@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@]1(CO[H])[C@@H](C)O)O', 'C1(=O)CO[C@H]([C@]1(CO)[C@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@@]1(CO)[C@@H](C)O[H])O', 'C1(=O)CO[C@H]([C@@]1(CO)[C@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@@]1(CO)[C@H](C)O[H])O', 'C1(=O)CO[C@H]([C@]1(CO[H])[C@H](C)O)O', 'C1(=O)CO[C@@H]([C@]1(CO)[C@H](C)O[H])O', 'C1(=O)CO[C@H]([C@@]1(CO[H])[C@H](C)O)O', 'C1(=O)CO[C@H]([C@]1(CO)[C@@H](C)O[H])O', 'C1(=O)CO[C@H]([C@@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@]1(CO[H])[C@@H](C)O)O', 'C1(=O)CO[C@H]([C@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@@]1(CO[H])[C@@H](C)O)O', 'C1(=O)CO[C@H]([C@@]1(CO[H])[C@@H](C)O)O', 'C1(=O)CO[C@@H]([C@@]1(CO)[C@H](C)O)O[H]', 'C1(=O)CO[C@H]([C@]1(CO)[C@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@]1(CO)[C@@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@@]1(CO)[C@@H](C)O[H])O', 'C1(=O)CO[C@@H]([C@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)CO[C@@H]([C@]1(CO[H])[C@H](C)O)O', 'C1(=O)CO[C@@H]([C@@]1(CO[H])[C@H](C)O)O', 'C1(=O)CO[C@@H]([C@]1(CO)[C@H](C)O)O[H]'}
2062	G5	VUMPBWWVZSATGX	C1(CC(OC1(CO)C(C)O)O)=O	{'C1(=O)C[C@@H](O[C@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)C[C@H](O[C@@]1(CO[H])[C@H](C)O)O', 'C1(=O)C[C@@H](O[C@@]1(CO)[C@@H](C)O[H])O', 'C1(=O)C[C@@H](O[C@]1(CO)[C@@H](C)O[H])O', 'C1(=O)C[C@@H](O[C@@]1(CO[H])[C@@H](C)O)O', 'C1(=O)C[C@H](O[C@]1(CO)[C@H](C)O)O[H]', 'C1(=O)C[C@@H](O[C@]1(CO)[C@H](C)O)O[H]', 'C1(=O)C[C@H](O[C@@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)C[C@@H](O[C@@]1(CO)[C@H](C)O[H])O', 'C1(=O)C[C@@H](O[C@]1(CO[H])[C@H](C)O)O', 'C1(=O)C[C@H](O[C@@]1(CO)[C@H](C)O[H])O', 'C1(=O)C[C@@H](O[C@]1(CO)[C@H](C)O[H])O', 'C1(=O)C[C@@H](O[C@]1(CO[H])[C@@H](C)O)O', 'C1(=O)C[C@H](O[C@]1(CO[H])[C@@H](C)O)O', 'C1(=O)C[C@H](O[C@]1(CO[H])[C@H](C)O)O', 'C1(=O)C[C@H](O[C@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)C[C@H](O[C@]1(CO)[C@@H](C)O[H])O', 'C1(=O)C[C@H](O[C@@]1(CO[H])[C@@H](C)O)O', 'C1(=O)C[C@H](O[C@]1(CO)[C@H](C)O[H])O', 'C1(=O)C[C@@H](O[C@@]1(CO)[C@@H](C)O)O[H]', 'C1(=O)C[C@H](O[C@@]1(CO)[C@@H](C)O[H])O', 'C1(=O)C[C@@H](O[C@@]1(CO[H])[C@H](C)O)O', 'C1(=O)C[C@@H](O[C@@]1(CO)[C@H](C)O)O[H]', 'C1(=O)C[C@H](O[C@@]1(CO)[C@H](C)O)O[H]'}
2063	G5	FVZDNOIQGMSZML	C(C(C)O)(C(CO)(C(C)O)O)=O	{'C(=O)([C@H](C)O)[C@@](CO)([C@H](C)O[H])O', 'C(=O)([C@@H](C)O)[C@@](CO)([C@H](C)O)O[H]', 'C(=O)([C@@H](C)O)[C@](CO)([C@H](C)O[H])O', 'C(=O)([C@@H](C)O)[C@](CO)([C@@H](C)O[H])O', 'C(=O)([C@@H](C)O)[C@](CO)([C@@H](C)O)O[H]', 'C(=O)([C@H](C)O)[C@](CO)([C@H](C)O)O[H]', 'C(=O)([C@H](C)O)[C@](CO[H])([C@H](C)O)O', 'C(=O)([C@H](C)O)[C@@](CO)([C@@H](C)O)O[H]', 'C(=O)([C@H](C)O)[C@](CO)([C@H](C)O[H])O', 'C(=O)([C@@H](C)O)[C@@](CO)([C@H](C)O[H])O', 'C(=O)([C@@H](C)O)[C@](CO[H])([C@H](C)O)O', 'C(=O)([C@@H](C)O)[C@](CO[H])([C@@H](C)O)O', 'C(=O)([C@H](C)O)[C@@](CO[H])([C@H](C)O)O', 'C(=O)([C@@H](C)O)[C@@](CO)([C@@H](C)O)O[H]', 'C(=O)([C@@H](C)O)[C@@](CO[H])([C@H](C)O)O', 'C(=O)([C@@H](C)O[H])[C@](CO)([C@@H](C)O)O', 'C(=O)([C@H](C)O[H])[C@@](CO)([C@@H](C)O)O', 'C(=O)([C@H](C)O[H])[C@@](CO)([C@H](C)O)O', 'C(=O)([C@H](C)O)[C@](CO)([C@@H](C)O)O[H]', 'C(=O)([C@H](C)O)[C@@](CO)([C@H](C)O)O[H]', 'C(=O)([C@H](C)O)[C@@](CO)([C@@H](C)O[H])O', 'C(=O)([C@@H](C)O[H])[C@@](CO)([C@H](C)O)O', 'C(=O)([C@H](C)O)[C@](CO)([C@@H](C)O[H])O', 'C(=O)([C@H](C)O[H])[C@](CO)([C@@H](C)O)O', 'C(=O)([C@H](C)O)[C@@](CO[H])([C@@H](C)O)O', 'C(=O)([C@H](C)O[H])[C@](CO)([C@H](C)O)O', 'C(=O)([C@@H](C)O)[C@@](CO[H])([C@@H](C)O)O', 'C(=O)([C@@H](C)O)[C@](CO)([C@H](C)O)O[H]', 'C(=O)([C@H](C)O)[C@](CO[H])([C@@H](C)O)O', 'C(=O)([C@@H](C)O[H])[C@@](CO)([C@@H](C)O)O', 'C(=O)([C@@H](C)O[H])[C@](CO)([C@H](C)O)O', 'C(=O)([C@@H](C)O)[C@@](CO)([C@@H](C)O[H])O'}
2064	G5	LBRRDSKNXDROLE	C(C(C(C)O)(C(C(C)O)O)O)=O	{'C(=O)[C@]([C@@H]([C@H](C)O)O[H])([C@@H](C)O)O', 'C(=O)[C@]([C@H](C)O)([C@H]([C@@H](C)O)O)O[H]', 'C(=O)[C@@]([C@@H](C)O[H])([C@H]([C@@H](C)O)O)O', 'C(=O)[C@]([C@@H](C)O)([C@@H]([C@H](C)O[H])O)O', 'C(=O)[C@]([C@H]([C@H](C)O)O[H])([C@@H](C)O)O', 'C(=O)[C@@]([C@@H](C)O[H])([C@@H]([C@@H](C)O)O)O', 'C(=O)[C@@]([C@@H](C)O)([C@H]([C@H](C)O)O)O[H]', 'C(=O)[C@@]([C@@H](C)O)([C@H]([C@@H](C)O)O)O[H]', 'C(=O)[C@]([C@@H]([C@@H](C)O)O[H])([C@H](C)O)O', 'C(=O)[C@]([C@@H](C)O)([C@H]([C@@H](C)O)O)O[H]', 'C(=O)[C@@]([C@@H](C)O)([C@@H]([C@@H](C)O[H])O)O', 'C(=O)[C@]([C@H](C)O)([C@@H]([C@H](C)O)O)O[H]', 'C(=O)[C@]([C@H](C)O[H])([C@@H]([C@@H](C)O)O)O', 'C(=O)[C@]([C@@H](C)O)([C@H]([C@@H](C)O[H])O)O', 'C(=O)[C@@]([C@@H](C)O)([C@H]([C@H](C)O[H])O)O', 'C(=O)[C@]([C@H](C)O[H])([C@H]([C@H](C)O)O)O', 'C(=O)[C@]([C@H](C)O[H])([C@H]([C@@H](C)O)O)O', 'C(=O)[C@@]([C@H]([C@H](C)O)O[H])([C@H](C)O)O', 'C(=O)[C@@]([C@@H](C)O[H])([C@H]([C@H](C)O)O)O', 'C(=O)[C@@]([C@H]([C@@H](C)O)O[H])([C@H](C)O)O', 'C(=O)[C@@]([C@@H]([C@@H](C)O)O[H])([C@H](C)O)O', 'C(=O)[C@@]([C@H](C)O[H])([C@H]([C@@H](C)O)O)O', 'C(=O)[C@@]([C@@H](C)O)([C@@H]([C@@H](C)O)O)O[H]', 'C(=O)[C@]([C@@H]([C@H](C)O)O[H])([C@H](C)O)O', 'C(=O)[C@@]([C@H](C)O)([C@H]([C@@H](C)O[H])O)O', 'C(=O)[C@]([C@H]([C@@H](C)O)O[H])([C@@H](C)O)O', 'C(=O)[C@@]([C@H](C)O[H])([C@H]([C@H](C)O)O)O', 'C(=O)[C@@]([C@H](C)O)([C@H]([C@H](C)O)O)O[H]', 'C(=O)[C@@]([C@H](C)O)([C@@H]([C@@H](C)O[H])O)O', 'C(=O)[C@@]([C@@H]([C@H](C)O)O[H])([C@@H](C)O)O', 'C(=O)[C@]([C@H](C)O)([C@@H]([C@@H](C)O)O)O[H]', 'C(=O)[C@@]([C@H](C)O)([C@@H]([C@H](C)O[H])O)O', 'C(=O)[C@]([C@H]([C@H](C)O)O[H])([C@H](C)O)O', 'C(=O)[C@]([C@H](C)O)([C@H]([C@@H](C)O[H])O)O', 'C(=O)[C@]([C@H](C)O)([C@H]([C@H](C)O)O)O[H]', 'C(=O)[C@@]([C@H](C)O[H])([C@@H]([C@@H](C)O)O)O', 'C(=O)[C@]([C@@H]([C@@H](C)O)O[H])([C@@H](C)O)O', 'C(=O)[C@]([C@@H](C)O[H])([C@@H]([C@H](C)O)O)O', 'C(=O)[C@@]([C@@H]([C@H](C)O)O[H])([C@H](C)O)O', 'C(=O)[C@]([C@@H](C)O)([C@H]([C@H](C)O)O)O[H]', 'C(=O)[C@@]([C@H](C)O)([C@@H]([C@@H](C)O)O)O[H]', 'C(=O)[C@]([C@H]([C@@H](C)O)O[H])([C@H](C)O)O', 'C(=O)[C@]([C@@H](C)O[H])([C@H]([C@H](C)O)O)O', 'C(=O)[C@@]([C@@H](C)O)([C@H]([C@@H](C)O[H])O)O', 'C(=O)[C@@]([C@H]([C@H](C)O)O[H])([C@@H](C)O)O', 'C(=O)[C@@]([C@H]([C@@H](C)O)O[H])([C@@H](C)O)O', 'C(=O)[C@]([C@@H](C)O)([C@@H]([C@H](C)O)O)O[H]', 'C(=O)[C@]([C@H](C)O)([C@@H]([C@H](C)O[H])O)O', 'C(=O)[C@@]([C@@H](C)O)([C@@H]([C@H](C)O)O)O[H]', 'C(=O)[C@]([C@H](C)O)([C@@H]([C@@H](C)O[H])O)O', 'C(=O)[C@@]([C@H](C)O)([C@@H]([C@H](C)O)O)O[H]', 'C(=O)[C@]([C@@H](C)O)([C@H]([C@H](C)O[H])O)O', 'C(=O)[C@]([C@H](C)O)([C@H]([C@H](C)O[H])O)O', 'C(=O)[C@@]([C@H](C)O)([C@H]([C@H](C)O[H])O)O', 'C(=O)[C@@]([C@@H](C)O[H])([C@@H]([C@H](C)O)O)O', 'C(=O)[C@]([C@@H](C)O[H])([C@@H]([C@@H](C)O)O)O', 'C(=O)[C@@]([C@@H](C)O)([C@@H]([C@H](C)O[H])O)O', 'C(=O)[C@]([C@@H](C)O)([C@@H]([C@@H](C)O[H])O)O', 'C(=O)[C@@]([C@H](C)O)([C@H]([C@@H](C)O)O)O[H]', 'C(=O)[C@]([C@@H](C)O[H])([C@H]([C@@H](C)O)O)O', 'C(=O)[C@@]([C@@H]([C@@H](C)O)O[H])([C@@H](C)O)O', 'C(=O)[C@]([C@@H](C)O)([C@@H]([C@@H](C)O)O)O[H]', 'C(=O)[C@]([C@H](C)O[H])([C@@H]([C@H](C)O)O)O', 'C(=O)[C@@]([C@H](C)O[H])([C@@H]([C@H](C)O)O)O'}
2065	G5	QYEQFBKIROUDNZ	C1(C(CO)(C(C)O)C(CO1)O)=O	{'C1(=O)[C@@]([C@@H](CO1)O[H])(CO)[C@@H](C)O', 'C1(=O)[C@@]([C@@H](CO1)O)(CO)[C@H](C)O[H]', 'C1(=O)[C@]([C@H](CO1)O)(CO)[C@@H](C)O[H]', 'C1(=O)[C@@]([C@H](CO1)O[H])(CO)[C@H](C)O', 'C1(=O)[C@]([C@H](CO1)O)(CO[H])[C@@H](C)O', 'C1(=O)[C@]([C@@H](CO1)O)(CO)[C@@H](C)O[H]', 'C1(=O)[C@]([C@@H](CO1)O)(CO)[C@H](C)O[H]', 'C1(=O)[C@]([C@@H](CO1)O[H])(CO)[C@H](C)O', 'C1(=O)[C@@]([C@H](CO1)O)(CO[H])[C@H](C)O', 'C1(=O)[C@@]([C@H](CO1)O)(CO)[C@H](C)O[H]', 'C1(=O)[C@]([C@H](CO1)O)(CO)[C@H](C)O[H]', 'C1(=O)[C@@]([C@@H](CO1)O[H])(CO)[C@H](C)O', 'C1(=O)[C@]([C@H](CO1)O[H])(CO)[C@@H](C)O', 'C1(=O)[C@@]([C@@H](CO1)O)(CO[H])[C@H](C)O', 'C1(=O)[C@]([C@@H](CO1)O)(CO[H])[C@@H](C)O', 'C1(=O)[C@]([C@H](CO1)O[H])(CO)[C@H](C)O', 'C1(=O)[C@@]([C@H](CO1)O[H])(CO)[C@@H](C)O', 'C1(=O)[C@@]([C@H](CO1)O)(CO[H])[C@@H](C)O', 'C1(=O)[C@]([C@H](CO1)O)(CO[H])[C@H](C)O', 'C1(=O)[C@@]([C@H](CO1)O)(CO)[C@@H](C)O[H]', 'C1(=O)[C@]([C@@H](CO1)O)(CO[H])[C@H](C)O', 'C1(=O)[C@]([C@@H](CO1)O[H])(CO)[C@@H](C)O', 'C1(=O)[C@@]([C@@H](CO1)O)(CO[H])[C@@H](C)O', 'C1(=O)[C@@]([C@@H](CO1)O)(CO)[C@@H](C)O[H]'}
2066	G5	GDWLDGLRDDRJJC	C(C(C(C)=O)(CO)C(C)O)(O)=O	{'C(=O)(C)[C@@](C(=O)O[H])(CO)[C@H](C)O', 'C(=O)(C)[C@@](C(=O)O)(CO)[C@@H](C)O[H]', 'C(=O)(C)[C@](C(=O)O)(CO[H])[C@H](C)O', 'C(=O)(C)[C@](C(=O)O[H])(CO)[C@H](C)O', 'C(=O)(C)[C@](C(=O)O[H])(CO)[C@@H](C)O', 'C(=O)(C)[C@@](C(=O)O)(CO[H])[C@H](C)O', 'C(=O)(C)[C@@](C(=O)O)(CO)[C@H](C)O[H]', 'C(=O)(C)[C@@](C(=O)O)(CO[H])[C@@H](C)O', 'C(=O)(C)[C@](C(=O)O)(CO)[C@@H](C)O[H]', 'C(=O)(C)[C@](C(=O)O)(CO[H])[C@@H](C)O', 'C(=O)(C)[C@@](C(=O)O[H])(CO)[C@@H](C)O', 'C(=O)(C)[C@](C(=O)O)(CO)[C@H](C)O[H]'}
2067	G5	SNJFJOOPFPDBAY	C1(COC(CO)C1(C(C)O)O)=O	{'C1(=O)CO[C@H]([C@]1([C@@H](C)O)O)CO[H]', 'C1(=O)CO[C@@H]([C@@]1([C@H](C)O)O)CO[H]', 'C1(=O)CO[C@@H]([C@@]1([C@@H](C)O[H])O)CO', 'C1(=O)CO[C@@H]([C@]1([C@H](C)O)O)CO[H]', 'C1(=O)CO[C@@H]([C@]1([C@H](C)O)O[H])CO', 'C1(=O)CO[C@@H]([C@]1([C@@H](C)O)O[H])CO', 'C1(=O)CO[C@@H]([C@@]1([C@H](C)O[H])O)CO', 'C1(=O)CO[C@@H]([C@]1([C@@H](C)O[H])O)CO', 'C1(=O)CO[C@H]([C@@]1([C@@H](C)O[H])O)CO', 'C1(=O)CO[C@H]([C@]1([C@H](C)O)O[H])CO', 'C1(=O)CO[C@H]([C@]1([C@@H](C)O)O[H])CO', 'C1(=O)CO[C@@H]([C@@]1([C@H](C)O)O[H])CO', 'C1(=O)CO[C@H]([C@]1([C@@H](C)O[H])O)CO', 'C1(=O)CO[C@H]([C@@]1([C@H](C)O)O[H])CO', 'C1(=O)CO[C@H]([C@@]1([C@@H](C)O)O)CO[H]', 'C1(=O)CO[C@@H]([C@@]1([C@@H](C)O)O[H])CO', 'C1(=O)CO[C@H]([C@@]1([C@H](C)O[H])O)CO', 'C1(=O)CO[C@H]([C@]1([C@H](C)O[H])O)CO', 'C1(=O)CO[C@@H]([C@@]1([C@@H](C)O)O)CO[H]', 'C1(=O)CO[C@H]([C@]1([C@H](C)O)O)CO[H]', 'C1(=O)CO[C@@H]([C@]1([C@H](C)O[H])O)CO', 'C1(=O)CO[C@H]([C@@]1([C@H](C)O)O)CO[H]', 'C1(=O)CO[C@H]([C@@]1([C@@H](C)O)O[H])CO', 'C1(=O)CO[C@@H]([C@]1([C@@H](C)O)O)CO[H]'}
2068	G5	ZRHPVSPQDMSGOJ	C1(C(C(C)O)C(C(CO)O1)O)=O	{'C1(=O)[C@H]([C@H]([C@@H](CO[H])O1)O)[C@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@H](CO[H])O1)O)[C@H](C)O', 'C1(=O)[C@H]([C@@H]([C@H](CO)O1)O)[C@@H](C)O[H]', 'C1(=O)[C@@H]([C@H]([C@@H](CO[H])O1)O)[C@@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@H](CO)O1)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@H]([C@@H](CO)O1)O)[C@@H](C)O[H]', 'C1(=O)[C@H]([C@H]([C@H](CO)O1)O[H])[C@H](C)O', 'C1(=O)[C@H]([C@@H]([C@H](CO[H])O1)O)[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO[H])O1)O)[C@H](C)O', 'C1(=O)[C@H]([C@@H]([C@@H](CO[H])O1)O)[C@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@@H](CO)O1)O)[C@@H](C)O[H]', 'C1(=O)[C@@H]([C@H]([C@H](CO[H])O1)O)[C@@H](C)O', 'C1(=O)[C@@H]([C@H]([C@H](CO)O1)O[H])[C@@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@@H](CO[H])O1)O)[C@@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@H](CO)O1)O)[C@@H](C)O[H]', 'C1(=O)[C@H]([C@H]([C@@H](CO)O1)O[H])[C@@H](C)O', 'C1(=O)[C@H]([C@@H]([C@@H](CO)O1)O[H])[C@@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO)O1)O)[C@@H](C)O[H]', 'C1(=O)[C@@H]([C@H]([C@H](CO)O1)O)[C@@H](C)O[H]', 'C1(=O)[C@H]([C@@H]([C@H](CO)O1)O[H])[C@@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@H](CO)O1)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO)O1)O[H])[C@@H](C)O', 'C1(=O)[C@H]([C@H]([C@H](CO)O1)O)[C@@H](C)O[H]', 'C1(=O)[C@H]([C@@H]([C@@H](CO)O1)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO)O1)O)[C@H](C)O[H]', 'C1(=O)[C@@H]([C@@H]([C@H](CO)O1)O[H])[C@@H](C)O', 'C1(=O)[C@H]([C@H]([C@H](CO)O1)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@@H]([C@@H](CO)O1)O)[C@@H](C)O[H]', 'C1(=O)[C@H]([C@H]([C@@H](CO)O1)O)[C@H](C)O[H]', 'C1(=O)[C@@H]([C@@H]([C@H](CO[H])O1)O)[C@@H](C)O', 'C1(=O)[C@H]([C@@H]([C@H](CO[H])O1)O)[C@@H](C)O', 'C1(=O)[C@H]([C@@H]([C@H](CO)O1)O)[C@H](C)O[H]', 'C1(=O)[C@H]([C@H]([C@H](CO[H])O1)O)[C@@H](C)O', 'C1(=O)[C@H]([C@@H]([C@H](CO)O1)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@H](CO)O1)O)[C@H](C)O[H]', 'C1(=O)[C@@H]([C@H]([C@H](CO[H])O1)O)[C@H](C)O', 'C1(=O)[C@H]([C@H]([C@@H](CO[H])O1)O)[C@@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@@H](CO)O1)O)[C@H](C)O[H]', 'C1(=O)[C@@H]([C@@H]([C@@H](CO)O1)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@@H]([C@@H](CO)O1)O[H])[C@@H](C)O', 'C1(=O)[C@H]([C@H]([C@H](CO)O1)O[H])[C@@H](C)O', 'C1(=O)[C@H]([C@@H]([C@@H](CO[H])O1)O)[C@@H](C)O', 'C1(=O)[C@H]([C@H]([C@@H](CO)O1)O[H])[C@H](C)O', 'C1(=O)[C@H]([C@H]([C@H](CO[H])O1)O)[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@@H](CO)O1)O[H])[C@H](C)O', 'C1(=O)[C@@H]([C@H]([C@H](CO)O1)O[H])[C@H](C)O', 'C1(=O)[C@H]([C@@H]([C@@H](CO)O1)O)[C@H](C)O[H]', 'C1(=O)[C@@H]([C@@H]([C@@H](CO[H])O1)O)[C@H](C)O'}
