	Generation	INCHIKEY	NetworkSmiles	AnalogueSmiles
28	G3	FAGPJBHKKUOQAR	C(C(CCO)(C(C=O)O)O)=O	{'C(=O)[C@@H]([C@](C=O)(CCO)O)O[H]', 'C(=O)[C@@H]([C@](C=O)(CCO)O[H])O', 'C(=O)[C@@H]([C@@](C=O)(CCO[H])O)O', 'C(=O)[C@H]([C@](C=O)(CCO[H])O)O', 'C(=O)[C@H]([C@@](C=O)(CCO)O)O[H]', 'C(=O)[C@@H]([C@@](C=O)(CCO)O[H])O', 'C(=O)[C@H]([C@](C=O)(CCO)O)O[H]', 'C(=O)[C@H]([C@@](C=O)(CCO)O[H])O', 'C(=O)[C@H]([C@](C=O)(CCO)O[H])O', 'C(=O)[C@@H]([C@@](C=O)(CCO)O)O[H]', 'C(=O)[C@H]([C@@](C=O)(CCO[H])O)O', 'C(=O)[C@@H]([C@](C=O)(CCO[H])O)O'}
29	G3	KTQQRSZBGCOSES	C(C(C(C=O)O)O)(CCO)=O	{'C(=O)[C@@H]([C@@H](C(=O)CCO)O)O[H]', 'C(=O)[C@H]([C@H](C(=O)CCO)O[H])O', 'C(=O)[C@@H]([C@H](C(=O)CCO)O[H])O', 'C(=O)[C@H]([C@@H](C(=O)CCO)O[H])O', 'C(=O)[C@H]([C@@H](C(=O)CCO[H])O)O', 'C(=O)[C@@H]([C@@H](C(=O)CCO)O[H])O', 'C(=O)[C@H]([C@@H](C(=O)CCO)O)O[H]', 'C(=O)[C@@H]([C@@H](C(=O)CCO[H])O)O', 'C(=O)[C@H]([C@H](C(=O)CCO)O)O[H]', 'C(=O)[C@@H]([C@H](C(=O)CCO)O)O[H]', 'C(=O)[C@H]([C@H](C(=O)CCO[H])O)O', 'C(=O)[C@@H]([C@H](C(=O)CCO[H])O)O'}
30	G3	JOEMRRCMXVASPX	C(C(C(CO)C(CO)O)=O)=O	{'C(=O)C(=O)[C@@H](CO)[C@H](CO)O[H]', 'C(=O)C(=O)[C@@H](CO[H])[C@@H](CO)O', 'C(=O)C(=O)[C@H](CO)[C@H](CO)O[H]', 'C(=O)C(=O)[C@H](CO[H])[C@@H](CO)O', 'C(=O)C(=O)[C@H](CO)[C@H](CO[H])O', 'C(=O)C(=O)[C@@H](CO[H])[C@H](CO)O', 'C(=O)C(=O)[C@@H](CO)[C@@H](CO)O[H]', 'C(=O)C(=O)[C@@H](CO)[C@H](CO[H])O', 'C(=O)C(=O)[C@H](CO[H])[C@H](CO)O', 'C(=O)C(=O)[C@H](CO)[C@@H](CO)O[H]', 'C(=O)C(=O)[C@@H](CO)[C@@H](CO[H])O', 'C(=O)C(=O)[C@H](CO)[C@@H](CO[H])O'}
31	G3	DRFVLWXFACEMHK	C(CC(C(C(C=O)O)O)O)=O	{'C(=O)C[C@@H]([C@@H]([C@@H](C=O)O)O[H])O', 'C(=O)C[C@@H]([C@H]([C@@H](C=O)O)O)O[H]', 'C(=O)C[C@@H]([C@@H]([C@H](C=O)O)O[H])O', 'C(=O)C[C@@H]([C@H]([C@@H](C=O)O)O[H])O', 'C(=O)C[C@@H]([C@@H]([C@H](C=O)O[H])O)O', 'C(=O)C[C@H]([C@@H]([C@H](C=O)O[H])O)O', 'C(=O)C[C@H]([C@@H]([C@H](C=O)O)O[H])O', 'C(=O)C[C@@H]([C@H]([C@H](C=O)O)O)O[H]', 'C(=O)C[C@@H]([C@@H]([C@H](C=O)O)O)O[H]', 'C(=O)C[C@H]([C@H]([C@@H](C=O)O[H])O)O', 'C(=O)C[C@H]([C@@H]([C@H](C=O)O)O)O[H]', 'C(=O)C[C@@H]([C@H]([C@H](C=O)O[H])O)O', 'C(=O)C[C@H]([C@H]([C@H](C=O)O)O)O[H]', 'C(=O)C[C@H]([C@@H]([C@@H](C=O)O)O[H])O', 'C(=O)C[C@H]([C@H]([C@H](C=O)O[H])O)O', 'C(=O)C[C@H]([C@@H]([C@@H](C=O)O[H])O)O', 'C(=O)C[C@@H]([C@@H]([C@@H](C=O)O)O)O[H]', 'C(=O)C[C@H]([C@H]([C@@H](C=O)O)O)O[H]', 'C(=O)C[C@@H]([C@H]([C@@H](C=O)O[H])O)O', 'C(=O)C[C@H]([C@H]([C@H](C=O)O)O[H])O', 'C(=O)C[C@@H]([C@@H]([C@@H](C=O)O[H])O)O', 'C(=O)C[C@H]([C@H]([C@@H](C=O)O)O[H])O', 'C(=O)C[C@@H]([C@H]([C@H](C=O)O)O[H])O', 'C(=O)C[C@H]([C@@H]([C@@H](C=O)O)O)O[H]'}
32	G3	ZAZMXMODCOTURY	C(C(C(CC(C=O)O)O)O)=O	{'C(=O)[C@H]([C@@H](C[C@H](C=O)O)O)O[H]', 'C(=O)[C@@H](C[C@@H]([C@@H](C=O)O)O)O[H]', 'C(=O)[C@@H](C[C@@H]([C@H](C=O)O)O[H])O', 'C(=O)[C@@H](C[C@@H]([C@H](C=O)O)O)O[H]', 'C(=O)[C@@H]([C@@H](C[C@H](C=O)O)O)O[H]', 'C(=O)[C@H](C[C@@H]([C@@H](C=O)O)O[H])O', 'C(=O)[C@@H]([C@H](C[C@H](C=O)O)O)O[H]', 'C(=O)[C@@H](C[C@H]([C@H](C=O)O)O)O[H]', 'C(=O)[C@H](C[C@H]([C@H](C=O)O)O)O[H]', 'C(=O)[C@@H](C[C@H]([C@@H](C=O)O)O[H])O', 'C(=O)[C@H](C[C@H]([C@@H](C=O)O)O[H])O', 'C(=O)[C@H](C[C@@H]([C@@H](C=O)O)O)O[H]', 'C(=O)[C@@H]([C@H](C[C@@H](C=O)O)O)O[H]', 'C(=O)[C@@H](C[C@@H]([C@@H](C=O)O)O[H])O', 'C(=O)[C@H](C[C@@H]([C@H](C=O)O)O)O[H]', 'C(=O)[C@@H](C[C@H]([C@H](C=O)O)O[H])O', 'C(=O)[C@H]([C@H](C[C@H](C=O)O)O)O[H]', 'C(=O)[C@H](C[C@H]([C@H](C=O)O)O[H])O', 'C(=O)[C@H]([C@@H](C[C@@H](C=O)O)O)O[H]', 'C(=O)[C@@H]([C@@H](C[C@@H](C=O)O)O)O[H]', 'C(=O)[C@H](C[C@H]([C@@H](C=O)O)O)O[H]', 'C(=O)[C@@H](C[C@H]([C@@H](C=O)O)O)O[H]', 'C(=O)[C@H]([C@H](C[C@@H](C=O)O)O)O[H]', 'C(=O)[C@H](C[C@@H]([C@H](C=O)O)O[H])O'}
33	G3	HIPAGLNATSXMFT	C(C(C(CO)O)C(C=O)O)=O	{'C(=O)[C@@H]([C@@H](C=O)O)[C@H](CO)O[H]', 'C(=O)[C@@H]([C@H](C=O)O[H])[C@H](CO)O', 'C(=O)[C@@H]([C@H](C=O)O)[C@H](CO)O[H]', 'C(=O)[C@@H]([C@H](C=O)O)[C@@H](CO[H])O', 'C(=O)[C@H]([C@H](C=O)O)[C@H](CO[H])O', 'C(=O)[C@@H]([C@H](C=O)O)[C@H](CO[H])O', 'C(=O)[C@H]([C@@H](C=O)O)[C@@H](CO[H])O', 'C(=O)[C@H]([C@H](C=O)O)[C@@H](CO[H])O', 'C(=O)[C@@H]([C@@H](C=O)O)[C@@H](CO)O[H]', 'C(=O)[C@H]([C@@H](C=O)O[H])[C@H](CO)O', 'C(=O)[C@@H]([C@H](C=O)O[H])[C@@H](CO)O', 'C(=O)[C@H]([C@@H](C=O)O[H])[C@@H](CO)O', 'C(=O)[C@@H]([C@@H](C=O)O)[C@H](CO[H])O', 'C(=O)[C@H]([C@H](C=O)O)[C@@H](CO)O[H]', 'C(=O)[C@H]([C@@H](C=O)O)[C@@H](CO)O[H]', 'C(=O)[C@@H]([C@@H](C=O)O[H])[C@H](CO)O', 'C(=O)[C@H]([C@H](C=O)O[H])[C@H](CO)O', 'C(=O)[C@H]([C@H](C=O)O)[C@H](CO)O[H]', 'C(=O)[C@H]([C@H](C=O)O[H])[C@@H](CO)O', 'C(=O)[C@H]([C@@H](C=O)O)[C@H](CO[H])O', 'C(=O)[C@@H]([C@@H](C=O)O)[C@@H](CO[H])O', 'C(=O)[C@H]([C@@H](C=O)O)[C@H](CO)O[H]', 'C(=O)[C@@H]([C@@H](C=O)O[H])[C@@H](CO)O', 'C(=O)[C@@H]([C@H](C=O)O)[C@@H](CO)O[H]'}
34	G3	ZNSXGNZNZVWMBM	C(C(C(CC(CO)=O)O)O)=O	{'C(=O)[C@H]([C@H](CC(=O)CO)O[H])O', 'C(=O)[C@@H]([C@H](CC(=O)CO)O)O[H]', 'C(=O)[C@H]([C@@H](CC(=O)CO)O[H])O', 'C(=O)[C@H]([C@H](CC(=O)CO[H])O)O', 'C(=O)[C@@H]([C@@H](CC(=O)CO)O)O[H]', 'C(=O)[C@H]([C@@H](CC(=O)CO[H])O)O', 'C(=O)[C@H]([C@H](CC(=O)CO)O)O[H]', 'C(=O)[C@@H]([C@H](CC(=O)CO[H])O)O', 'C(=O)[C@H]([C@@H](CC(=O)CO)O)O[H]', 'C(=O)[C@@H]([C@@H](CC(=O)CO)O[H])O', 'C(=O)[C@@H]([C@@H](CC(=O)CO[H])O)O', 'C(=O)[C@@H]([C@H](CC(=O)CO)O[H])O'}
35	G3	IEHDXMKHICIRFU	C(CC(CO)(C(C=O)O)O)=O	{'C(=O)C[C@@](CO[H])([C@H](C=O)O)O', 'C(=O)C[C@@](CO)([C@@H](C=O)O)O[H]', 'C(=O)C[C@](CO)([C@@H](C=O)O[H])O', 'C(=O)C[C@@](CO)([C@@H](C=O)O[H])O', 'C(=O)C[C@@](CO)([C@H](C=O)O[H])O', 'C(=O)C[C@@](CO[H])([C@@H](C=O)O)O', 'C(=O)C[C@](CO)([C@H](C=O)O)O[H]', 'C(=O)C[C@](CO[H])([C@H](C=O)O)O', 'C(=O)C[C@](CO)([C@H](C=O)O[H])O', 'C(=O)C[C@](CO)([C@@H](C=O)O)O[H]', 'C(=O)C[C@@](CO)([C@H](C=O)O)O[H]', 'C(=O)C[C@](CO[H])([C@@H](C=O)O)O'}
36	G3	SSUDYWNAIOLNKR	C(C(C(CO)=O)C(CO)O)=O	{'C(=O)[C@H](C(=O)CO[H])[C@H](CO)O', 'C(=O)[C@@H](C(=O)CO)[C@@H](CO)O[H]', 'C(=O)[C@@H](C(=O)CO)[C@@H](CO[H])O', 'C(=O)[C@H](C(=O)CO[H])[C@@H](CO)O', 'C(=O)[C@@H](C(=O)CO)[C@H](CO[H])O', 'C(=O)[C@@H](C(=O)CO[H])[C@@H](CO)O', 'C(=O)[C@@H](C(=O)CO)[C@H](CO)O[H]', 'C(=O)[C@H](C(=O)CO)[C@H](CO)O[H]', 'C(=O)[C@H](C(=O)CO)[C@@H](CO[H])O', 'C(=O)[C@H](C(=O)CO)[C@@H](CO)O[H]', 'C(=O)[C@@H](C(=O)CO[H])[C@H](CO)O', 'C(=O)[C@H](C(=O)CO)[C@H](CO[H])O'}
37	G3	RXVDSZVTHMJWNV	C(CC(C(C(CO)O)O)=O)=O	{'C(=O)CC(=O)[C@@H]([C@@H](CO[H])O)O', 'C(=O)CC(=O)[C@@H]([C@@H](CO)O)O[H]', 'C(=O)CC(=O)[C@H]([C@@H](CO)O[H])O', 'C(=O)CC(=O)[C@H]([C@@H](CO[H])O)O', 'C(=O)CC(=O)[C@@H]([C@H](CO)O)O[H]', 'C(=O)CC(=O)[C@H]([C@H](CO)O[H])O', 'C(=O)CC(=O)[C@@H]([C@@H](CO)O[H])O', 'C(=O)CC(=O)[C@@H]([C@H](CO[H])O)O', 'C(=O)CC(=O)[C@H]([C@@H](CO)O)O[H]', 'C(=O)CC(=O)[C@H]([C@H](CO)O)O[H]', 'C(=O)CC(=O)[C@H]([C@H](CO[H])O)O', 'C(=O)CC(=O)[C@@H]([C@H](CO)O[H])O'}
38	G3	MKKWPESNDMZCAX	C(C(C(C(C(C)=O)O)O)O)=O	{'C(=O)[C@@H]([C@H]([C@@H](C(=O)C)O[H])O)O', 'C(=O)[C@@H]([C@H]([C@H](C(=O)C)O)O)O[H]', 'C(=O)[C@H]([C@@H]([C@@H](C(=O)C)O)O[H])O', 'C(=O)[C@@H]([C@H]([C@H](C(=O)C)O[H])O)O', 'C(=O)[C@H]([C@@H]([C@H](C(=O)C)O[H])O)O', 'C(=O)[C@H]([C@H]([C@H](C(=O)C)O)O)O[H]', 'C(=O)[C@H]([C@H]([C@H](C(=O)C)O[H])O)O', 'C(=O)[C@@H]([C@H]([C@@H](C(=O)C)O)O)O[H]', 'C(=O)[C@H]([C@H]([C@@H](C(=O)C)O)O)O[H]', 'C(=O)[C@H]([C@@H]([C@H](C(=O)C)O)O[H])O', 'C(=O)[C@@H]([C@@H]([C@H](C(=O)C)O[H])O)O', 'C(=O)[C@@H]([C@H]([C@H](C(=O)C)O)O[H])O', 'C(=O)[C@@H]([C@H]([C@@H](C(=O)C)O)O[H])O', 'C(=O)[C@H]([C@H]([C@@H](C(=O)C)O)O[H])O', 'C(=O)[C@@H]([C@@H]([C@@H](C(=O)C)O[H])O)O', 'C(=O)[C@H]([C@H]([C@@H](C(=O)C)O[H])O)O', 'C(=O)[C@@H]([C@@H]([C@@H](C(=O)C)O)O[H])O', 'C(=O)[C@H]([C@H]([C@H](C(=O)C)O)O[H])O', 'C(=O)[C@@H]([C@@H]([C@H](C(=O)C)O)O[H])O', 'C(=O)[C@H]([C@@H]([C@@H](C(=O)C)O[H])O)O', 'C(=O)[C@@H]([C@@H]([C@@H](C(=O)C)O)O)O[H]', 'C(=O)[C@H]([C@@H]([C@H](C(=O)C)O)O)O[H]', 'C(=O)[C@@H]([C@@H]([C@H](C(=O)C)O)O)O[H]', 'C(=O)[C@H]([C@@H]([C@@H](C(=O)C)O)O)O[H]'}
39	G3	LTIXNERYDWMFRC	C(C(C(C)(C(C=O)O)O)O)=O	{'C(=O)[C@@H]([C@@](C)([C@@H](C=O)O)O)O[H]', 'C(=O)[C@H]([C@](C)([C@@H](C=O)O)O)O[H]', 'C(=O)[C@@H]([C@](C)([C@@H](C=O)O)O)O[H]', 'C(=O)[C@@H]([C@@](C)([C@@H](C=O)O)O[H])O', 'C(=O)[C@H]([C@@](C)([C@H](C=O)O)O)O[H]', 'C(=O)[C@H]([C@](C)([C@H](C=O)O)O)O[H]', 'C(=O)[C@H]([C@@](C)([C@@H](C=O)O)O[H])O', 'C(=O)[C@@H]([C@@](C)([C@H](C=O)O)O[H])O', 'C(=O)[C@H]([C@@](C)([C@@H](C=O)O)O)O[H]', 'C(=O)[C@@H]([C@](C)([C@H](C=O)O)O)O[H]', 'C(=O)[C@@H]([C@](C)([C@@H](C=O)O)O[H])O', 'C(=O)[C@@H]([C@@](C)([C@H](C=O)O)O)O[H]'}
40	G3	QBHBJCPWTMMDIG	C(C(C(CC(CO)O)=O)O)=O	{'C(=O)[C@@H](C(=O)C[C@@H](CO)O[H])O', 'C(=O)[C@H](C(=O)C[C@H](CO[H])O)O', 'C(=O)[C@H](C(=O)C[C@@H](CO[H])O)O', 'C(=O)[C@H](C(=O)C[C@@H](CO)O)O[H]', 'C(=O)[C@@H](C(=O)C[C@H](CO)O[H])O', 'C(=O)[C@@H](C(=O)C[C@@H](CO[H])O)O', 'C(=O)[C@@H](C(=O)C[C@H](CO[H])O)O', 'C(=O)[C@@H](C(=O)C[C@@H](CO)O)O[H]', 'C(=O)[C@H](C(=O)C[C@H](CO)O)O[H]', 'C(=O)[C@H](C(=O)C[C@H](CO)O[H])O', 'C(=O)[C@@H](C(=O)C[C@H](CO)O)O[H]', 'C(=O)[C@H](C(=O)C[C@@H](CO)O[H])O'}
41	G3	UFYGCFHQAXXBCF	C(C(CCO)O)(O)=O	{'C(=O)([C@H](CCO[H])O)O', 'C(=O)([C@H](CCO)O)O[H]', 'C(=O)([C@@H](CCO)O[H])O', 'C(=O)([C@H](CCO)O[H])O', 'C(=O)([C@@H](CCO)O)O[H]', 'C(=O)([C@@H](CCO[H])O)O'}
42	G3	VDSAQEDKJUSZPS	C(C(C(C(CO)O)O)=O)=O	{'C(=O)C(=O)[C@H]([C@@H](CO)O[H])O', 'C(=O)C(=O)[C@@H]([C@H](CO)O[H])O', 'C(=O)C(=O)[C@@H]([C@H](CO[H])O)O', 'C(=O)C(=O)[C@H]([C@H](CO)O[H])O', 'C(=O)C(=O)[C@@H]([C@@H](CO)O)O[H]', 'C(=O)C(=O)[C@H]([C@@H](CO[H])O)O', 'C(=O)C(=O)[C@@H]([C@H](CO)O)O[H]', 'C(=O)C(=O)[C@H]([C@H](CO)O)O[H]', 'C(=O)C(=O)[C@H]([C@@H](CO)O)O[H]', 'C(=O)C(=O)[C@H]([C@H](CO[H])O)O', 'C(=O)C(=O)[C@@H]([C@@H](CO[H])O)O', 'C(=O)C(=O)[C@@H]([C@@H](CO)O[H])O'}
43	G3	HEBKCHPVOIAQTA	C(C(C(C(CO)O)O)O)O	{'C([C@@H]([C@@H]([C@H](CO)O)O)O[H])O', 'C([C@H]([C@H]([C@H](CO)O)O)O)O[H]', 'C([C@H]([C@@H]([C@H](CO)O)O)O)O[H]', 'C([C@H]([C@H]([C@@H](CO)O)O[H])O)O', 'C([C@H]([C@@H]([C@H](CO)O)O)O[H])O', 'C([C@@H]([C@H]([C@H](CO)O)O[H])O)O', 'C([C@@H]([C@H]([C@@H](CO)O)O)O[H])O', 'C([C@@H]([C@H]([C@H](CO)O)O)O)O[H]', 'C([C@@H]([C@H]([C@@H](CO)O)O[H])O)O', 'C([C@@H]([C@@H]([C@@H](CO)O)O)O[H])O', 'C([C@H]([C@H]([C@@H](CO)O)O)O[H])O', 'C([C@@H]([C@H]([C@H](CO)O)O)O[H])O', 'C([C@@H]([C@@H]([C@@H](CO)O)O[H])O)O', 'C([C@H]([C@@H]([C@@H](CO)O)O)O[H])O', 'C([C@H]([C@@H]([C@@H](CO)O)O)O)O[H]', 'C([C@@H]([C@@H]([C@@H](CO)O)O)O)O[H]', 'C([C@H]([C@H]([C@@H](CO)O)O)O)O[H]', 'C([C@H]([C@H]([C@H](CO)O)O)O[H])O', 'C([C@@H]([C@H]([C@@H](CO)O)O)O)O[H]', 'C([C@@H]([C@@H]([C@H](CO)O)O)O)O[H]'}
44	G3	HXYJZJOQRLOUPP	C(C(CO)(CO)O)O	{'C(C(CO)(CO)O[H])O', 'C(C(CO)(CO)O)O[H]'}
45	G3	SDXWEZQDLHNYFR	C(C(CO)(C(CO)O)O)O	{'C([C@H](C(CO)(CO)O)O)O[H]', 'C([C@H](C(CO)(CO)O[H])O)O', 'C([C@](CO)([C@@H](CO)O)O)O[H]', 'C([C@@](CO)([C@@H](CO)O)O)O[H]', 'C([C@H](C(CO)(CO)O)O[H])O', 'C([C@@H](C(CO)(CO)O)O[H])O', 'C([C@@H](C(CO)(CO)O)O)O[H]', 'C([C@](CO)([C@H](CO)O)O)O[H]', 'C([C@@H](C(CO)(CO)O[H])O)O', 'C([C@@](CO)([C@H](CO)O)O)O[H]'}
46	G3	OJSKBWPAXWEHAA	C(C(CO)(CO)O)(O)=O	{'C(=O)(C(CO)(CO)O[H])O', 'C(=O)([C@](CO[H])(CO)O)O', 'C(=O)(C(CO)(CO)O)O[H]', 'C(=O)([C@@](CO[H])(CO)O)O'}
47	G3	CLUAZGGJJOMMPW	C(CO)(C(CO)(C(C)O)O)=O	{'C(=O)(CO)[C@@](CO[H])([C@@H](C)O)O', 'C(=O)(CO)[C@@](CO)([C@H](C)O[H])O', 'C(=O)(CO)[C@](CO)([C@H](C)O)O[H]', 'C(=O)(CO)[C@](CO[H])([C@H](C)O)O', 'C(=O)(CO[H])[C@](CO)([C@H](C)O)O', 'C(=O)(CO)[C@@](CO[H])([C@H](C)O)O', 'C(=O)(CO)[C@](CO)([C@@H](C)O)O[H]', 'C(=O)(CO)[C@](CO)([C@@H](C)O[H])O', 'C(=O)(CO[H])[C@](CO)([C@@H](C)O)O', 'C(=O)(CO)[C@@](CO)([C@@H](C)O[H])O', 'C(=O)(CO[H])[C@@](CO)([C@@H](C)O)O', 'C(=O)(CO[H])[C@@](CO)([C@H](C)O)O', 'C(=O)(CO)[C@@](CO)([C@@H](C)O)O[H]', 'C(=O)(CO)[C@@](CO)([C@H](C)O)O[H]', 'C(=O)(CO)[C@](CO[H])([C@@H](C)O)O', 'C(=O)(CO)[C@](CO)([C@H](C)O[H])O'}
48	G3	WKRKESUWTIYINN	C(C(CO)(C(C)O)O)(O)=O	{'C(=O)([C@](CO[H])([C@H](C)O)O)O', 'C(=O)([C@@](CO)([C@@H](C)O)O)O[H]', 'C(=O)([C@](CO)([C@@H](C)O[H])O)O', 'C(=O)([C@@](CO[H])([C@@H](C)O)O)O', 'C(=O)([C@](CO)([C@H](C)O[H])O)O', 'C(=O)([C@@](CO[H])([C@H](C)O)O)O', 'C(=O)([C@@](CO)([C@H](C)O[H])O)O', 'C(=O)([C@](CO[H])([C@@H](C)O)O)O', 'C(=O)([C@](CO)([C@H](C)O)O[H])O', 'C(=O)([C@](CO)([C@H](C)O)O)O[H]', 'C(=O)([C@](CO)([C@@H](C)O)O)O[H]', 'C(=O)([C@@](CO)([C@@H](C)O[H])O)O', 'C(=O)([C@@](CO)([C@H](C)O)O[H])O', 'C(=O)([C@](CO)([C@@H](C)O)O[H])O', 'C(=O)([C@@](CO)([C@H](C)O)O)O[H]', 'C(=O)([C@@](CO)([C@@H](C)O)O[H])O'}
49	G3	YAVWISVERGTOHY	C(C(CO)(C(C=O)O)O)=O	{'C(=O)[C@@H]([C@](C=O)(CO)O)O[H]', 'C(=O)[C@H]([C@](C=O)(CO[H])O)O', 'C(=O)[C@H]([C@](C=O)(CO)O[H])O', 'C(=O)[C@@H]([C@@](C=O)(CO[H])O)O', 'C(=O)[C@H]([C@@](C=O)(CO[H])O)O', 'C(=O)[C@@H]([C@](C=O)(CO)O[H])O', 'C(=O)[C@@H]([C@](C=O)(CO[H])O)O', 'C(=O)[C@@H]([C@@](C=O)(CO)O[H])O', 'C(=O)[C@H]([C@](C=O)(CO)O)O[H]', 'C(=O)[C@H]([C@@](C=O)(CO)O)O[H]', 'C(=O)[C@H]([C@@](C=O)(CO)O[H])O', 'C(=O)[C@@H]([C@@](C=O)(CO)O)O[H]'}
50	G3	KMZKNPYVLFCBJR	C(C(CO)(C(CC=O)O)O)=O	{'C(=O)C[C@H]([C@@](C=O)(CO[H])O)O', 'C(=O)C[C@@H]([C@](C=O)(CO)O)O[H]', 'C(=O)C[C@H]([C@@](C=O)(CO)O)O[H]', 'C(=O)C[C@@H]([C@](C=O)(CO[H])O)O', 'C(=O)C[C@@H]([C@@](C=O)(CO)O)O[H]', 'C(=O)C[C@H]([C@](C=O)(CO[H])O)O', 'C(=O)C[C@@H]([C@](C=O)(CO)O[H])O', 'C(=O)C[C@@H]([C@@](C=O)(CO)O[H])O', 'C(=O)C[C@H]([C@@](C=O)(CO)O[H])O', 'C(=O)C[C@@H]([C@@](C=O)(CO[H])O)O', 'C(=O)C[C@H]([C@](C=O)(CO)O)O[H]', 'C(=O)C[C@H]([C@](C=O)(CO)O[H])O'}
51	G3	LLKJMSOIEJAFOF	C(C(CO)(C(C=O)(C)O)O)=O	{'C(=O)[C@@](CO)([C@@](C=O)(C)O)O[H]', 'C(=O)[C@](CO)([C@](C=O)(C)O)O[H]', 'C(=O)[C@@](CO)([C@](C=O)(C)O)O[H]', 'C(=O)[C@](C)([C@](C=O)(CO)O)O[H]', 'C(=O)[C@@](C)([C@](C=O)(CO[H])O)O', 'C(=O)[C@](C)([C@@](C=O)(CO[H])O)O', 'C(=O)[C@](CO)([C@@](C=O)(C)O)O[H]', 'C(=O)[C@@](C)([C@](C=O)(CO)O)O[H]', 'C(=O)[C@@](C)([C@@](C=O)(CO)O)O[H]', 'C(=O)[C@](C)([C@@](C=O)(CO)O)O[H]', 'C(=O)[C@](C)([C@](C=O)(CO[H])O)O', 'C(=O)[C@@](C)([C@@](C=O)(CO[H])O)O'}
52	G3	KSPZMTWVXVIPRP	C(C(CO)(C(C(C)=O)O)O)=O	{'C(=O)[C@@](CO[H])([C@@H](C(=O)C)O)O', 'C(=O)[C@](CO[H])([C@@H](C(=O)C)O)O', 'C(=O)[C@](CO)([C@H](C(=O)C)O[H])O', 'C(=O)[C@@](CO)([C@H](C(=O)C)O)O[H]', 'C(=O)[C@@](CO[H])([C@H](C(=O)C)O)O', 'C(=O)[C@@](CO)([C@@H](C(=O)C)O[H])O', 'C(=O)[C@](CO)([C@H](C(=O)C)O)O[H]', 'C(=O)[C@](CO[H])([C@H](C(=O)C)O)O', 'C(=O)[C@@](CO)([C@H](C(=O)C)O[H])O', 'C(=O)[C@@](CO)([C@@H](C(=O)C)O)O[H]', 'C(=O)[C@](CO)([C@@H](C(=O)C)O[H])O', 'C(=O)[C@](CO)([C@@H](C(=O)C)O)O[H]'}
53	G3	JQKDKERJPQSZLX	C(C(CO)(C(C)O)O)=O	{'C(=O)[C@@](CO[H])([C@@H](C)O)O', 'C(=O)[C@@](CO)([C@@H](C)O[H])O', 'C(=O)[C@](CO)([C@@H](C)O)O[H]', 'C(=O)[C@@](CO[H])([C@H](C)O)O', 'C(=O)[C@@](CO)([C@@H](C)O)O[H]', 'C(=O)[C@](CO[H])([C@@H](C)O)O', 'C(=O)[C@@](CO)([C@H](C)O[H])O', 'C(=O)[C@](CO)([C@@H](C)O[H])O', 'C(=O)[C@](CO)([C@H](C)O)O[H]', 'C(=O)[C@@](CO)([C@H](C)O)O[H]', 'C(=O)[C@](CO[H])([C@H](C)O)O', 'C(=O)[C@](CO)([C@H](C)O[H])O'}
