Generation	INCHIKEY	NetworkSmiles	AnalogueSmiles
G4	HUWRCXQMOSUJIA	C1(C(O)OCC1C(CO)(C)O)=O	{'C1(=O)[C@@H](CO[C@@H]1O[H])[C@@](C)(CO)O', 'C1(=O)[C@H](CO[C@@H]1O)[C@](C)(CO)O[H]', 'C1(=O)[C@H](CO[C@H]1O[H])[C@@](C)(CO)O', 'C1(=O)[C@@H](CO[C@@H]1O)[C@](C)(CO[H])O', 'C1(=O)[C@H](CO[C@H]1O)[C@](C)(CO[H])O', 'C1(=O)[C@H](CO[C@H]1O)[C@@](C)(CO[H])O', 'C1(=O)[C@H](CO[C@@H]1O[H])[C@@](C)(CO)O', 'C1(=O)[C@@H](CO[C@H]1O)[C@@](C)(CO[H])O', 'C1(=O)[C@H](CO[C@H]1O)[C@](C)(CO)O[H]', 'C1(=O)[C@@H](CO[C@H]1O)[C@](C)(CO[H])O', 'C1(=O)[C@@H](CO[C@H]1O[H])[C@](C)(CO)O', 'C1(=O)[C@H](CO[C@@H]1O)[C@@](C)(CO[H])O', 'C1(=O)[C@H](CO[C@@H]1O)[C@@](C)(CO)O[H]', 'C1(=O)[C@H](CO[C@@H]1O)[C@](C)(CO[H])O', 'C1(=O)[C@@H](CO[C@H]1O)[C@@](C)(CO)O[H]', 'C1(=O)[C@@H](CO[C@@H]1O)[C@@](C)(CO)O[H]', 'C1(=O)[C@H](CO[C@H]1O[H])[C@](C)(CO)O', 'C1(=O)[C@@H](CO[C@@H]1O)[C@](C)(CO)O[H]', 'C1(=O)[C@@H](CO[C@@H]1O)[C@@](C)(CO[H])O', 'C1(=O)[C@@H](CO[C@@H]1O[H])[C@](C)(CO)O', 'C1(=O)[C@H](CO[C@H]1O)[C@@](C)(CO)O[H]', 'C1(=O)[C@H](CO[C@@H]1O[H])[C@](C)(CO)O', 'C1(=O)[C@@H](CO[C@H]1O[H])[C@@](C)(CO)O', 'C1(=O)[C@@H](CO[C@H]1O)[C@](C)(CO)O[H]'}
G4	SQEQJXGLKPBPPT	C(CO)(CC1(COC(C1)O)O)=O	{'C(=O)(C[C@]1(C[C@@H](OC1)O)O)CO[H]', 'C(=O)(C[C@]1(C[C@H](OC1)O)O)CO[H]', 'C(=O)(C[C@@]1(C[C@H](OC1)O)O)CO[H]', 'C(=O)(C[C@@]1(C[C@H](OC1)O)O[H])CO', 'C(=O)(C[C@@]1(C[C@@H](OC1)O)O)CO[H]', 'C(=O)(C[C@@]1(C[C@H](OC1)O[H])O)CO', 'C(=O)(C[C@]1(C[C@H](OC1)O[H])O)CO', 'C(=O)(C[C@]1(C[C@@H](OC1)O)O[H])CO', 'C(=O)(C[C@]1(C[C@@H](OC1)O[H])O)CO', 'C(=O)(C[C@@]1(C[C@@H](OC1)O[H])O)CO', 'C(=O)(C[C@]1(C[C@H](OC1)O)O[H])CO', 'C(=O)(C[C@@]1(C[C@@H](OC1)O)O[H])CO'}
G4	BHYKZOONCQLLLB	C(C)(C(C1(COC(C1)O)O)O)=O	{'C(=O)(C)[C@H]([C@]1(C[C@H](OC1)O)O[H])O', 'C(=O)(C)[C@H]([C@@]1(C[C@H](OC1)O[H])O)O', 'C(=O)(C)[C@@H]([C@]1(C[C@@H](OC1)O[H])O)O', 'C(=O)(C)[C@@H]([C@]1(C[C@H](OC1)O)O[H])O', 'C(=O)(C)[C@H]([C@@]1(C[C@H](OC1)O)O[H])O', 'C(=O)(C)[C@H]([C@]1(C[C@H](OC1)O[H])O)O', 'C(=O)(C)[C@@H]([C@@]1(C[C@@H](OC1)O[H])O)O', 'C(=O)(C)[C@H]([C@]1(C[C@H](OC1)O)O)O[H]', 'C(=O)(C)[C@@H]([C@]1(C[C@@H](OC1)O)O[H])O', 'C(=O)(C)[C@@H]([C@@]1(C[C@@H](OC1)O)O)O[H]', 'C(=O)(C)[C@H]([C@]1(C[C@@H](OC1)O)O[H])O', 'C(=O)(C)[C@@H]([C@@]1(C[C@H](OC1)O)O)O[H]', 'C(=O)(C)[C@H]([C@]1(C[C@@H](OC1)O)O)O[H]', 'C(=O)(C)[C@@H]([C@]1(C[C@@H](OC1)O)O)O[H]', 'C(=O)(C)[C@@H]([C@]1(C[C@H](OC1)O)O)O[H]', 'C(=O)(C)[C@@H]([C@@]1(C[C@@H](OC1)O)O[H])O', 'C(=O)(C)[C@H]([C@@]1(C[C@@H](OC1)O)O)O[H]', 'C(=O)(C)[C@H]([C@@]1(C[C@@H](OC1)O[H])O)O', 'C(=O)(C)[C@@H]([C@@]1(C[C@H](OC1)O[H])O)O', 'C(=O)(C)[C@H]([C@@]1(C[C@@H](OC1)O)O[H])O', 'C(=O)(C)[C@H]([C@]1(C[C@@H](OC1)O[H])O)O', 'C(=O)(C)[C@@H]([C@]1(C[C@H](OC1)O[H])O)O', 'C(=O)(C)[C@H]([C@@]1(C[C@H](OC1)O)O)O[H]', 'C(=O)(C)[C@@H]([C@@]1(C[C@H](OC1)O)O[H])O'}
G4	OZYIJXBMZKTETR	C1(COC(C1C(CO)(C)O)O)=O	{'C1(=O)CO[C@H]([C@H]1[C@](C)(CO)O[H])O', 'C1(=O)CO[C@@H]([C@H]1[C@](C)(CO)O[H])O', 'C1(=O)CO[C@H]([C@H]1[C@](C)(CO[H])O)O', 'C1(=O)CO[C@@H]([C@@H]1[C@@](C)(CO)O[H])O', 'C1(=O)CO[C@H]([C@@H]1[C@@](C)(CO[H])O)O', 'C1(=O)CO[C@@H]([C@@H]1[C@@](C)(CO[H])O)O', 'C1(=O)CO[C@H]([C@H]1[C@@](C)(CO)O[H])O', 'C1(=O)CO[C@H]([C@@H]1[C@](C)(CO[H])O)O', 'C1(=O)CO[C@@H]([C@H]1[C@@](C)(CO[H])O)O', 'C1(=O)CO[C@H]([C@@H]1[C@@](C)(CO)O)O[H]', 'C1(=O)CO[C@@H]([C@@H]1[C@](C)(CO)O[H])O', 'C1(=O)CO[C@H]([C@@H]1[C@](C)(CO)O)O[H]', 'C1(=O)CO[C@@H]([C@H]1[C@](C)(CO[H])O)O', 'C1(=O)CO[C@H]([C@H]1[C@](C)(CO)O)O[H]', 'C1(=O)CO[C@@H]([C@H]1[C@](C)(CO)O)O[H]', 'C1(=O)CO[C@H]([C@H]1[C@@](C)(CO[H])O)O', 'C1(=O)CO[C@@H]([C@@H]1[C@](C)(CO)O)O[H]', 'C1(=O)CO[C@@H]([C@H]1[C@@](C)(CO)O)O[H]', 'C1(=O)CO[C@@H]([C@H]1[C@@](C)(CO)O[H])O', 'C1(=O)CO[C@H]([C@@H]1[C@](C)(CO)O[H])O', 'C1(=O)CO[C@H]([C@H]1[C@@](C)(CO)O)O[H]', 'C1(=O)CO[C@H]([C@@H]1[C@@](C)(CO)O[H])O', 'C1(=O)CO[C@@H]([C@@H]1[C@](C)(CO[H])O)O', 'C1(=O)CO[C@@H]([C@@H]1[C@@](C)(CO)O)O[H]'}
G4	DOQQDQPLVZXAML	C1(C(C(CO)(C)O)OC(C1)O)=O	{'C1(=O)C[C@H](O[C@H]1[C@@](C)(CO)O)O[H]', 'C1(=O)C[C@@H](O[C@@H]1[C@@](C)(CO)O[H])O', 'C1(=O)C[C@@H](O[C@H]1[C@](C)(CO)O[H])O', 'C1(=O)C[C@@H](O[C@H]1[C@@](C)(CO[H])O)O', 'C1(=O)C[C@H](O[C@@H]1[C@@](C)(CO)O[H])O', 'C1(=O)C[C@H](O[C@H]1[C@@](C)(CO)O[H])O', 'C1(=O)C[C@@H](O[C@H]1[C@@](C)(CO)O)O[H]', 'C1(=O)C[C@@H](O[C@@H]1[C@@](C)(CO)O)O[H]', 'C1(=O)C[C@H](O[C@H]1[C@@](C)(CO[H])O)O', 'C1(=O)C[C@@H](O[C@H]1[C@@](C)(CO)O[H])O', 'C1(=O)C[C@H](O[C@@H]1[C@@](C)(CO)O)O[H]', 'C1(=O)C[C@H](O[C@H]1[C@](C)(CO)O[H])O', 'C1(=O)C[C@H](O[C@@H]1[C@](C)(CO[H])O)O', 'C1(=O)C[C@@H](O[C@@H]1[C@](C)(CO)O[H])O', 'C1(=O)C[C@H](O[C@H]1[C@](C)(CO[H])O)O', 'C1(=O)C[C@@H](O[C@H]1[C@](C)(CO)O)O[H]', 'C1(=O)C[C@@H](O[C@@H]1[C@](C)(CO)O)O[H]', 'C1(=O)C[C@@H](O[C@H]1[C@](C)(CO[H])O)O', 'C1(=O)C[C@H](O[C@@H]1[C@@](C)(CO[H])O)O', 'C1(=O)C[C@@H](O[C@@H]1[C@](C)(CO[H])O)O', 'C1(=O)C[C@H](O[C@H]1[C@](C)(CO)O)O[H]', 'C1(=O)C[C@H](O[C@@H]1[C@](C)(CO)O)O[H]', 'C1(=O)C[C@@H](O[C@@H]1[C@@](C)(CO[H])O)O', 'C1(=O)C[C@H](O[C@@H]1[C@](C)(CO)O[H])O'}
G4	VHXGCCCYVLPYTE	C(CO)(CC(C(N)=C)O)=O	{'C=C([C@@H](CC(=O)CO)O)N([H])[H]', 'C=C([C@H](CC(=O)CO)O)N([H])[H]'}
G4	ZESJUHVUBDALLV	C(C)(C(C(C(N)=C)O)O)=O	{'C=C([C@H]([C@@H](C(=O)C)O)O)N([H])[H]', 'C=C([C@@H]([C@H](C(=O)C)O)O)N([H])[H]', 'C=C([C@H]([C@H](C(=O)C)O)O)N([H])[H]', 'C=C([C@@H]([C@@H](C(=O)C)O)O)N([H])[H]'}
G4	OFFIYNBGXKUNEZ	C(CO)(CC(C(C=CN)O)O)=O	{'C(=C\\N([H])[H])/[C@H]([C@H](CC(=O)CO)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@@H](CC(=O)CO)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@H](CC(=O)CO)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@@H](CC(=O)CO)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@H](CC(=O)CO)O)O', 'C(=C\\N([H])[H])/[C@H]([C@@H](CC(=O)CO)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@@H](CC(=O)CO)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@H](CC(=O)CO)O)O'}
G4	QDGOGYWPRKYUGK	C(C)(C(C(C(C=CN)O)O)O)=O	{'C(=C\\N([H])[H])/[C@@H]([C@H]([C@@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@@H]([C@@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])/[C@H]([C@H]([C@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])/[C@H]([C@@H]([C@@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])/[C@H]([C@@H]([C@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@H]([C@@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@@H]([C@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@H]([C@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])/[C@H]([C@H]([C@@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@@H]([C@@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@H]([C@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@H]([C@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@@H]([C@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@@H]([C@@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@@H]([C@H](C(=O)C)O)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@H]([C@@H](C(=O)C)O)O)O'}
G4	AVUBTCKPRDCEHF	C(CO)(CC(C(N)=CCO)O)=O	{'C(=C(\\[C@H](CC(=O)CO)O)/N([H])[H])\\CO', 'C(=C(\\[C@@H](CC(=O)CO)O)/N([H])[H])\\CO', 'C(=C(\\[C@@H](CC(=O)CO)O)/N([H])[H])/CO', 'C(=C(\\[C@H](CC(=O)CO)O)/N([H])[H])/CO'}
G4	UJOFNUOIPOXCPO	C(C)(C(C(C(N)=CCO)O)O)=O	{'C(=C(\\[C@@H]([C@H](C(=O)C)O)O)/N([H])[H])/CO', 'C(=C(\\[C@@H]([C@H](C(=O)C)O)O)/N([H])[H])\\CO', 'C(=C(\\[C@H]([C@@H](C(=O)C)O)O)/N([H])[H])/CO', 'C(=C(\\[C@H]([C@H](C(=O)C)O)O)/N([H])[H])/CO', 'C(=C(\\[C@@H]([C@@H](C(=O)C)O)O)/N([H])[H])/CO', 'C(=C(\\[C@H]([C@@H](C(=O)C)O)O)/N([H])[H])\\CO', 'C(=C(\\[C@H]([C@H](C(=O)C)O)O)/N([H])[H])\\CO', 'C(=C(\\[C@@H]([C@@H](C(=O)C)O)O)/N([H])[H])\\CO'}
G4	OWNSVEJVINHZFL	C(CO)(CC(C=CN)O)=O	{'C(=C\\N([H])[H])\\[C@@H](CC(=O)CO)O', 'C(=C\\N([H])[H])/[C@H](CC(=O)CO)O', 'C(=C\\N([H])[H])\\[C@H](CC(=O)CO)O', 'C(=C\\N([H])[H])/[C@@H](CC(=O)CO)O'}
G4	QRWNXZPOJGYKQH	C(C)(C(C(C=CN)O)O)=O	{'C(=C\\N([H])[H])/[C@@H]([C@@H](C(=O)C)O)O', 'C(=C\\N([H])[H])/[C@H]([C@@H](C(=O)C)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@@H](C(=O)C)O)O', 'C(=C\\N([H])[H])/[C@H]([C@H](C(=O)C)O)O', 'C(=C\\N([H])[H])\\[C@H]([C@H](C(=O)C)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@@H](C(=O)C)O)O', 'C(=C\\N([H])[H])/[C@@H]([C@H](C(=O)C)O)O', 'C(=C\\N([H])[H])\\[C@@H]([C@H](C(=O)C)O)O'}
G4	UFAIMEMFOOGVLK	C(CO)(CC(C=C(CO)N)O)=O	{'C(=C(\\CO)/N([H])[H])/[C@H](CC(=O)CO)O', 'C(=C(\\CO)/N([H])[H])\\[C@@H](CC(=O)CO)O', 'C(=C(\\CO)/N([H])[H])\\[C@H](CC(=O)CO)O', 'C(=C(\\CO)/N([H])[H])/[C@@H](CC(=O)CO)O'}
G4	NZUYHHXPVUTGBV	C(C)(C(C(C=C(CO)N)O)O)=O	{'C(=C(\\CO)/N([H])[H])/[C@H]([C@@H](C(=O)C)O)O', 'C(=C(\\CO)/N([H])[H])/[C@H]([C@H](C(=O)C)O)O', 'C(=C(\\CO)/N([H])[H])\\[C@H]([C@H](C(=O)C)O)O', 'C(=C(\\CO)/N([H])[H])\\[C@@H]([C@@H](C(=O)C)O)O', 'C(=C(\\CO)/N([H])[H])\\[C@@H]([C@H](C(=O)C)O)O', 'C(=C(\\CO)/N([H])[H])\\[C@H]([C@@H](C(=O)C)O)O', 'C(=C(\\CO)/N([H])[H])/[C@@H]([C@H](C(=O)C)O)O', 'C(=C(\\CO)/N([H])[H])/[C@@H]([C@@H](C(=O)C)O)O'}
G4	INNDGWKUIMZLNV	C(CO)(CC(C(C(N)=C)O)O)=O	{'C=C([C@H]([C@H](CC(=O)CO)O)O)N([H])[H]', 'C=C([C@@H]([C@@H](CC(=O)CO)O)O)N([H])[H]', 'C=C([C@@H]([C@H](CC(=O)CO)O)O)N([H])[H]', 'C=C([C@H]([C@@H](CC(=O)CO)O)O)N([H])[H]'}
G4	JYVVKXJQVOQLMV	C(C)(C(C(C(C(N)=C)O)O)O)=O	{'C=C([C@@H]([C@H]([C@@H](C(=O)C)O)O)O)N([H])[H]', 'C=C([C@@H]([C@@H]([C@H](C(=O)C)O)O)O)N([H])[H]', 'C=C([C@H]([C@H]([C@H](C(=O)C)O)O)O)N([H])[H]', 'C=C([C@H]([C@@H]([C@@H](C(=O)C)O)O)O)N([H])[H]', 'C=C([C@H]([C@H]([C@@H](C(=O)C)O)O)O)N([H])[H]', 'C=C([C@@H]([C@@H]([C@@H](C(=O)C)O)O)O)N([H])[H]', 'C=C([C@H]([C@@H]([C@H](C(=O)C)O)O)O)N([H])[H]', 'C=C([C@@H]([C@H]([C@H](C(=O)C)O)O)O)N([H])[H]'}
G4	HKWCQGOGXHOXCH	C(CO)(CC(CCN)O)=O	{'C(=O)(C[C@H](CCN)O[H])CO', 'C(=O)(C[C@H](CCN([H])[H])O)CO', 'C(=O)(C[C@H](CCN)O)CO[H]', 'C(=O)(C[C@@H](CCN)O)CO[H]', 'C(=O)(C[C@@H](CCN([H])[H])O)CO', 'C(=O)(C[C@@H](CCN)O[H])CO'}
G4	XTPKNROTKPITEA	C(C)(C(C(CCN)O)O)=O	{'C(=O)(C)[C@H]([C@H](CCN)O)O[H]', 'C(=O)(C)[C@H]([C@H](CCN([H])[H])O)O', 'C(=O)(C)[C@@H]([C@@H](CCN([H])[H])O)O', 'C(=O)(C)[C@H]([C@@H](CCN([H])[H])O)O', 'C(=O)(C)[C@@H]([C@H](CCN)O[H])O', 'C(=O)(C)[C@H]([C@H](CCN)O[H])O', 'C(=O)(C)[C@H]([C@@H](CCN)O)O[H]', 'C(=O)(C)[C@@H]([C@@H](CCN)O)O[H]', 'C(=O)(C)[C@@H]([C@@H](CCN)O[H])O', 'C(=O)(C)[C@@H]([C@H](CCN)O)O[H]', 'C(=O)(C)[C@H]([C@@H](CCN)O[H])O', 'C(=O)(C)[C@@H]([C@H](CCN([H])[H])O)O'}
G4	DTCVPDUFIRKROQ	C(C(CN)C(C)(CO)O)=O	{'C(=O)[C@H](CN)[C@@](C)(CO[H])O', 'C(=O)[C@H](CN([H])[H])[C@](C)(CO)O', 'C(=O)[C@@H](CN([H])[H])[C@@](C)(CO)O', 'C(=O)[C@@H](CN)[C@](C)(CO[H])O', 'C(=O)[C@H](CN)[C@](C)(CO[H])O', 'C(=O)[C@@H](CN)[C@@](C)(CO)O[H]', 'C(=O)[C@@H](CN([H])[H])[C@](C)(CO)O', 'C(=O)[C@H](CN)[C@@](C)(CO)O[H]', 'C(=O)[C@@H](CN)[C@@](C)(CO[H])O', 'C(=O)[C@H](CN)[C@](C)(CO)O[H]', 'C(=O)[C@H](CN([H])[H])[C@@](C)(CO)O', 'C(=O)[C@@H](CN)[C@](C)(CO)O[H]'}
G4	HPZAEOKQOSUINT	C(CO)(CC(C(CCN)O)O)=O	{'C(=O)(C[C@@H]([C@H](CCN([H])[H])O)O)CO', 'C(=O)(C[C@@H]([C@@H](CCN([H])[H])O)O)CO', 'C(=O)(C[C@H]([C@@H](CCN([H])[H])O)O)CO', 'C(=O)(C[C@H]([C@H](CCN([H])[H])O)O)CO'}
G4	TVLAMBAMHNRDPI	C(C)(C(C(C(CCN)O)O)O)=O	{'C(=O)(C)[C@@H]([C@H]([C@H](CCN([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@H]([C@H](CCN([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@@H]([C@@H](CCN([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@@H]([C@H](CCN([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@H]([C@@H](CCN([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@@H]([C@H](CCN([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@@H]([C@@H](CCN([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@H]([C@@H](CCN([H])[H])O)O)O'}
G4	DQRYLCYUMPPEQS	C(CO)(CC(CO)(CCN)O)=O	{'C(=O)(C[C@](CCN([H])[H])(CO)O)CO', 'C(=O)(C[C@@](CCN([H])[H])(CO)O)CO'}
G4	JFZXCRFAMBTDGY	C(C)(C(C(CO)(CCN)O)O)=O	{'C(=O)(C)[C@@H]([C@](CCN([H])[H])(CO)O)O', 'C(=O)(C)[C@H]([C@](CCN([H])[H])(CO)O)O', 'C(=O)(C)[C@H]([C@@](CCN([H])[H])(CO)O)O', 'C(=O)(C)[C@@H]([C@@](CCN([H])[H])(CO)O)O'}
G4	HVQQLZVBGPAVAB	C(CO)(C(CN)C(CO)(C)O)=O	{'C(=O)(CO)[C@H](CN([H])[H])[C@@](C)(CO)O', 'C(=O)(CO)[C@H](CN([H])[H])[C@](C)(CO)O', 'C(=O)(CO)[C@@H](CN([H])[H])[C@@](C)(CO)O', 'C(=O)(CO)[C@@H](CN([H])[H])[C@](C)(CO)O'}
G4	RIUHMPRWKMBBRZ	C(C(C(CO)(C)O)O)(CCN)=O	{'C(=O)(CCN([H])[H])[C@H]([C@@](C)(CO)O)O', 'C(=O)(CCN([H])[H])[C@H]([C@](C)(CO)O)O', 'C(=O)(CCN([H])[H])[C@@H]([C@@](C)(CO)O)O', 'C(=O)(CCN([H])[H])[C@@H]([C@](C)(CO)O)O'}
G4	RDIQTXUHWKYMLB	C(CO)(CC(CC(CO)N)O)=O	{'C(=O)(C[C@H](C[C@@H](CO)N([H])[H])O)CO', 'C(=O)(C[C@H](C[C@H](CO)N([H])[H])O)CO', 'C(=O)(C[C@@H](C[C@H](CO)N([H])[H])O)CO', 'C(=O)(C[C@@H](C[C@@H](CO)N([H])[H])O)CO'}
G4	BXFVPYHCFZMPOP	C(C)(C(C(CC(CO)N)O)O)=O	{'C(=O)(C)[C@H]([C@@H](C[C@@H](CO)N([H])[H])O)O', 'C(=O)(C)[C@H]([C@@H](C[C@H](CO)N([H])[H])O)O', 'C(=O)(C)[C@@H]([C@@H](C[C@H](CO)N([H])[H])O)O', 'C(=O)(C)[C@@H]([C@@H](C[C@@H](CO)N([H])[H])O)O', 'C(=O)(C)[C@@H]([C@H](C[C@H](CO)N([H])[H])O)O', 'C(=O)(C)[C@H]([C@H](C[C@@H](CO)N([H])[H])O)O', 'C(=O)(C)[C@@H]([C@H](C[C@@H](CO)N([H])[H])O)O', 'C(=O)(C)[C@H]([C@H](C[C@H](CO)N([H])[H])O)O'}
G4	UYAWSAZMXZBLBA	C(C(C(CO)N)C(C)(CO)O)=O	{'C(=O)[C@@H]([C@H](CO)N([H])[H])[C@](C)(CO)O', 'C(=O)[C@H]([C@@H](CO)N([H])[H])[C@@](C)(CO)O', 'C(=O)[C@H]([C@H](CO)N([H])[H])[C@@](C)(CO)O', 'C(=O)[C@@H]([C@H](CO)N([H])[H])[C@@](C)(CO)O', 'C(=O)[C@@H]([C@@H](CO)N([H])[H])[C@@](C)(CO)O', 'C(=O)[C@H]([C@@H](CO)N([H])[H])[C@](C)(CO)O', 'C(=O)[C@@H]([C@@H](CO)N([H])[H])[C@](C)(CO)O', 'C(=O)[C@H]([C@H](CO)N([H])[H])[C@](C)(CO)O'}
G4	NJQXLBFJTJXOKC	C(CO)(CC(C)(C(CN)O)O)=O	{'C(=O)(C[C@](C)([C@@H](CN([H])[H])O)O)CO', 'C(=O)(C[C@](C)([C@H](CN([H])[H])O)O)CO', 'C(=O)(C[C@@](C)([C@@H](CN([H])[H])O)O)CO', 'C(=O)(C[C@@](C)([C@H](CN([H])[H])O)O)CO'}
G4	CFVGYQDRLIKGJE	C(C)(C(C(C)(C(CN)O)O)O)=O	{'C(=O)(C)[C@@H]([C@@](C)([C@H](CN([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@@](C)([C@@H](CN([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@](C)([C@@H](CN([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@](C)([C@@H](CN([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@](C)([C@H](CN([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@@](C)([C@@H](CN([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@@](C)([C@H](CN([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@](C)([C@H](CN([H])[H])O)O)O'}
G4	BQVGZFXQSSXRBB	C(C(CN)O)(CC(CO)(C)O)=O	{'C(=O)(C[C@@](C)(CO)O)[C@H](CN([H])[H])O', 'C(=O)(C[C@@](C)(CO)O)[C@@H](CN([H])[H])O', 'C(=O)(C[C@](C)(CO)O)[C@H](CN([H])[H])O', 'C(=O)(C[C@](C)(CO)O)[C@@H](CN([H])[H])O'}
G4	SHKRCXUFLYYMJS	C(CO)(CC(C(C(C)N)O)O)=O	{'C(=O)(C[C@@H]([C@@H]([C@H](C)N([H])[H])O)O)CO', 'C(=O)(C[C@H]([C@H]([C@H](C)N([H])[H])O)O)CO', 'C(=O)(C[C@H]([C@@H]([C@H](C)N([H])[H])O)O)CO', 'C(=O)(C[C@H]([C@H]([C@@H](C)N([H])[H])O)O)CO', 'C(=O)(C[C@@H]([C@H]([C@@H](C)N([H])[H])O)O)CO', 'C(=O)(C[C@@H]([C@@H]([C@@H](C)N([H])[H])O)O)CO', 'C(=O)(C[C@@H]([C@H]([C@H](C)N([H])[H])O)O)CO', 'C(=O)(C[C@H]([C@@H]([C@@H](C)N([H])[H])O)O)CO'}
G4	TUOGTSYNKVHNML	C(C)(C(C(C(C(C)N)O)O)O)=O	{'C(=O)(C)[C@H]([C@@H]([C@@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@@H]([C@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@@H]([C@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@H]([C@@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@@H]([C@@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@H]([C@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@@H]([C@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@H]([C@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@@H]([C@@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@@H]([C@@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@H]([C@@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@H]([C@@H]([C@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@@H]([C@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@H]([C@@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@@H]([C@H]([C@H]([C@@H](C)N([H])[H])O)O)O', 'C(=O)(C)[C@H]([C@H]([C@H]([C@@H](C)N([H])[H])O)O)O'}
G4	UMINQKXHXZVLMY	C(C(C(CO)=O)CO)(O)=O	{'C(=O)(CO[H])[C@@H](C(=O)O)CO', 'C(=O)(CO)[C@@H](C(=O)O)CO[H]', 'C(=O)(CO)[C@H](C(=O)O)CO[H]', 'C(=O)(CO[H])[C@H](C(=O)O)CO', 'C(=O)(CO)[C@H](C(=O)O[H])CO', 'C(=O)(CO)[C@@H](C(=O)O[H])CO'}
G4	YFWPCASBURWFMG	C(C(C(C(C)N)O)O)(CCO)=O	{'C(=O)(CCO)[C@@H]([C@H]([C@H](C)N([H])[H])O)O', 'C(=O)(CCO)[C@H]([C@H]([C@H](C)N([H])[H])O)O', 'C(=O)(CCO)[C@H]([C@H]([C@@H](C)N([H])[H])O)O', 'C(=O)(CCO)[C@H]([C@@H]([C@@H](C)N([H])[H])O)O', 'C(=O)(CCO)[C@@H]([C@@H]([C@@H](C)N([H])[H])O)O', 'C(=O)(CCO)[C@@H]([C@@H]([C@H](C)N([H])[H])O)O', 'C(=O)(CCO)[C@@H]([C@H]([C@@H](C)N([H])[H])O)O', 'C(=O)(CCO)[C@H]([C@@H]([C@H](C)N([H])[H])O)O'}
