Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,spontaneous_point,spontaneous_95
679_1,-29.445161757656138,1.8798002866586223,True,True,True
681_0,-22.868504864658917,1.51455854510947,True,True,True
681_1,-22.868504864658917,1.51455854510947,True,True,True
683_0,-22.868504864658917,1.51455854510947,True,True,True
683_1,-22.868504864658917,1.51455854510947,True,True,True
685_0,-22.8685032507031,1.51455854510947,True,True,True
687_0,-22.8685032507031,1.51455854510947,True,True,True
689_0,-29.595380274273055,1.428166683547855,True,True,True
689_1,-29.595380274273055,1.428166683547855,True,True,True
690_0,-22.868497655391252,1.5145585451094703,True,True,True
690_1,-22.868497655391252,1.5145585451094703,True,True,True
691_0,-25.205137737693917,1.591969202483848,True,True,True
693_0,-22.868504864658803,1.51455854510947,True,True,True
693_1,-22.868504864658803,1.51455854510947,True,True,True
695_0,-22.868504864658803,1.51455854510947,True,True,True
695_1,-22.868504864658803,1.51455854510947,True,True,True
697_0,-22.868504864658917,1.51455854510947,True,True,True
697_1,-22.868504864658917,1.51455854510947,True,True,True
699_0,-22.868504864658917,1.51455854510947,True,True,True
699_1,-22.868504864658917,1.51455854510947,True,True,True
701_0,-22.868504864658917,1.51455854510947,True,True,True
701_1,-22.868504864658917,1.51455854510947,True,True,True
703_0,-22.868504864658917,1.51455854510947,True,True,True
703_1,-22.868504864658917,1.51455854510947,True,True,True
705_0,-29.59538188822887,1.428166683547855,True,True,True
705_1,-29.59538188822887,1.428166683547855,True,True,True
707_0,-22.868504864658917,1.5145585451094703,True,True,True
707_1,-22.868504864658917,1.5145585451094703,True,True,True
709_0,-25.205144946961582,1.591969202483848,True,True,True
711_0,-22.868504864658803,1.51455854510947,True,True,True
711_1,-22.868504864658803,1.51455854510947,True,True,True
713_0,-22.868504864658803,1.51455854510947,True,True,True
713_1,-22.868504864658803,1.51455854510947,True,True,True
715_0,-22.868504864658917,1.5145585451094703,True,True,True
715_1,-22.868504864658917,1.5145585451094703,True,True,True
717_0,-25.205144946961582,1.591969202483848,True,True,True
719_0,-22.868504864658803,1.51455854510947,True,True,True
721_0,-22.868504864658803,1.51455854510947,True,True,True
723_0,-22.868504864658917,1.5145585451094703,True,True,True
723_1,-22.868504864658917,1.5145585451094703,True,True,True
725_0,-25.205144946961582,1.591969202483848,True,True,True
727_0,-22.868504864658803,1.51455854510947,True,True,True
727_1,-22.868504864658803,1.51455854510947,True,True,True
729_0,-22.868504864658803,1.51455854510947,True,True,True
729_1,-22.868504864658803,1.51455854510947,True,True,True
731_0,-29.445161757656024,1.8798002866586219,True,True,True
731_1,-29.445161757656024,1.8798002866586219,True,True,True
733_0,-29.445161757656024,1.8798002866586219,True,True,True
733_1,-29.445161757656024,1.8798002866586219,True,True,True
735_0,-29.445161757656024,1.8798002866586219,True,True,True
735_1,-29.445161757656024,1.8798002866586219,True,True,True
737_0,-25.205144946961582,1.591969202483848,True,True,True
739_0,-22.868504864658803,1.5145585451094703,True,True,True
739_1,-22.868504864658803,1.5145585451094703,True,True,True
741_0,-29.445086268284967,1.8798002866586223,True,True,True
741_1,-29.445086268284967,1.8798002866586223,True,True,True
743_0,-29.445161757656024,1.8798002866586223,True,True,True
743_1,-29.445161757656024,1.8798002866586223,True,True,True
745_0,-29.445161757656024,1.8798002866586223,True,True,True
745_1,-29.445161757656024,1.8798002866586223,True,True,True
747_0,-29.445161757656024,1.8798002866586223,True,True,True
747_1,-29.445161757656024,1.8798002866586223,True,True,True
749_0,-29.445161757656024,1.8798002866586223,True,True,True
749_1,-29.445161757656024,1.8798002866586223,True,True,True
751_0,-29.44516175765625,1.8798002866586223,True,True,True
751_1,-29.44516175765625,1.8798002866586223,True,True,True
753_0,-29.44516175765625,1.8798002866586223,True,True,True
753_1,-29.44516175765625,1.8798002866586223,True,True,True
755_0,-29.44516175765625,1.8798002866586223,True,True,True
755_1,-29.44516175765625,1.8798002866586223,True,True,True
757_0,-29.44516175765625,1.8798002866586223,True,True,True
757_1,-29.44516175765625,1.8798002866586223,True,True,True
759_0,-29.44516175765625,1.8798002866586223,True,True,True
759_1,-29.44516175765625,1.8798002866586223,True,True,True
761_0,-29.44516175765625,1.8798002866586223,True,True,True
761_1,-29.44516175765625,1.8798002866586223,True,True,True
763_0,-29.44516175765625,1.8798002866586223,True,True,True
763_1,-29.44516175765625,1.8798002866586223,True,True,True
765_0,-29.44516175765625,1.8798002866586223,True,True,True
765_1,-29.44516175765625,1.8798002866586223,True,True,True
767_0,-29.59538188822887,1.428166683547855,True,True,True
767_1,-29.59538188822887,1.428166683547855,True,True,True
769_0,-22.868504864658803,1.51455854510947,True,True,True
769_1,-22.868504864658803,1.51455854510947,True,True,True
771_0,59.851487981014145,7.8238639020573295,True,False,False
771_1,59.851487981014145,7.8238639020573295,True,False,False
773_0,1.024163954567598,1.1713947853498272,True,False,False
773_1,1.024163954567598,1.1713947853498272,True,False,False
775_0,-5.955021206452784,0.7805433064575087,True,True,True
777_0,-1.3124761277349535,0.800829799487378,True,True,False
778_0,-10.345258147720074,0.8681795068803961,True,True,True
778_1,-10.345258147720074,0.8681795068803961,True,True,True
780_0,-5.702713069002243,0.9315174901663511,True,True,True
780_1,-5.702713069002243,0.9315174901663511,True,True,True
782_0,-3.787501872408484,1.5473028103181918,True,True,True
782_1,-3.787501872408484,1.5473028103181918,True,True,True
784_0,-6.124141954711149,1.3032675159556373,True,True,True
786_0,-1.4815968759933185,1.503528371791256,True,True,False
788_0,53.12461095744425,7.791577842946944,True,False,False
788_1,53.12461095744425,7.791577842946944,True,False,False
