Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,spontaneous_point,spontaneous_95
1539_1,-10.72778614335084,1.758147162198262,True,True,True
1541_0,-6.043689837719057,4.344569132739859,True,True,False
1541_1,-6.043689837719057,4.344569132739859,True,True,False
1543_0,-10.727751637775896,1.7581471621982618,True,True,True
1543_1,-10.727751637775896,1.7581471621982618,True,True,True
1545_0,-10.72778614335084,1.758147162198262,True,True,True
1545_1,-10.72778614335084,1.758147162198262,True,True,True
1546_0,351.7774367841417,100000.00009559964,False,False,False
1546_1,351.7774367841417,100000.00009559964,False,False,False
1547_0,351.7774449020744,100000.00009559964,False,False,False
1547_1,351.7774449020744,100000.00009559964,False,False,False
1548_0,-10.72778614335084,1.7581471621982618,True,True,True
1548_1,-10.72778614335084,1.7581471621982618,True,True,True
1550_0,46.539613277195144,7.9294344154539225,True,False,False
1550_1,46.539613277195144,7.9294344154539225,True,False,False
