INCHIKEY	Generation	NetworkSmiles	MinimumPathwayLength	MinimumPathwayEnergy
YJLHBEWFAGVZAU	G3	C(CC(C(C(O)=O)N)O)=O	NaN	NaN
FDEKIUJDQKDLRO	G3	C(C(C)(C(C(O)=O)N)O)=O	NaN	NaN
QJYMWMDDBANNAM	G3	C(C(C(C(C)=O)O)N)(O)=O	NaN	NaN
PSVPDJSDJIBRHC	G3	C(C(CCO)(C(C(O)=O)N)O)=O	NaN	NaN
HNMHLILCEAQRRR	G3	C(C(C(C(CCO)=O)O)N)(O)=O	NaN	NaN
KSXOKQNWDARGRF	G3	C(CC(C(C(C(O)=O)N)O)O)=O	NaN	NaN
HLQIKZCIZNNSLR	G3	C(C(C(CC(C=O)O)O)N)(O)=O	NaN	NaN
RNCOYTDQZZKWNF	G3	C(C(C(CC(CO)=O)O)N)(O)=O	NaN	NaN
HUKGYFZWJJSNAL	G3	C(CC(CO)(C(C(O)=O)N)O)=O	NaN	NaN
BWWSNBXCWZLZGS	G3	C(C(C(C(C(C)=O)O)O)N)(O)=O	NaN	NaN
YOWAKBGTFCPQKS	G3	C(C(C(C)(C(C=O)O)O)N)(O)=O	NaN	NaN
AYFVYJQAPQTCCC	G3	C(C(C(C)O)N)(O)=O	NaN	NaN
SEAQXRCXGIJOET	G3	C(C(C(C(CN)O)O)N)(O)=O	NaN	NaN
WOPFTSXKWLIYCL	G3	C(C(C(C(C(CO)N)O)O)N)(O)=O	NaN	NaN
WZQHBGBYQBOKIK	G3	C(C(C(CN)O)(CC=O)O)=O	3	-84.46
ZJQQTTIHPYYXSQ	G3	C(C(C(C(C(CN)O)N)O)O)(O)=O	NaN	NaN
FKJBNYGXEOUXKW	G3	C(C(C(C(CO)N)O)O)(O)=O	NaN	NaN
JYPFTOPPKDHQEW	G3	C(C(C(C=O)O)O)(O)=O	NaN	NaN
BWLQJHQXPIOMJA	G3	C(C(C(CO)(CN)O)O)(O)=O	NaN	NaN
WNQQMTOQQGYXCH	G3	C(CC(C(C(O)=O)O)O)=O	4	-115.17000000000002
AZFXWNDHXWNFRE	G3	C(C(C)(C(C(O)=O)O)O)=O	NaN	NaN
HDGNQJMIIPXNJZ	G3	C(C(C(C(C)=O)O)O)(O)=O	4	-121.56
LOUGYXZSURQALL	G3	C(C(C(C)O)O)(O)=O	NaN	NaN
HTLCITWVEYLCKJ	G3	C(C(C(C(CN)O)O)O)(O)=O	NaN	NaN
TXIVWMLJMZFCNJ	G3	C(C(C(CO)O)(CC=O)O)=O	3	-66.13
UAYOAOXPBCXQHF	G3	C(CN)(C(CO)NCCO)=O	NaN	NaN
OESNDQXXXQEOMB	G3	C(CNC(C(CN)=O)CO)(O)=O	NaN	NaN
NFNWRWYCUZAEON	G3	C(CC(C=O)N)(C(CO)O)=O	NaN	NaN
AEIDOSPMECBBFD	G3	C(C(C(CC(CO)O)=O)N)=O	NaN	NaN
LVYQXQPAYHNLQF	G3	C(CC(C=O)O)(C(CO)O)=O	3	-70.77
RHBBDYUCVCIMPI	G3	C(C(CO)(CC(CO)=O)O)=O	3	-113.94999999999999
XXCROCVPGJNKKK	G3	C(C(C(CCO)=O)(CO)O)=O	3	-113.94999999999999
VSCZDXPKQZQUMT	G3	C(C(C(C(CO)O)=O)CO)=O	3	-109.87
CVARGEYVEARLDL	G3	C(C(C(CN)=O)C(CO)O)=O	3	-82.38
YVXXPGROVYTBAL	G3	C(C(CC(CO)=O)O)(O)=O	4	-117.17000000000002
GEKHDLNOKHNDDY	G3	C(C(C(CCO)=O)O)(O)=O	4	-117.17000000000002
FNWZJGILAMUKQY	G3	C(CC(C(CO)O)=O)(O)=O	4	-117.17000000000002
UQIGQRSJIKIPKZ	G3	C(C(CC(CO)O)=O)(O)=O	4	-117.17000000000002
BQDYLROWRFSQAH	G3	C(C(CO)O)=C(C=O)N	NaN	NaN
JOWRFZGAUMRLLM	G3	C(C(C(CO)O)O)=C(C=O)N	NaN	NaN
LWYBSAMFHLLIEF	G3	C(C(C=CN)(CO)O)=O	NaN	NaN
FJNXYKOQBFDOIQ	G3	C(C(C=CN)(C(CO)O)O)=O	NaN	NaN
XPXXBMCLHANSOP	G3	C(C(C=CN)O)(O)=O	NaN	NaN
MNCLFRFLXRESBW	G3	C(C(C(CN)NCCO)N)=O	NaN	NaN
URNWDNXDBSAVJT	G3	C(C(C(CN)NCC(O)=O)N)=O	NaN	NaN
RJKLCBGHCBBYIN	G3	C(C(CNC(C=O)CO)N)=O	NaN	NaN
ULTPRJZPBLRDCL	G3	C(C(CNCC(CO)=O)N)=O	NaN	NaN
QBMWXTYIDQLHQU	G3	C(C(CNCCO)N)=O	3	-84.52000000000001
WQFIPJUSUWVNNQ	G3	C(C(CO)NCC(C(O)=O)O)=O	3	-128.57999999999998
DZVFQIOULRPHCV	G3	C(C(CNCC(O)=O)N)=O	NaN	NaN
XWCXLMYQXJBDQV	G3	C(C(CNCC(C=O)O)N)=O	NaN	NaN
MWINTYIVTLWESD	G3	C(C(C(CN)NCCO)O)=O	NaN	NaN
JRYAEJXCEPRIQM	G3	C(C(C(CN)NCC(O)=O)O)=O	NaN	NaN
OXGKHAAUWNQDAG	G3	C(C(C(CO)NCCO)N)=O	NaN	NaN
WCOJVQUVRFHNQI	G3	C(C(C(CO)NCC(O)=O)N)=O	NaN	NaN
QZGUDCRMOLBDAU	G3	C(CO)(C(CNCCO)O)=O	3	-86.26
UOOSPDKKOUWRDX	G3	C(CNCC(C(CO)=O)O)(O)=O	3	-91.48
LNJYPCCKZMWWLO	G3	C(C(CNCC(CO)=O)O)(O)=O	3	-137.31
OMBGTPIAKPURKV	G3	C(CN)(C(CNCCO)O)=O	3	-104.6
FSGZEUAVYXYMKD	G3	C(CN)(C(CNCC(O)=O)O)=O	3	-109.82
RZPNJWYRUDDMEA	G3	C(C(CNCCO)O)(O)=O	3	-130.66
POZQEOPPXYQHPT	G3	C(C(C(CO)NCCO)O)(O)=O	3	-107.7
IHROFCXWKIJVRL	G3	C(C(C(CN)NCCO)O)(O)=O	NaN	NaN
WRHIAGXXPIANFK	G3	C(C(CNCC(O)=O)O)(O)=O	3	-135.88
GAYKOZMJXJFHSN	G3	C(C(CNCC(C=O)O)O)(O)=O	3	-135.31
SPSAAPXIVYPPJW	G3	C(C(C(CN)NCC(O)=O)O)(O)=O	NaN	NaN
DQNPBDDEUDBVEZ	G3	C(C(C(C(CO)O)N)N)=O	NaN	NaN
MHLLXJQXRRXAQH	G3	C(C(C(C(C(CO)O)O)N)N)=O	NaN	NaN
XTQCROOJVNLQOA	G3	C(C(C(CN)N)N)=O	NaN	NaN
MMXFRBUSRCGQCE	G3	C(C(C(C(CO)O)N)O)=O	3	-57.599999999999994
FOEXHEVNPRRHDY	G3	C(C(C(C(C(CO)O)O)N)O)=O	3	-41.37
JJHWISKRNWVFDJ	G3	C(C(C(CN)N)O)=O	NaN	NaN
ISNSCEFRWVFDMS	G3	C(C(C(CO)N)N)=O	NaN	NaN
UUUSASLYGAGQLG	G3	C(C(C(C(CO)O)N)O)(O)=O	4	-87.77
AFWWLXFYYYEYSI	G3	C(C(C(CN)N)O)(O)=O	NaN	NaN
KRAOEJVXGJXOCL	G3	C(C(CNCC(C=O)O)O)=O	3	-105.13999999999999
RNYNXIYQOYCVKG	G3	C(C(C(CN)NCC=O)N)=O	NaN	NaN
PNPBYWYVCLVSBI	G3	C(C(C(CN)NCC=O)O)=O	NaN	NaN
BUKCMNXJNOOTPO	G3	C(C(C(CO)NCC=O)N)=O	NaN	NaN
ZDTUBMWORDKMEO	G3	C(CN)(C(CNCC=O)O)=O	3	-79.65
HUGGLDJNQPYXQI	G3	C(C(C(CN)NCC=O)O)(O)=O	NaN	NaN
WVFLQJAIFBHEMM	G3	C(C1C(C(C(O)O1)N)O)O	NaN	NaN
XMHUJUHSEJXXBH	G3	C(C(C1C(C(C(O)O1)N)O)O)O	NaN	NaN
HMFHBZSHGGEWLO	G3	C(C1C(C(C(O)O1)O)O)O	3	-47.44
GPRYWMSKVLBMRB	G3	C1C(C(C(O)O1)N)O	NaN	NaN
JVWBGJPHEYMCTB	G3	C1C(C(C(O)O1)(C(CN)O)O)O	3	-52.870000000000005
BFZQQKBQRCDWST	G3	C1C(C(C(O)O1)(CO)O)O	3	-50.76
UVKLYTBPNXBHNK	G3	C(CNC1COC(C1O)O)=O	NaN	NaN
MRFVDSIWLHPFOX	G3	C1C(C(C(O)O1)O)N	NaN	NaN
FXFCWLXDQUYZSE	G3	C1C(C(C(C(O)O1)N)O)O	NaN	NaN
MSWZFWKMSRAUBD	G3	C(C1C(C(C(C(O)O1)N)O)O)O	NaN	NaN
SRBFZHDQGSBBOR	G3	C1C(C(C(C(O)O1)O)O)O	3	-50.3
UBVZSEQRDSQASZ	G3	C1C(C(C(C(C(O)O1)N)O)O)O	NaN	NaN
QABITHIWOVBUDO	G3	C(C(C(C(CN)N)O)O)O	NaN	NaN
ZEAXKJFWPXPWAO	G3	C(C(C(C(C(CN)N)O)O)O)O	NaN	NaN
BRKJWNVSGUAKCJ	G3	C(C(C(CN)O)N)N	NaN	NaN
QHBWSLQUJMHGDB	G3	C(C(CN)N)O	3	-103.47
RNHXWPCUJTZBAR	G3	C(C(C(C(CN)O)O)O)O	3	-132.81
SDOFMBGMRVAJNF	G3	C(C(C(C(C(CN)O)O)O)O)O	3	-116.58
HYXRUUHQXNAFAJ	G3	C(C(C(CN)O)O)N	3	-121.55
SBISYUYKFQBHEF	G3	C(C(C(CN)N)O)O	3	-87.24
HXYGMZASOYDMSA	G3	C(CNCC(CO)N)=O	NaN	NaN
ZXVHJBKDZQNQNW	G3	C(CO)(CNCCN)=O	NaN	NaN
WFRLJGINBIIHLD	G3	C(CNCC(C(CO)O)N)=O	NaN	NaN
KZDLRJKMHHHHPF	G3	C(CNCCN)(C(CO)O)=O	NaN	NaN
UORKMVDIGPIQER	G3	C(C(CN)(C(C(CO)O)O)O)O	3	-159.76000000000002
LUSNDMPUEBGVAA	G3	C(C(CN)(C(CN)O)O)O	3	-148.5
WYHWSFKNVGGHRZ	G3	C(C(C(CN)(C(CN)O)O)O)O	3	-132.27
RGYJIMPXWMLBNK	G3	C(C(CO)(CN)O)O	3	-146.39000000000001
UCMFDCZBFHGICK	G3	C(C(CN)(C(CO)O)O)O	3	-130.16000000000003
CKCSOWZJWXXRNT	G3	C(C(C(CN)(C(CO)O)O)O)O	3	-113.94000000000001
ZFYAWOLOWWMIEJ	G3	C(CNCC(CN)O)=O	3	-131.70999999999998
TWOZHKGQDLDGLI	G3	C(C(CNCCN)O)=O	3	-131.70999999999998
VISVLKCOQBFMAA	G3	C(CNC(CO)C(CN)O)=O	NaN	NaN
CANRBIFVCJPBCJ	G3	C(C(C(CO)NCCN)O)=O	NaN	NaN
UYBWIEGTWASWSR	G3	C(C(CN)O)N	3	-137.78
CUOKHACJLGPRHD	G3	C1(C(C(C(CO)O1)O)O)=O	4	-96.28999999999999
XXBSUZSONOQQGK	G3	C1(C(C(C(CO1)O)O)O)=O	4	-99.14000000000001
