Generation	Smiles	Inchi	Energy	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms 	VDW Volume	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	Heteroatoms/Carbons	H/C	O/C	ESOL
G6	C(C1CC(C(C1O)O)O)=O	DRJMQLCHHXULEZ	42.8189	-1.716	-0.551	4	3	77.76	-3.4579	4	138.89	146.0579088	C6H10O4	6	10	4	0.6666666666666666	1.6666666666666667	0.6666666666666666	0.5679158321244002
G6	C(C1C(C(C(C(C1)=O)O)O)O)=O	MISHHWWRVVZGPL	440.073	-2.0824	-0.473	5	3	94.83	-2.5634	5	157.91	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7022482256720869
G6	C1(C(C(C(C(C=O)O)C1)O)O)=O	ONHBCNURCHMTEZ	58.4727	-2.1397	-0.473	5	3	94.83	-1.7987	5	159.39	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.705699771238045
G6	C1(C(C(C(C1O)O)O)CC=O)=O	YZFSDLYICXSRJF	57.7742	-1.97	-0.473	5	3	94.83	-1.3615	5	161.96	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7056997712380443
G6	C1(C(CC(C1O)O)C(C=O)O)=O	FAVVHOXQQPVZTB	65.0176	-2.1397	-0.473	5	3	94.83	-1.3953	5	160.33	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7056997712380456
G6	C(C1C(CC(C(C1)O)O)=O)(O)=O	KXTCLKIYFPYMKG	383.65	-1.3676	-0.639	5	3	94.83	-0.89627	5	157.17	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.023690726675398226
G6	C(C(C1CCC(C1O)O)=O)(O)=O	HZRHDAOLNQHYTN	48.1513	-1.5998	-0.639	5	3	94.83	-9.1284	5	160.53	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.027142272241356222
G6	C(C1CCC(C(C1O)O)=O)(O)=O	JEBOITXCXKECMH	22.9339	-1.3676	-0.639	5	3	94.83	-1.5437	5	158.44	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.023690726675398226
G6	C(C1C(CC(C(C1)O)=O)O)(O)=O	FEWXQKWNIBDNCO	1.57458	-1.3676	-0.639	5	3	94.83	0.34196	5	156.25	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.023690726675398226
G6	C(C1(CCCC(C1O)=O)O)(O)=O	RXRPRACEUWPXJV	60.3268	-1.3389	-0.588	5	3	94.83	-3.5035	5	159.29	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	-0.08318448985692545
G6	C(C1(CCC(C(C1)=O)O)O)(O)=O	GMQWUDQNTXFSFF	995.266	-1.3389	-0.588	5	3	94.83	0.1373	5	152.86	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	-0.08318448985692545
G6	C(C1CC2C(C1(C(O)O2)O)O)=O	ABSOYWZLGKIMSB	58.7755	-2.0489	-0.448	5	3	86.99	-2.9715	5	153.62	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5855087455736295
G6	C1(C(C(C(C(CO)O)C1)O)O)=O	CQPYLUNXLMDHCQ	65.4606	-1.9274	-0.258	5	4	97.99	0.32488	5	167.07	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.8455960180875594
G6	C1(C(C(CC1C(CO)O)O)O)=O	SDHQSVLWJLZLPE	65.8433	-1.9274	-0.258	5	4	97.99	0.72378	5	166.05	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.8455960180875596
G6	C(C1C(C(C=O)CC1O)O)(O)=O	LAMMGHKSDOFUAK	-6.79286	-1.8709	-0.585	5	3	94.83	-3.0096	5	159.46	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.1340174887736797
G6	C(C1CC(C(C1O)=O)(CO)O)=O	CBJFVCAQPHDOOO	58.3203	-2.201	-0.204	5	3	94.83	-5.23	5	162.23	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7045130929142996
G6	C(C1CC(C(C(C1O)=O)O)O)=O	BOJQXZZVLZGXNF	459.522	-2.0824	-0.473	5	3	94.83	-2.6095	5	160.49	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7022482256720869
G6	C(C1CC(C(C1(C=O)O)O)O)=O	YJQPUJMYRAAAQZ	64.2815	-2.557	-0.368	5	3	94.83	-3.0074	5	161.19	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.705699771238045
G6	C(C1C(C(C=O)C(C1)O)O)(O)=O	BYGAAEXXQNWHKX	-8.19126	-1.8709	-0.585	5	3	94.83	-2.8563	5	159.53	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.1340174887736797
G6	C(C(C1CC(CC1O)O)=O)(O)=O	TWTDONIBBUSKLU	30.8471	-1.5998	-0.639	5	3	94.83	-6.3746	5	159.73	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.027142272241356222
G6	C(C1C(CCC1(C(O)=O)O)O)=O	UCDACMBNRIOQBK	17.9354	-1.8422	-0.534	5	3	94.83	-2.5651	5	158.28	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.027142272241356222
G6	C(C1CC(CC1(C(O)=O)O)O)=O	CDSTWZLJWOCASY	13.1417	-1.8422	-0.534	5	3	94.83	-2.5217	5	160.76	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.027142272241356222
G6	C(C(C1C(CCC1O)O)=O)(O)=O	WLEPBKRXFGKYBD	28.1132	-1.5998	-0.639	5	3	94.83	-7.6373	5	157.71	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.027142272241356222
G6	C1(C(C(CCC1O)O)O)=O	PGEMDPFATWKLOT	73.499	-1.2127	-0.605	4	3	77.76	-1.6133	4	137.49	146.0579088	C6H10O4	6	10	4	0.6666666666666666	1.6666666666666667	0.6666666666666666	0.4575890700261186
G6	C1(C(C(C(CO)C1)O)O)=O	VWAGHSBOPZEYOM	46.4452	-1.36	-0.387	4	3	77.76	-2.6928	4	138.61	146.0579088	C6H10O4	6	10	4	0.6666666666666666	1.6666666666666667	0.6666666666666666	0.5667291538006545
G6	C1(C(C(CC1CO)O)O)=O	HCYXDCOCDXNSFZ	41.9673	-1.36	-0.387	4	3	77.76	-2.0988	4	140.58	146.0579088	C6H10O4	6	10	4	0.6666666666666666	1.6666666666666667	0.6666666666666666	0.5667291538006545
G6	C1(C(C(C(CCO)C1)O)O)=O	KMSJVCXACQKQSK	53.6916	-0.9056	-0.657	4	3	77.76	-1.4077	4	158.95	160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.18808072883539906
G6	C1(C(C(C(C(C)O)C1)O)O)=O	ZAUSIHDAVSIISK	387.708	-1.0007	-0.765	4	3	77.76	-0.44096	4	158.82	160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.18581586159318703
G6	C1(C(C(CC1CCO)O)O)=O	KMMBTCLOGFQTAS	44.3555	-0.9056	-0.657	4	3	77.76	-1.0062	4	159.96	160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.18808072883539928
G6	C1(C(C(CC1C(C)O)O)O)=O	RIFPDXNNRARMMF	383.177	-1.0007	-0.765	4	3	77.76	0.13987	4	159.86	160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.18581586159318703
G6	C(CC1C(C(C(C1)=O)O)O)(O)=O	XQUCPYRFCVJPMI	23.8858	-1.2552	-0.639	5	3	94.83	0.8612	5	161.4	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.027142272241355778
G6	C1(C(CC(C1O)O)CC(O)=O)=O	NXCGCPIDRBNRIZ	22.7342	-1.2552	-0.639	5	3	94.83	0.88489	5	161.28	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.027142272241356222
G6	C(C1C(C(C(O)=O)(CC1)O)O)=O	IJRKNYATKJLQAZ	43.0164	-1.8422	-0.534	5	3	94.83	-3.6937	5	158.71	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.027142272241356222
G6	C(C1CC(C(C1C=O)O)O)(O)=O	ROFLYJUEKFEEDH	-4.26584	-1.8709	-0.585	5	3	94.83	-3.1399	5	161.36	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.1340174887736797
G6	C(C1(C=CC(C1C=O)O)O)(O)=O	XLQMZPHBXSFOES	10.739	-2.1176	-0.306	5	3	94.83	-1.0295	5	153.95	172.037173356	C7H8O5	7	8	5	0.7142857142857143	1.1428571428571428	0.7142857142857143	0.20661082926983265
G6	C1C(C(C(C(O)=O)=O)C(C=1)O)O	RSARAQYKPQUGGH	-4.93791	-1.8752	-0.411	5	3	94.83	-7.0828	5	153.76	172.037173356	C7H8O5	7	8	5	0.7142857142857143	1.1428571428571428	0.7142857142857143	0.20661082926983265
G6	C1(C(C(C=CC1O)O)O)=O	WQWQVAVIACSGEW	70.1061	-1.4881	-0.377	4	3	77.76	0.36954	4	132.73	144.042258736	C6H8O4	6	8	4	0.6666666666666666	1.3333333333333333	0.6666666666666666	0.6370576270545953
G6	C(C)(CC(C(C(CO)O)O)O)=O	ILKPSYMQOVSEEU	448.274	-1.7959	-0.282	5	4	97.99	-0.43521	5	178.77	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.553290054273133
G6	C(C(C)C(C(C(CO)O)O)O)=O	CNWBTZYTRXYJLZ	61.3903	-2.118	-0.228	5	4	97.99	-3.2701	5	176.74	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.6601652708054572
G6	C(C(C(CC=O)O)C(CO)O)=O	YTWYUEVZKVYEGT	44.7317	-2.2352	-0.335	5	3	94.83	-2.4577	5	172.26	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5225338911981551
G6	C(C(C=O)C(CC(CO)O)O)=O	LPJHLTYBIDHIKR	27.0889	-2.2352	-0.335	5	3	94.83	-6.7977	5	169.21	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5225338911981551
G6	C(C(C(CO)O)C(C)(C)O)=O	IJEFVCJAZJWGQI	27.5889	-1.17	-0.466	4	3	77.76	-3.9411	4	170.39	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.000801564012661321
G6	C(C)(CC(CC(CO)O)O)=O	ALRMJKOZRFDBQV	446.765	-0.7741	-0.681	4	3	77.76	-5.3008	4	168.02	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10422523497902722
G6	C(C(C(CO)O)C(CC)O)=O	OFMJSNKBXZMDNL	22.1484	-1.0962	-0.627	4	3	77.76	-4.8577	4	169.08	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	0.002649981553296675
G6	C(C(C)C(CC(CO)O)O)=O	UHZIDFJHMQZCCP	28.2683	-1.0962	-0.627	4	3	77.76	-7.1066	4	167.7	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	0.002649981553296453
G6	C(C(C=O)C(C(C(C)O)O)O)=O	HUTSNQMFTULSBZ	32.8534	-2.3303	-0.443	5	3	94.83	-3.4155	5	173.05	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5202690239559423
G6	C(C)(CC(C(C(C)O)O)O)=O	OSDKJKOMPHQFDI	1371.98	-0.8692	-0.789	4	3	77.76	-1.2394	4	158.96	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10649010222123992
G6	C(C(C)C(C(C(C)O)O)O)=O	NCXVTEHKPLXJRK	393.447	-1.1913	-0.735	4	3	77.76	-4.6105	4	169.7	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	0.00038511431108442795
G6	C(C(C(C)(C)O)C(C(O)=O)O)=O	HLLAGUQEEFSOEM	13.0413	-1.5196	-0.448	5	3	94.83	-2.7452	5	172.46	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.16174002060670414
G6	C(C(CC(CC(C)=O)O)O)(O)=O	BNRAGISRWPVWKU	393.93	-1.1237	-0.663	5	3	94.83	-1.104	5	171.2	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.26516369157307007
G6	C(C(C(CC)O)C(C(O)=O)O)=O	FFOJYWOZRWGESU	0.972256	-1.4458	-0.609	5	3	94.83	-3.6295	5	169.85	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.15828847504074636
G6	C(C(C)C(CC(C(O)=O)O)O)=O	ZXIQICYOCCEGNM	13.7326	-1.4458	-0.609	5	3	94.83	-2.99	5	169.65	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.15828847504074636
G6	C(C(C(CO)=O)C(C)(C)O)(O)=O	ZFCLFWYOTADUBU	-2.31058	-1.3385	-0.284	5	3	94.83	-0.91168	5	172.42	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.16292669893045
G6	C(CC(C(C(C)(C)O)O)=O)(O)=O	HPMGHJFERVBEPP	19.676	-1.1975	-0.502	5	3	94.83	-7.2051	5	174.03	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.2686152371390278
G6	C(CC(CO)(CC(C)=O)O)(O)=O	SGRIEYZIBVLZKF	5.8965	-1.1024	-0.394	5	3	94.83	-3.3888	5	172.73	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.2663503698968155
G6	C(C(C(CO)=O)C(CC)O)(O)=O	VTWDLZUFDWUPJD	-6.3474	-1.2647	-0.445	5	3	94.83	-2.0004	5	173.46	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.159475153364492
G6	C(CC(C(C(CC)O)O)=O)(O)=O	LDXNBJZUDAMFRH	8.61597	-1.1237	-0.663	5	3	94.83	-5.3364	5	174.03	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.26516369157306985
G6	C(C(C)C(CO)(CC(O)=O)O)=O	YAJDWQOLWXVLED	9.15155	-1.4245	-0.34	5	3	94.83	-4.2744	5	172.16	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.159475153364492
G6	C(C(C(CC(C)(C)O)=O)O)(O)=O	FFJKPPBODAVSOR	43.5394	-1.1975	-0.502	5	3	94.83	-0.52795	5	173.28	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.26861523713902813
G6	C(C(C(C)(CC(C)=O)O)O)(O)=O	OWLGXCZKESNXAP	352.239	-1.1975	-0.502	5	3	94.83	2.4907	5	171.26	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.2686152371390278
G6	C(C(C(CC(CC)O)=O)O)(O)=O	VNYZFOGYYBPFHB	399.545	-1.1237	-0.663	5	3	94.83	-0.78667	5	173.05	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.2651636915730702
G6	C(C(C)C(C)(C(C(O)=O)O)O)=O	ASBJLBGMWKMWBK	381.948	-1.5196	-0.448	5	3	94.83	0.64234	5	171.12	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.16174002060670437
G6	C(CC(C(C(CO)=O)CO)O)=O	PJJFSAXSEATIPG	24.7398	-2.0541	-0.171	5	3	94.83	-0.81074	5	172.91	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5213472128744095
G6	C(CC(C(C(CCO)=O)O)O)=O	MNNOKOLFYSJYDJ	36.9336	-1.9131	-0.389	5	3	94.83	-3.2137	5	172.49	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41565867466583134
G6	C(C(C=O)C(CO)(CCO)O)=O	SWAQMAGUWCKMIZ	14.6871	-2.2139	-0.066	5	3	94.83	-7.1269	5	172.89	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5213472128744095
G6	C(CO)(C(CO)C(C)(C)O)=O	OMCPKLREZKUEIY	35.3199	-0.9889	-0.302	4	3	77.76	0.0034042	4	171.14	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.001988242336406626
G6	C(C(C(C)(C)O)O)(CCO)=O	QITCNJRISOMYBO	48.637	-0.8479	-0.52	4	3	77.76	-4.343	4	171.5	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10767678054498478
G6	C(C)(CC(CO)(CCO)O)=O	ZBYKRIQZPVTPAN	42.9546	-0.7528	-0.412	4	3	77.76	-6.1647	4	171.93	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.1054119133027723
G6	C(CO)(C(CO)C(CC)O)=O	NCFZHRXMPPWHNS	18.8955	-0.9151	-0.463	4	3	77.76	-0.97625	4	170.35	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	0.00146330322955137
G6	C(C(C(CC)O)O)(CCO)=O	YZHWXQXUMMVMOT	47.2339	-0.7741	-0.681	4	3	77.76	-2.4835	4	171.92	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10422523497902678
G6	C(C(C)C(CO)(CCO)O)=O	HFJCVPNISGHHJY	34.9686	-1.0749	-0.358	4	3	77.76	-7.1615	4	169.93	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	0.001463303229551148
G6	C(C(C=O)C(C)(C(CO)O)O)=O	DHZNDETXKAJGFR	34.1497	-2.309	-0.174	5	3	94.83	-0.77395	5	172.89	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.519082345632197
G6	C(C(CO)O)(CC(C)(C)O)=O	YKGAJWZGSZUYIW	55.563	-0.8479	-0.52	4	3	77.76	-0.053333	4	171.62	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10767678054498478
G6	C(C)(CC(C)(C(CO)O)O)=O	NVODTATXZPDXTO	373.121	-0.8479	-0.52	4	3	77.76	0.93234	4	169.85	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10767678054498522
G6	C(C(CO)O)(CC(CC)O)=O	YGTALXCSFYCCDW	424.054	-0.7741	-0.681	4	3	77.76	-0.26418	4	169.82	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10422523497902678
G6	C(C(C)C(C)(C(CO)O)O)=O	NFFXSEMFCPURFM	417.823	-1.17	-0.466	4	3	77.76	-0.93333	4	168.88	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.000801564012661321
G6	C(C(C(C(CC(C)=O)O)O)O)=O	JCKDVHSTRWDIBV	985.133	-2.0082	-0.497	5	3	94.83	-2.8655	5	162.86	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41339380742361864
G6	C(C(C)C(C(C(C=O)O)O)O)=O	KTXJZORWMBQZHQ	71.0691	-2.3303	-0.443	5	3	94.83	-3.4305	5	172.03	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5202690239559423
G6	C(C(C=O)C(C(CCO)O)O)=O	NTWYDJFGKWBRQC	11.3908	-2.2352	-0.335	5	3	94.83	-4.3022	5	172.19	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5225338911981551
G6	C(C(C=O)C(C(C)(CO)O)O)=O	JZFAGUIUEFTTBC	6.37343	-2.309	-0.174	5	3	94.83	-4.348	5	172.56	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.519082345632197
G6	C(C)(CC(C(CCO)O)O)=O	VCYJCDAPYQDPRX	26.5665	-0.7741	-0.681	4	3	77.76	-2.5252	4	170.88	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10422523497902722
G6	C(C(C)C(C(CCO)O)O)=O	PBWMKKRHQIUDAZ	26.3252	-1.0962	-0.627	4	3	77.76	-4.7383	4	171.18	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	0.002649981553296453
G6	C(C)(CC(C(CO)(CO)O)O)=O	FPMGMWMKBKCPHF	72.4066	-1.7746	-0.013	5	4	97.99	-1.8134	5	180.0	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.5521033759493877
G6	C(C(C)C(C(CO)(CO)O)O)=O	OXYBECLAWZGANW	66.9129	-2.0967	0.041	5	4	97.99	-4.603	5	179.07	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.658978592481711
G6	C(C)(CC(CO)(C(C)O)O)=O	PYFQZDZTSYCBEC	383.541	-0.8479	-0.52	4	3	77.76	-4.5651	4	169.83	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.107676780544985
G6	C(C(C(C)(C)O)O)(C(C)O)=O	FGUQLFLUGICJTI	405.036	-0.943	-0.628	4	3	77.76	-3.9448	4	169.87	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10994164778719726
G6	C(C)(CC1(COC(C1O)O)O)=O	SCRZGCZRDCSDIY	366.531	-1.3549	-0.308	5	3	86.99	-0.024213	5	166.88	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.2851130123035418
G6	C1(C(C(C)(C)O)OC(C1O)O)=O	UWRYEKSNUZBUAF	1323.85	-1.2271	-0.416	5	3	86.99	-0.084751	5	162.98	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.2828481450613293
G6	C(C)(CC(C(C)(CO)O)O)=O	KFLVREZAORMMFB	396.153	-0.8479	-0.52	4	3	77.76	-2.248	4	170.54	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10767678054498522
G6	C(C(C)C(C(O)=O)(C(C)O)O)=O	FDHINBYGYPKXMF	366.895	-1.5196	-0.448	5	3	94.83	-1.9896	5	170.15	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.1617400206067047
G6	C(C(C(CC)O)O)(C(C)O)=O	JROYIGJMOGABCW	1381.33	-0.8692	-0.789	4	3	77.76	-1.7922	4	158.79	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.10649010222123947
G6	C(C(C)C(CO)(C(C)O)O)=O	BTVHWRACJKEXKQ	382.746	-1.17	-0.466	4	3	77.76	-3.9084	4	170.38	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.000801564012661321
G6	C1(C(C(CC)O)OC(C1O)O)=O	FVQPYANUNRYFER	400.318	-1.1533	-0.577	5	3	86.99	-1.1805	5	168.14	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.28629969062728733
G6	C(C(C)C1(COC(C1O)O)O)=O	PDAUKGVUBNXOOI	58.0579	-1.677	-0.254	5	3	86.99	-2.1305	5	167.92	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.3919882288358657
G6	C(C(C)C(C(C)(CO)O)O)=O	LGIXNUFQKGYYKZ	397.63	-1.17	-0.466	4	3	77.76	-5.3481	4	170.18	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	-0.0008015640126615431
G6	C(CC1(C=CC(C1O)O)O)=O	JJILNYOHBGMQIT	47.192	-1.5083	-0.542	4	3	77.76	-1.7677	4	152.46	158.0579088	C7H10O4	7	10	4	0.5714285714285714	1.4285714285714286	0.5714285714285714	0.2618607476552982
G6	C(CC1(CC(C(C1O)O)O)O)=O	HUXGKHCUBABLLA	78.2472	-2.085	-0.371	5	4	97.99	-1.7613	5	168.6	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.7399074798789814
G6	C(CC(C(CC(CO)O)=O)O)=O	YAPZYQZYLIVHNH	466.548	-1.9131	-0.389	5	3	94.83	-5.1721	5	170.74	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41565867466583134
G6	C(C(CC(CO)O)(CC=O)O)=O	NFEHELSSEUTVNF	36.6264	-2.0729	-0.284	5	3	94.83	-7.8567	5	171.91	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41565867466583156
G6	C(C(C(C(CO)O)C(C)O)=O)=O	UQOWJSDNQXKUQO	41.6221	-2.1492	-0.279	5	3	94.83	-3.1651	5	172.02	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.519082345632197
G6	C(CC(C(C)(C(C=O)O)O)O)=O	YGJAYAZWCUCCFW	71.0552	-2.168	-0.392	5	3	94.83	0.0036387	5	172.54	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41339380742361886
G6	C(CC(C(C(CO)O)O)O)=O	VRYALKFFQXWPIH	61.0894	-2.3363	-0.068	5	4	97.99	-2.1384	5	159.17	164.068473484	C6H12O5	6	12	5	0.8333333333333334	2.0	0.8333333333333334	0.9353900248043464
G6	C(CC(C(C(C(C)O)O)O)O)=O	AZRCTKBJVJAFFN	63.0531	-1.977	-0.446	5	4	97.99	-2.6341	5	175.76	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.5544767325968786
G6	C(CC(C(C(C)(CO)O)O)O)=O	MNBXIDJBXDVLND	80.7752	-1.9557	-0.177	5	4	97.99	-3.7814	5	180.44	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.5532900542731333
G6	C(CC(CO)(CC(CO)O)O)=O	GZZBYLIKSOPQBW	51.1636	-1.8606	-0.069	5	4	97.99	-6.6833	5	179.85	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.5555549215153458
