Generation	Smiles	Inchi	Energy	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms 	VDW Volume	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	Heteroatoms/Carbons	H/C	O/C	ESOL
G4	C(C(C(C(C(O)=O)=O)O)O)=CC	SPTSHTNHKIYNET	76.2832	-1.3759	-0.435	5	3	94.83	-9.2658	5	165.67	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	-0.08914668011055141
G4	C(CC(C(C(C(O)=O)=O)O)O)=C	CGSUUBFQEYBUHN	85.5956	-1.3092	-0.602	5	3	94.83	-9.1907	5	166.56	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	-0.0856951345445934
G4	C(C(C=C)C(C(O)=O)(CO)O)=O	AWDGWTFUKQQJCS	60.0182	-1.61	-0.279	5	3	94.83	-4.0975	5	168.31	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.019993403663984964
G4	C(C(C=C)C(C(C(O)=O)O)O)=O	SJZRASXLILFQKA	67.9431	-1.6313	-0.548	5	3	94.83	-4.0263	5	162.15	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.02118008198773027
G4	C(CC(C(CO)C(C)O)O)=O	IJELXDASVZBMMQ	20.0411	-1.0962	-0.627	4	3	77.76	-3.2191	4	171.48	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	0.002649981553296453
G4	C(C(CO)C(CC=O)O)(O)=O	BYFVAUICPMKDDJ	-3.65595	-1.8051	-0.231	5	3	94.83	-1.8189	5	151.34	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.22262481716672103
G4	C(CC(C(C(CO)O)=O)O)=O	ZJCIIXYSVSASQO	53.5581	-2.3675	-0.119	5	3	94.83	-1.2863	5	152.31	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7943070996310865
G4	C(C(C(CO)O)(CC=O)O)=O	TXIVWMLJMZFCNJ	57.2663	-2.5273	-0.014	5	3	94.83	-3.3059	5	153.92	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7943070996310871
G4	C(CC(CC(CC=O)O)O)(O)=O	ZRWVYMYNRQBSNY	-17.8436	-1.2097	-0.719	5	3	94.83	-1.3711	5	171.11	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.26171214600711185
G4	C(C(C(CC=O)O)C(C)O)(O)=O	LYOZQSQTEXUSOK	-18.2732	-1.4458	-0.609	5	3	94.83	-2.4066	5	172.8	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.1582884750407467
G4	C(CC(CC(C(CO)=O)O)O)=O	SOGAVCGXUDYGJE	45.6126	-1.9131	-0.389	5	3	94.83	-0.21046	5	172.46	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41565867466583134
G4	C(CC(C(CO)(CC=O)O)O)=O	AKPFQQOYLJSYAD	49.6382	-2.0729	-0.284	5	3	94.83	-5.0215	5	172.8	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.4156586746658311
G4	C(CC(C(C(C(C)O)O)=O)O)=O	CERFZCXKHSEBOU	58.4965	-2.0082	-0.497	5	3	94.83	-1.5817	5	169.25	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41339380742361886
G4	C(C(CO)(CC(CC=O)O)O)=O	JOSOCCWADUOCPZ	45.611	-2.0729	-0.284	5	3	94.83	-6.3381	5	170.99	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.4156586746658311
G4	C(C(C(C(C)O)O)(CC=O)O)=O	ZJCWVTVBEZYDBK	72.866	-2.168	-0.392	5	3	94.83	-3.5554	5	175.01	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.4133938074236193
G4	C(C(CCO)(CC=O)O)(O)=O	FWTFAZWTXINKAL	17.4647	-1.6428	-0.18	5	3	94.83	-3.9357	5	153.67	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.11574960063439735
G4	C(CO)(C(C(C)O)(CC=O)O)=O	QSDQDRYSJZZGFY	71.1863	-1.9869	-0.228	5	3	94.83	-0.40636	5	174.64	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41220712909987356
G4	C(C(CO)(CC=O)O)(C(C)O)=O	PUEUNWOFGBGIIR	59.4257	-1.9869	-0.228	5	3	94.83	-5.042	5	173.99	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41220712909987334
G4	C(C(C(C)O)=O)(C(C(C)O)O)=O	MHXSFDSQMMPVDI	837.728	-1.9222	-0.441	5	3	94.83	-4.1639	5	171.01	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.4099422618576609
G4	C(CC(CO)(CO)O)=O	RLJYTLNHFAJLAE	40.1369	-1.7476	0.072	4	3	77.76	-7.1366	4	133.07	134.0579088	C5H10O4	5	10	4	0.8	2.0	0.8	0.6553364821936964
G4	C(CO)(C(C(C)O)O)=O	MRKRITSFTIHTAQ	62.148	-1.6829	-0.141	4	3	77.76	0.76382	4	132.86	134.0579088	C5H10O4	5	10	4	0.8	2.0	0.8	0.6530716149514837
G4	C(C(CO)(CC=O)O)(O)=O	HJUVFMUQYBJUTI	25.0675	-2.0972	0.09	5	3	94.83	-5.0769	5	134.74	148.037173356	C5H8O5	5	8	5	1.0	1.6	1.0	0.49439802559965274
G4	C(C(C(C(C)O)O)=O)(O)=O	AQECHFBKXAXPCW	75.3873	-2.0325	-0.123	5	3	94.83	-7.3592	5	133.58	148.037173356	C5H8O5	5	8	5	1.0	1.6	1.0	0.49213315835744026
G4	C(C(C)(C(CC=O)O)O)(O)=O	LNKOAMWTAGISQQ	33.4647	-1.7379	-0.288	5	3	94.83	0.7867	5	153.16	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.11348473339218465
G4	C(CC(C(C(O)=O)O)O)=O	WNQQMTOQQGYXCH	29.6651	-2.1185	-0.179	5	3	94.83	-0.6535	5	133.62	148.037173356	C5H8O5	5	8	5	1.0	1.6	1.0	0.49558470392339826
G4	C(C(CO)C(C)(CC=O)O)(O)=O	WXIPGANFELPGDO	-4.81343	-1.4245	-0.34	5	3	94.83	-0.089486	5	170.36	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.15947515336449222
G4	C(C(C(CC(C)O)=O)CO)(O)=O	VGWFDCYHAOVYIA	-31.7927	-1.2647	-0.445	5	3	94.83	-3.6193	5	170.09	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.159475153364492
G4	C(C(C(CO)=O)O)(O)=O	SCSGVVIUUUPOOJ	46.045	-2.3918	0.255	5	3	94.83	0.58388	5	114.99	134.021523292	C4H6O5	4	6	5	1.25	1.5	1.25	0.8730464505649083
G4	C(C(C(C)O)C(CCO)O)=O	PYSZIFWAJDKTNW	10.4566	-1.0962	-0.627	4	3	77.76	-5.0049	4	169.37	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	0.002649981553296897
G4	C(C(CO)C(CC(C)O)O)=O	RVQGVBCPLPOHQI	10.1331	-1.0962	-0.627	4	3	77.76	-5.5798	4	168.18	162.089208928	C7H14O4	7	14	4	0.5714285714285714	2.0	0.5714285714285714	0.002649981553296453
G4	C(C(C(C(C=O)O)O)C(C)O)=O	NMHUEPOFCSNPNG	52.6577	-2.3303	-0.443	5	3	94.83	-3.9477	5	171.74	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5202690239559423
G4	C(C(C(C)O)C(CO)(CO)O)=O	RCAWASAKGJMHCF	42.2011	-2.0967	0.041	5	4	97.99	-5.0703	5	178.54	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.6589785924817119
G4	C(CO)(C(C(CC(C)O)O)O)=O	XMJUZRXXVAEMRE	62.7146	-1.7959	-0.282	5	4	97.99	-1.5424	5	176.87	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.5532900542731328
G4	C(C(C=O)C(CCO)O)(O)=O	VAOSYMFYNXRHKS	-23.0191	-1.8051	-0.231	5	3	94.83	-3.8173	5	154.85	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.22262481716672125
G4	C(C(CO)C(CC(O)=O)O)=O	LTMWOWKRNHRFBI	-17.5393	-1.8051	-0.231	5	3	94.83	-1.3711	5	153.63	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.22262481716672103
G4	C(C(C(C(CCO)O)O)=O)=O	OUJNZICMUOLQGP	78.2117	-2.3675	-0.119	5	3	94.83	-3.4132	5	154.89	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7943070996310865
G4	C(C(CO)C(C(CO)=O)O)=O	LSXQZYBPAFVQAM	37.5349	-2.5085	0.099	5	3	94.83	-1.1515	5	152.2	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.8999956378396644
G4	C(C(CO)C(C=O)(CO)O)=O	SAWCGBGWLXQUGF	697.767	-2.6683	0.204	5	3	94.83	-2.7778	5	148.25	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.8999956378396644
G4	C(C(C(CO)CO)=O)(O)=O	PLNCEPSXQNLXFQ	14.8436	-2.0784	0.203	5	3	94.83	-8.8451	5	134.92	148.037173356	C5H8O5	5	8	5	1.0	1.6	1.0	0.6000865638082311
G4	C(C(C(C)O)=O)(C(CO)O)=O	YMBCRDCIWCIATR	76.3783	-2.2815	-0.063	5	3	94.83	-4.619	5	151.52	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7908555540651285
G4	C(CO)(C(CO)O)=O	UQPHVQVXLPRNCX	61.7703	-2.0422	0.237	4	3	77.76	1.2188	4	112.68	120.04225873600001	C4H8O4	4	8	4	1.0	2.0	1.0	1.0339849071589513
G4	C(C(C(CO)O)=O)(O)=O	CODPBKJMVNZFKR	55.9546	-2.3918	0.255	5	3	94.83	-7.1315	5	113.61	134.021523292	C4H6O5	4	6	5	1.25	1.5	1.25	0.873046450564908
G4	C(C(C(CCO)=O)CO)(O)=O	APRMPJHSNOERBX	-38.9237	-1.624	-0.067	5	3	94.83	-2.6091	5	151.0	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.22143813884297572
G4	C(C(CC(CCO)O)=O)(O)=O	GTELMBZFQBCNMT	21.2717	-1.483	-0.285	5	3	94.83	-10.536	5	153.67	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.11574960063439735
G4	C(C(C(CO)O)O)(O)=O	JPIJQSOTBSSVTP	55.6728	-2.3606	0.306	5	4	97.99	0.99073	5	119.54	136.037173356	C4H8O5	4	8	5	1.25	2.0	1.25	1.0141293757381682
G4	C(C(CO)=O)(C(CC(C)O)O)=O	GFRDAUQJADCPRM	65.3697	-1.8271	-0.333	5	3	94.83	-5.5057	5	170.53	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.4122071290998731
G4	C(C(C(C=O)O)O)(O)=O	JYPFTOPPKDHQEW	43.989	-2.5729	0.091	5	3	94.83	-1.2721	5	115.72	134.021523292	C4H6O5	4	6	5	1.25	1.5	1.25	0.8742331288886533
G4	C(C(C(C(CO)O)=O)C(C)O)=O	SWPTYYGQWIDUPR	29.1493	-2.1492	-0.279	5	3	94.83	-2.846	5	173.46	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.519082345632197
G4	C(C(C(C(CC(C)O)O)=O)O)=O	DJLPCUJNBDDOFL	423.627	-2.0082	-0.497	5	3	94.83	-4.4375	5	169.19	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41339380742361886
G4	C(CC(C(CO)C(C)O)O)(O)=O	GMMBVCPJEUEKSH	-4.66965	-1.2335	-0.394	5	4	97.99	-0.03403	5	179.3	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	-0.018392228191232186
G4	C(C(CO)C(CC(C)O)O)(O)=O	LNDJCZGRHQMXIW	-13.3071	-1.2335	-0.394	5	4	97.99	-2.7962	5	176.76	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	-0.018392228191232186
G4	C(CO)(C(C(CO)C(C)O)O)=O	NMRSASSMZGKUGF	69.902	-1.9369	-0.064	5	4	97.99	0.18172	5	177.38	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.6589785924817112
G4	C(C(CO)(C(CO)C(C)O)O)=O	XLLXHLIMPQJKBO	723.062	-2.0967	0.041	5	4	97.99	-3.6231	5	174.0	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.6589785924817112
G4	CC(C(CO)CO)O	BTAREPMBYAAWOX	9.53709	-0.7709	-0.271	3	3	60.69	-3.7573	3	129.53	120.078644244	C5H12O3	5	12	3	0.6	2.4	0.6	0.24232778908116173
G4	C(C(CO)CO)(O)=O	ULMZOZMSDIOZAF	-26.8009	-1.4798	0.125	4	3	77.76	-2.4219	4	110.58	120.04225873600001	C4H8O4	4	8	4	1.0	2.0	1.0	0.462302624694586
G4	C(C(C)(C(CO)CO)O)(O)=O	WJVPGTCUOBMTRW	27.4571	-1.6666	0.145	5	4	97.99	0.18766	5	158.77	164.068473484	C6H12O5	6	12	5	0.8333333333333334	2.0	0.8333333333333334	0.3590695184502777
G4	CC(CC(CCO)O)O	WJSATVJYSKVUGV	10.6142	-0.1755	-0.759	3	3	60.69	-5.36	3	148.46	134.094294308	C6H14O3	6	14	3	0.5	2.3333333333333335	0.5	-0.2420091740926719
G4	CC(C(CO)C(C)O)O	WPTUDAOQIXOMIQ	1052.34	-0.4116	-0.649	3	3	60.69	-2.3073	3		134.094294308	C6H14O3	6	14	3	0.5	2.3333333333333335	0.5	-0.13858550312630621
G4	C(CC(CCO)O)(O)=O	RGPXHQLKXPEHMD	-21.4483	-0.8844	-0.363	4	3	77.76	-1.0918	4	133.7	134.0579088	C5H10O4	5	10	4	0.8	2.0	0.8	-0.022034338479247212
G4	C(C(CO)C(C)O)(O)=O	YPKVFKMXWGCTPK	-18.783	-1.1205	-0.253	4	3	77.76	-1.2084	4	131.12	134.0579088	C5H10O4	5	10	4	0.8	2.0	0.8	0.08138933248711835
G4	C(C(CCO)(CC(C)O)O)(O)=O	JTQNOOVRZZRGID	36.9154	-1.0712	-0.343	5	4	97.99	-4.8562	5	179.04	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	-0.12526744472355586
G4	C(C(C)(CC(CCO)O)O)(O)=O	YIMWTZCLJKJEEP	27.4372	-1.0712	-0.343	5	4	97.99	-0.39167	5	178.23	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	-0.12526744472355586
G4	C(C(C)(C(CO)C(C)O)O)(O)=O	JSRWEGQRSOFJIO	358.771	-1.3073	-0.233	5	4	97.99	0.45766	5	177.87	178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	-0.021843773757190182
G4	C(CO)(C(CCO)O)=O	XAEITTHXTQNINA	43.0878	-1.5878	-0.033	4	3	77.76	-0.0021313	4	133.27	134.0579088	C5H10O4	5	10	4	0.8	2.0	0.8	0.6553364821936963
G4	C(C(CO)(CCO)O)=O	LJHDDMZHCMRVDG	501.349	-1.7476	0.072	4	3	77.76	-8.6865	4	125.37	134.0579088	C5H10O4	5	10	4	0.8	2.0	0.8	0.6553364821936963
G4	C(C(C(O)=O)CO)(O)=O	PPVBGPLECSKJDX	-53.7913	-1.8294	0.143	5	3	94.83	-4.9145	5	111.54	134.021523292	C4H6O5	4	6	5	1.25	1.5	1.25	0.3013641681005426
G4	C(C(CO)(C)O)(O)=O	DGADNPLBVRLJGD	373.644	-1.4126	0.068	4	3	77.76	-2.2005	4	107.3	120.04225873600001	C4H8O4	4	8	4	1.0	2.0	1.0	0.35316254092005006
G4	C(CC(CC(C)O)O)(O)=O	RUSJDZRTPDUURW	-17.3018	-0.5251	-0.741	4	3	77.76	-2.3915	4	148.61	148.073558864	C6H12O4	6	12	4	0.6666666666666666	2.0	0.6666666666666666	-0.40294763068671513
G4	C(C(C(C)O)C(C)O)(O)=O	CPTAYIFCHWCYCO	314.852	-0.7612	-0.631	4	3	77.76	-1.2985	4	150.51	148.073558864	C6H12O4	6	12	4	0.6666666666666666	2.0	0.6666666666666666	-0.29952395972034923
G4	C(CC(CC(O)=O)O)(O)=O	ZQHYXNSQOIDNTL	-46.3017	-1.234	-0.345	5	3	94.83	1.2061	5	134.11	148.037173356	C5H8O5	5	8	5	1.0	1.6	1.0	-0.1829727950732907
G4	C(C(C(O)=O)C(C)O)(O)=O	HCCRSYOHVGUMEQ	-49.4714	-1.4701	-0.235	5	3	94.83	-5.4833	5	130.71	148.037173356	C5H8O5	5	8	5	1.0	1.6	1.0	-0.07954912410692513
G4	C(CC(C(CO)=O)O)(O)=O	OOILVYWNILFUFQ	8.53869	-1.9374	-0.015	5	3	94.83	2.5542	5	132.59	148.037173356	C5H8O5	5	8	5	1.0	1.6	1.0	0.49439802559965285
G4	C(C(CO)(CC(O)=O)O)=O	LBCOIJVZFVTWRF	8.43346	-2.0972	0.09	5	3	94.83	-5.5015	5	133.75	148.037173356	C5H8O5	5	8	5	1.0	1.6	1.0	0.49439802559965274
G4	C(C(C(O)=O)(C)O)(O)=O	LNRVTEQEGXVMEF	22.8171	-1.7622	0.086	5	3	94.83	-1.4137	5	116.49	134.021523292	C4H6O5	4	6	5	1.25	1.5	1.25	0.1922240843260069
G4	C(C(CO)(C(C)O)C(C=O)O)=O	JLGJBQWVCGMGCK	17.8971	-2.1238	-0.242	5	3	94.83	-4.0215	5	172.03	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.519082345632197
