Smiles	Generation	Network
C(C)(C(CCO)C(CO)O)=O	G6	Formose
C(C)(C(CN)(CC(CO)=O)O)=O	G4	GlucoseAmm
C(C)(C(CN)NCCN)=O	G4	FormoseAmm
C(C)(C(CN)NCCO)=O	G4	FormoseAmm
C(C)(C(CNCCO)N)=O	G4	FormoseAmm
C(C)(C(CNCCO)O)=O	G4	FormoseAmm
C(C)(C(CO)(C(C=CN)O)O)=O	G4	FormoseAmm
C(C)(C(CO)(C(CC)O)O)=O	G6	Formose
C(C)(C(CO)(C(CCN)O)O)=O	G4	FormoseAmm
C(C)(C(CO)(C(CN)O)N)=O	G4	GlucoseAmm
C(C)(C(CO)(C(CO)C)O)=O	G6	Formose
C(C)(C(CO)(C(CO)CO)O)=O	G5	Formose
C(C)(C(CO)(CC(C)O)O)=O	G6	Formose
C(C)(C(CO)(CC(CO)O)O)=O	G6	Formose
C(C)(C(CO)(CCCO)O)=O	G6	Formose
C(C)(C(CO)(CCO)O)=O	G5	Formose
C(C)(C(CO)(CN)O)=O	G4	FormoseAmm
C(C)(C(CO)(CO)C(C)O)=O	G6	Formose
C(C)(C(CO)(CO)C(C=O)O)=O	G6	Formose
C(C)(C(CO)(CO)C(CO)O)=O	G6	Formose
C(C)(C(CO)(CO)CO)=O	G6	Formose
C(C)(C(CO)C(C(C)O)O)=O	G6	Formose
C(C)(C(CO)C(C(CO)O)O)=O	G5	Formose
C(C)(C(CO)C(C)(CO)O)=O	G6	Formose
C(C)(C(CO)C(CCO)O)=O	G6	Formose
C(C)(C(CO)C(CO)(CO)O)=O	G6	Formose
C(C)(C(CO)C(CO)O)=O	G5	Formose
C(C)(C(CO)NCCO)=O	G4	FormoseAmm
C(C)(C1(C(C)(C(CO1)O)O)O)=O	G6	Formose
C(C)(C1(C(CCC1O)O)O)=O	G6	Formose
C(C)(C1(C(O)OCC1CO)O)=O	G6	Formose
C(C)(C1(C(O)OCC1O)CO)=O	G6	Formose
C(C)(C1(CNCC1O)O)=O	G4	GlucoseAmm
C(C)(C1C(C(C(CO)O1)O)O)=O	G6	Formose
C(C)(C1C(C(CO)C(O1)O)O)=O	G5	Formose
C(C)(C1C(CO)(O)OCC1O)=O	G6	Formose
C(C)(C1C(CO)C(C(O1)O)O)=O	G5	Formose
C(C)(C1C(O)OC(CO)C1O)=O	G5	Formose
C(C)(C1C(O)OCC(C1O)O)=O	G5	Formose
C(C)(C1COC(C(C1O)O)O)=O	G6	Formose
C(C)(CC(C(C(CO)O)O)O)=O	G6	Formose
C(C)(CC(C(C)(CO)O)O)=O	G6	Formose
C(C)(CC(C(CO)(CO)O)O)=O	G6	Formose
C(C)(CC(C(CO)CO)O)=O	G6	Formose
C(C)(CC(C(CO)O)O)=O	G6	Formose
C(C)(CC(CO)(C(CO)O)O)=O	G6	Formose
C(C)(CC(CO)(CCO)O)=O	G6	Formose
C(C)(CC(CO)C(CO)O)=O	G6	Formose
C(C)(CC1(COC(C1O)O)O)=O	G6	Formose
C(C)(OCC(C(CO)O)O)=O	G6	Formose
C(C)=C1C(O)OCC1(CO)O	G6	Formose
C(C1(C(C(C(C)(C1)O)O)=O)O)=O	G6	Formose
C(C1(C(C(C(C)C1O)O)=O)O)=O	G6	Formose
C(C1(C(C(C(C1)N)N)O)O)=O	G4	GlucoseAmm
C(C1(C(C(C(C1C)O)O)=O)O)=O	G6	Formose
C(C1(C(C(C(C1O)=O)O)=C)O)=O	G6	Formose
C(C1(C(C(C(C1O)O)=C)=O)O)=O	G6	Formose
C(C1(C(C(C(C1O)O)=O)=C)O)=O	G6	Formose
C(C1(C(C(C(C1O)O)N)O)O)=O	G4	GlucoseAmm
C(C1(C(C(C(C1O)O)O)O)N)=O	G4	GlucoseAmm
C(C1(C(C(C(C=C)O1)O)O)O)=O	G6	Formose
C(C1(C(C(C(CC1)O)O)=O)O)=O	G6	Formose
C(C1(C(C(C(CN)O1)O)O)O)N	G4	FormoseAmm
C(C1(C(C(C(CN)O1)O)O)O)O	G4	FormoseAmm
C(C1(C(C(C(CO)O1)=C)O)O)=O	G6	Formose
C(C1(C(C(C(CO1)O)=C)O)O)=O	G6	Formose
C(C1(C(C(C(CO1)O)O)N)O)=O	G4	GlucoseAmm
C(C1(C(C(C(O1)O)O)=C)CO)=O	G5	Formose
C(C1(C(C(C)CC1O)O)O)=O	G6	Formose
C(C1(C(C(C=CC1O)O)O)O)=O	G6	Formose
C(C1(C(C(CC1(C)O)O)=O)O)=O	G5	Formose
C(C1(C(C(CC1CO)O)O)O)=O	G6	Formose
C(C1(C(C(CC1N)N)O)O)=O	G4	GlucoseAmm
C(C1(C(C(CC1N)O)O)O)=O	G4	GlucoseAmm
C(C1(C(C(CC1O)N)O)O)=O	G3	GlucoseAmm
C(C1(C(C(CC1O)O)=C)O)=O	G6	Formose
C(C1(C(C(CC1O)O)O)O)N	G4	GlucoseAmm
C(C1(C(C(CC1O)O)O)O)O	G5	Formose
C(C1(C(C(CCC1O)O)=O)O)=O	G6	Formose
C(C1(C(C(CCC1O)O)O)O)=O	G6	Formose
C(C1(C(C(CO)(O)OC1)=C)O)=O	G6	Formose
C(C1(C(C(CO)=CC1O)=O)O)=O	G6	Formose
C(C1(C(C(CO1)=C)(CO)O)O)=O	G6	Formose
C(C1(C(C(CO1)=CCO)O)O)=O	G6	Formose
C(C1(C(C(CO1)O)O)O)(CC)=O	G6	Formose
C(C1(C(C(OC1C=C)O)O)O)=O	G6	Formose
C(C1(C(C)(O)OCC1CO)O)=O	G6	Formose
C(C1(C(C)C(C(CO1)O)O)O)=O	G6	Formose
C(C1(C(C)C(CO)(CO1)O)O)=O	G6	Formose
C(C1(C(C=C(CO)C1O)=O)O)=O	G6	Formose
C(C1(C(C=CC(C1O)O)=O)O)=O	G5	Glucose
C(C1(C(C=CC1(C)O)O)O)=O	G6	Formose
C(C1(C(C=CC1(CO)O)=O)O)=O	G6	Formose
C(C1(C(C=CC1CO)O)O)=O	G6	Formose
C(C1(C(C=CC1N)O)O)=O	G4	GlucoseAmm
C(C1(C(CC(C(C1)O)O)=O)O)=O	G6	Formose
C(C1(C(CC(C1CO)O)O)O)O	G6	Formose
C(C1(C(CC(C1N)N)O)O)=O	G4	GlucoseAmm
C(C1(C(CC(C1N)O)O)O)=O	G3	GlucoseAmm
C(C1(C(CC(C1N)O)O)O)N	G4	GlucoseAmm
C(C1(C(CC(C1O)N)O)O)N	G4	GlucoseAmm
C(C1(C(CC(C1O)O)N)N)=O	G4	GlucoseAmm
C(C1(C(CC(CC1O)O)O)O)O	G6	Formose
C(C1(C(CC=CC1O)O)O)=O	G6	Formose
C(C1(C(CCC(C1)O)O)O)=O	G6	Formose
C(C1(C(CCC(C1O)O)=O)O)=O	G6	Formose
C(C1(C(CCC1(C)O)O)O)=O	G6	Formose
C(C1(C(CCC1CO)O)O)=O	G6	Formose
C(C1(C(CCCC1O)O)O)=O	G6	Formose
C(C1(C(CN)NCC1O)N)=O	G4	FormoseAmm
C(C1(C(CNC1CN)O)O)=O	G4	FormoseAmm
C(C1(C(CNCC1O)=O)N)=O	G4	FormoseAmm
C(C1(C(CNCC1O)O)N)=O	G4	FormoseAmm
C(C1(C(CNCC1O)O)O)=O	G4	FormoseAmm
C(C1(C(CO)=CC(C1O)=O)O)=O	G6	Formose
C(C1(C(CO)=CC(O1)O)CO)=O	G5	Formose
C(C1(C(CO)=CCC1O)O)=O	G6	Formose
C(C1(C(CO)C(CO)CO1)O)=O	G6	Formose
C(C1(C(CO)C(CO1)O)O)=O	G4	Formose
C(C1(C(CO)NCC1O)N)=O	G4	FormoseAmm
C(C1(C(COC1(C=C)O)O)O)=O	G6	Formose
C(C1(C(N)=CCC1O)O)=O	G4	GlucoseAmm
C(C1(C(O)OCC1(C)O)CO)=O	G5	Formose
C(C1(C(O)OCC1(C)O)O)=O	G6	Formose
C(C1(C(O)OCC1(C=C)O)O)=O	G6	Formose
C(C1(C(O)OCC1CO)O)=O	G6	Formose
C(C1(C(O)OCC1O)CO)=O	G5	Formose
C(C1(C(O)OCC1O)O)=O	G5	Formose
C(C1(C(OC(CO)C1O)=C)O)=O	G5	Formose
C(C1(C(OCC(C1O)O)=C)O)=O	G5	Formose
C(C1(C(OCC1(CO)O)=C)O)=O	G5	Formose
C(C1(C)C(C(C(C1O)=O)O)O)=O	G6	Formose
C(C1(C=C(C(O)OC1)CO)O)=O	G6	Formose
C(C1(C=C(CC1O)N)O)=O	G4	GlucoseAmm
C(C1(C=C(CO)C(C1)O)O)=O	G6	Formose
C(C1(C=C(CO)CC1O)O)=O	G6	Formose
C(C1(C=CC(C(C1O)=O)O)O)=O	G6	Formose
C(C1(C=CC(C(C1O)O)=O)O)=O	G5	Glucose
C(C1(C=CC(C(C1O)O)O)O)=O	G6	Formose
C(C1(C=CC(C1(CO)O)=O)O)=O	G6	Formose
C(C1(C=CC(C1CO)O)O)=O	G6	Formose
C(C1(C=CC(C1N)O)O)=O	G4	GlucoseAmm
C(C1(C=CC(C1O)N)O)=O	G4	GlucoseAmm
C(C1(C=CC(C1O)O)CO)=O	G6	Formose
C(C1(C=CC(C1O)O)N)=O	G4	GlucoseAmm
C(C1(C=CC(CC1O)O)O)=O	G6	Formose
C(C1(C=CC(CO)(C1)O)O)=O	G6	Formose
C(C1(C=CC(CO)C1O)O)=O	G6	Formose
C(C1(CC(C(C1CO)O)O)O)=O	G5	Formose
C(C1(CC(C(C1CO)O)O)O)O	G6	Formose
C(C1(CC(C(C1O)=C)O)O)=O	G6	Formose
C(C1(CC(C(C1O)O)N)N)=O	G4	GlucoseAmm
C(C1(CC(C(C1O)O)N)O)=O	G4	GlucoseAmm
C(C1(CC(C(C1O)O)O)N)=O	G3	GlucoseAmm
C(C1(CC(C(C1O)O)O)N)N	G4	GlucoseAmm
C(C1(CC(C(C1O)O)O)O)N	G4	GlucoseAmm
C(C1(CC(C(C1O)O)O)O)O	G5	Formose
C(C1(CC(C(CO)(C1)O)O)O)O	G6	Formose
C(C1(CC(C(CO)C1O)O)O)O	G6	Formose
C(C1(CC(C=O)(CC1O)O)O)=O	G5	Formose
C(C1(CC(CC1(CO)O)O)O)O	G6	Formose
C(C1(CC(CC1O)O)O)O	G5	Formose
C(C1(CC(CO)(C(C1)O)O)O)=O	G6	Formose
C(C1(CC(CO)(CC1O)O)O)=O	G5	Formose
C(C1(CC(CO)=CC1O)O)=O	G6	Formose
C(C1(CC(CO)CC1O)O)=O	G6	Formose
C(C1(CC(O)OCC1CO)O)=O	G5	Formose
C(C1(CC=C(CO)C1O)O)=O	G6	Formose
C(C1(CCC(C1(CO)O)O)O)=O	G6	Formose
C(C1(CCC(C1CO)O)O)=O	G6	Formose
C(C1(CCOC(C1CO)O)O)=O	G5	Formose
C(C1(CN)C(C(CN1)O)O)=O	G4	FormoseAmm
C(C1(CNC(C1O)CN)O)=O	G4	FormoseAmm
C(C1(CNC(CO)C1O)N)=O	G4	FormoseAmm
C(C1(CNC(CO)C1O)O)=O	G4	FormoseAmm
C(C1(CNCC(C1O)N)O)=O	G4	FormoseAmm
C(C1(CNCC(C1O)O)N)=O	G4	FormoseAmm
C(C1(CNCC(C1O)O)O)=O	G4	FormoseAmm
C(C1(CNCC1(CN)O)O)=O	G4	FormoseAmm
C(C1(CNCC1(CO)O)N)=O	G4	FormoseAmm
C(C1(CNCC1(CO)O)O)=O	G4	FormoseAmm
C(C1(CNCC1O)N)=O	G4	FormoseAmm
C(C1(CNCC1O)O)=O	G3	FormoseAmm
C(C1(CNCC1O)O)O	G4	FormoseAmm
C(C1(CO)C(C(C(O1)O)=C)O)=O	G6	Formose
C(C1(CO)C(C(CC1O)O)O)O	G6	Formose
C(C1(CO)C(C(CN1)N)O)=O	G4	FormoseAmm
C(C1(CO)C(C(CN1)O)O)=O	G4	FormoseAmm
C(C1(CO)C(C(CO1)O)O)=O	G6	Formose
C(C1(CO)C(C)(O)OCC1O)=O	G6	Formose
C(C1(CO)C(C)OC(C1O)O)=O	G5	Formose
C(C1(CO)C(C=CC1O)O)=O	G5	Formose
C(C1(CO)C(CCC1O)O)=O	G6	Formose
C(C1(CO)CC(C(C1O)O)O)=O	G6	Formose
C(C1(CO)CC(CC1O)O)=O	G6	Formose
C(C1(COC(C(C1O)=C)O)O)=O	G6	Formose
C(C1(COC(C)(C1O)O)CO)=O	G6	Formose
C(C1(COC(C1(C)O)O)CO)=O	G6	Formose
C(C1(COC(C1(CC)O)O)O)=O	G6	Formose
C(C1(COC(C1(CO)O)=C)O)=O	G6	Formose
C(C1(COC(C1O)(CC)O)O)=O	G6	Formose
C(C1(COC(CC1CO)O)O)=O	G6	Formose
C(C1C(C(C(C(C)O)O1)O)O)=O	G6	Formose
C(C1C(C(C(C(C)O1)O)O)O)=O	G6	Formose
C(C1C(C(C(C)(O1)O)O)N)=O	G3	GlucoseAmm
C(C1C(C(C(C1C)O)O)O)=O	G6	Formose
C(C1C(C(C(C1N)N)O)O)=O	G4	GlucoseAmm
C(C1C(C(C(C1N)O)N)O)=O	G4	GlucoseAmm
C(C1C(C(C(C1N)O)O)N)=O	G4	GlucoseAmm
C(C1C(C(C(C1N)O)O)O)=O	G3	GlucoseAmm
C(C1C(C(C(C1N)O)O)O)N	G4	GlucoseAmm
C(C1C(C(C(C1O)=C)O)O)=O	G6	Formose
C(C1C(C(C(C1O)N)O)O)N	G4	GlucoseAmm
C(C1C(C(C(C1O)O)O)O)N	G4	GlucoseAmm
C(C1C(C(C(C1O)O)O)O)O	G5	Formose
C(C1C(C(C(C=1)=O)O)O)(CO)=O	G6	Formose
C(C1C(C(C(C=1CO)=O)O)O)=O	G6	Formose
C(C1C(C(C(CC1O)O)O)O)O	G6	Formose
C(C1C(C(C(CCO)O1)O)O)=O	G6	Formose
C(C1C(C(C(CN)(O1)O)O)O)=O	G4	GlucoseAmm
C(C1C(C(C(CN)N1)N)O)=O	G4	FormoseAmm
C(C1C(C(C(CN)N1)O)O)=O	G4	FormoseAmm
C(C1C(C(C(CN)N1)O)O)O	G4	FormoseAmm
C(C1C(C(C(CN)O1)O)O)O	G4	GlucoseAmm
C(C1C(C(C(CN1)=O)O)O)=O	G4	GlucoseAmm
C(C1C(C(C(CN1)O)N)O)=O	G4	FormoseAmm
C(C1C(C(C(CN1)O)O)N)=O	G4	FormoseAmm
C(C1C(C(C(CN1)O)O)O)=O	G4	FormoseAmm
C(C1C(C(C(CO)C1O)O)O)O	G6	Formose
C(C1C(C(C(CO)N1)N)O)=O	G4	FormoseAmm
C(C1C(C(C(CO)N1)O)N)=O	G4	FormoseAmm
C(C1C(C(C(CO)N1)O)O)O	G4	FormoseAmm
C(C1C(C(C(CO)O1)O)N)=O	G4	GlucoseAmm
C(C1C(C(C(CO)O1)O)O)O	G6	Formose
C(C1C(C(C(CO1)O)N)O)=O	G4	GlucoseAmm
C(C1C(C(C(CO1)O)O)N)=O	G4	GlucoseAmm
C(C1C(C(C(O)O1)=CCO)O)=O	G6	Formose
C(C1C(C(C(O1)O)=C)(CO)O)=O	G6	Formose
C(C1C(C(C(O1)O)O)=CCO)=O	G6	Formose
C(C1C(C(C)(C(O1)O)O)O)=O	G5	Formose
C(C1C(C(C)O)OC(C1O)O)=O	G6	Formose
C(C1C(C(C=C)(C(O1)O)O)O)=O	G6	Formose
C(C1C(C(C=CC1O)O)O)=O	G6	Formose
C(C1C(C(CC1CO)O)O)=O	G6	Formose
C(C1C(C(CC1O)O)O)O	G5	Formose
C(C1C(C(CN1)N)O)=O	G4	FormoseAmm
C(C1C(C(CN1)O)NC)=O	G4	FormoseAmm
C(C1C(C(CN1)O)O)O	G4	FormoseAmm
C(C1C(C(CO)CC1O)O)=O	G6	Formose
C(C1C(C(CO1)O)(C(C)O)O)=O	G6	Formose
C(C1C(C(CO1)O)O)(C(C)O)=O	G6	Formose
C(C1C(C(CO1)O)O)(CCO)=O	G6	Formose
C(C1C(C(O)OC(C)C1O)O)=O	G6	Formose
C(C1C(C(O)OCC1CO)O)=O	G6	Formose
C(C1C(C)(C(C(CO)O1)O)O)=O	G6	Formose
C(C1C(C)(C(C)(C(O1)O)O)O)=O	G6	Formose
C(C1C(C)(C(CN1)O)O)=O	G4	GlucoseAmm
C(C1C(C)OC(C(C1O)O)O)=O	G5	Formose
C(C1C(C=C(C1O)N)O)=O	G4	GlucoseAmm
C(C1C(C=C(CO)C1O)O)=O	G6	Formose
C(C1C(C=C)(C(C(O1)O)O)O)=O	G6	Formose
C(C1C(CC(C(C1O)=O)O)O)=O	G5	Formose
C(C1C(CC(C1CO)O)O)=O	G6	Formose
C(C1C(CC(CC1O)O)O)=O	G5	Formose
C(C1C(CC(CC1O)O)O)O	G6	Formose
C(C1C(CC(CN1)O)O)=O	G4	FormoseAmm
C(C1C(CCC(C1O)O)O)=O	G6	Formose
C(C1C(CCO)OC(C1O)O)=O	G5	Formose
C(C1C(CNCC1O)O)=O	G4	FormoseAmm
C(C1C(CO)(C(C(C=1)=O)O)O)=O	G6	Formose
C(C1C(CO)(C(C(O1)=C)O)O)=O	G6	Formose
C(C1C(CO)(C(CN1)N)O)=O	G4	FormoseAmm
C(C1C(CO)(C(CN1)O)O)O	G4	FormoseAmm
C(C1C(CO)(CCN1)O)=O	G4	GlucoseAmm
C(C1C(CO)(O)OCC1CO)=O	G6	Formose
C(C1C(CO)=C(CO)C(O1)O)=O	G6	Formose
C(C1C(CO)C(C(C)(O1)O)O)=O	G5	Formose
C(C1C(CO)C(C(O1)O)O)=O	G5	Formose
C(C1C(CO)C(C)(C(O1)O)O)=O	G5	Formose
C(C1C(CO)C(CN1)O)=O	G4	GlucoseAmm
C(C1C(CO)C(CO)(CO1)O)=O	G6	Formose
C(C1C(CO)C(CO)C(O1)O)=O	G6	Formose
C(C1C(CO)OC(C1CO)O)=O	G6	Formose
C(C1C(CO)OCC(C1O)O)=O	G6	Formose
C(C1C(CO)OCC1(CO)O)=O	G6	Formose
C(C1C(COC(C1CO)O)O)=O	G6	Formose
C(C1C(N)=CC(C1O)O)=O	G4	GlucoseAmm
C(C1C(O)OC(C)C(C1O)O)=O	G5	Formose
C(C1C(O)OC(C1O)C(C)O)=O	G5	Formose
C(C1C(O)OC(C1O)CCO)=O	G5	Formose
C(C1C(O)OC(CO)C1CO)=O	G6	Formose
C(C1C(O)OCC(C1CO)O)=O	G6	Formose
C(C1C(O)OCC(CO)C1O)=O	G6	Formose
C(C1C(O)OCC1(CN)O)=O	G4	FormoseAmm
C(C1C=C(C(C1O)O)N)=O	G4	GlucoseAmm
C(C1C=C(CO)C(C1O)O)=O	G6	Formose
C(C1C=CC(C(C1O)O)O)=O	G6	Formose
C(C1C=CC(C1(CO)O)O)=O	G6	Formose
C(C1C=CC(CO)(C1O)O)=O	G6	Formose
C(C1CC(C(C)(C1O)O)O)=O	G6	Formose
C(C1CC(C(C1(C)O)O)O)=O	G6	Formose
C(C1CC(C(C1(CO)O)O)O)=O	G6	Formose
C(C1CC(C(CC1O)O)O)=O	G6	Formose
C(C1CC(C(CO)(C1O)O)O)=O	G6	Formose
C(C1CC(C(CO)C1O)O)=O	G6	Formose
C(C1CC(C)(C(C1O)O)O)=O	G6	Formose
C(C1CC(CC(C1O)O)O)=O	G6	Formose
C(C1CC(CC1(CO)O)O)=O	G6	Formose
C(C1CC(CO)(CC1O)O)=O	G6	Formose
C(C1CC(CO)C(C1O)O)=O	G6	Formose
C(C1CC(O)OCC1(CO)O)=O	G5	Formose
C(C1CC2(C(C1(CO2)O)O)O)=O	G6	Formose
C(C1CC2(COC1(C2O)O)O)=O	G5	Glucose
C(C1CCC(C(C1O)O)O)=O	G6	Formose
C(C1CCC(C1(CO)O)O)=O	G6	Formose
C(C1COC(C(C)(C1O)O)O)=O	G6	Formose
C(C1COC(C(C1CO)O)O)=O	G6	Formose
C(C1COC(C(C1O)O)O)=O	G5	Formose
C(C1COC(C(CO)C1O)O)=O	G5	Formose
C(C1COC(C1(CCO)O)O)=O	G5	Formose
C(C1COC(C1C(CO)O)O)=O	G6	Formose
C(C1COC(CC1(CO)O)O)=O	G5	Formose
C(C1COC(CO)(C1CO)O)=O	G6	Formose
C(CC(C(C(C(C)N)=O)O)O)=O	G4	GlucoseAmm
C(CC(C(C(C(C)O)O)=O)N)=O	G4	GlucoseAmm
C(CC(C(C(C(N)=C)=O)O)O)=O	G4	GlucoseAmm
C(CC(C(C(C(N)=O)O)O)O)=O	G4	GlucoseAmm
C(CC(C(C(C)(CO)O)N)=O)=O	G4	GlucoseAmm
C(CC(C(C(C)(CO)O)N)O)=O	G4	GlucoseAmm
C(CC(C(C(C)=O)(CO)O)N)=O	G4	FormoseAmm
C(CC(C(C(C)N)O)O)=O	G4	FormoseAmm
C(CC(C(C(C)O)=O)O)(CN)=O	G4	GlucoseAmm
C(CC(C(C(C)O)O)N)=O	G4	FormoseAmm
C(CC(C(C(C=CN)O)O)=O)=O	G4	FormoseAmm
C(CC(C(C(CC=O)N)O)O)=O	G4	FormoseAmm
C(CC(C(C(CC=O)O)N)O)=O	G4	FormoseAmm
C(CC(C(C(CCN)O)O)=O)=O	G4	FormoseAmm
C(CC(C(C(CCO)=O)O)N)=O	G4	FormoseAmm
C(CC(C(C(CCO)O)O)O)O	G6	Formose
C(CC(C(C(CN)N)=O)N)=O	G4	GlucoseAmm
C(CC(C(C(CN)N)N)=O)=O	G4	GlucoseAmm
C(CC(C(C(CN)N)N)O)=O	G4	FormoseAmm
C(CC(C(C(CN)N)O)N)=O	G4	FormoseAmm
C(CC(C(C(CN)O)=O)O)=O	G3	GlucoseAmm
C(CC(C(C(CN)O)N)O)O	G4	FormoseAmm
C(CC(C(C(CN)O)O)N)O	G4	GlucoseAmm
C(CC(C(C(CN)O)O)O)O	G4	FormoseAmm
C(CC(C(C(CO)(C)O)=O)N)=O	G4	GlucoseAmm
C(CC(C(C(CO)=C)O)O)=O	G6	Formose
C(CC(C(C(CO)=O)CO)N)=O	G4	FormoseAmm
C(CC(C(C(CO)CN)=O)O)=O	G4	GlucoseAmm
C(CC(C(C(CO)CN)O)=O)=O	G4	GlucoseAmm
C(CC(C(C(CO)CO)O)=O)=O	G5	Formose
C(CC(C(C(CO)CO)O)O)=O	G5	Formose
C(CC(C(C(CO)N)=O)N)=O	G3	GlucoseAmm
C(CC(C(C(CO)N)N)=O)=O	G3	GlucoseAmm
C(CC(C(C(CO)N)N)N)=O	G4	FormoseAmm
C(CC(C(C(CO)N)N)O)=O	G4	FormoseAmm
C(CC(C(C(CO)N)O)O)O	G4	FormoseAmm
C(CC(C(C(CO)O)=C)O)=O	G6	Formose
C(CC(C(C(CO)O)O)=C)=O	G6	Formose
C(CC(C(C(CO)O)O)N)(N)=O	G4	GlucoseAmm
C(CC(C(C(CO)O)O)O)(N)=O	G3	GlucoseAmm
C(CC(C(C)(C(C=O)O)O)N)=O	G4	FormoseAmm
C(CC(C(C)(CCO)O)O)=O	G5	Formose
C(CC(C(C)=O)N)(C(CO)O)=O	G4	GlucoseAmm
C(CC(C(C)=O)O)(C(CO)N)=O	G4	GlucoseAmm
C(CC(C(C)O)O)(CCO)=O	G6	Formose
C(CC(C(CC(C)O)O)=O)(O)=O	G6	Formose
C(CC(C(CC(C)O)O)O)=O	G6	Formose
C(CC(C(CC(C=O)O)N)O)=O	G4	GlucoseAmm
C(CC(C(CC(C=O)O)O)N)=O	G4	FormoseAmm
C(CC(C(CC(N)=O)O)O)=O	G4	GlucoseAmm
C(CC(C(CCCO)O)O)=O	G6	Formose
C(CC(C(CCO)=O)N)(CO)=O	G4	GlucoseAmm
C(CC(C(CCO)O)O)O	G5	Formose
C(CC(C(CN)(C(C)O)O)O)=O	G4	FormoseAmm
C(CC(C(CN)(CC=O)O)O)=O	G4	FormoseAmm
C(CC(C(CN)(CN)O)N)=O	G4	FormoseAmm
C(CC(C(CN)(CN)O)O)=O	G4	FormoseAmm
C(CC(C(CN)C(C=O)O)O)=O	G4	FormoseAmm
C(CC(C(CN)N)N)=O	G4	FormoseAmm
C(CC(C(CN)O)N)=O	G4	FormoseAmm
C(CC(C(CN)O)NC)=O	G4	FormoseAmm
C(CC(C(CN)O)O)O	G4	FormoseAmm
C(CC(C(CO)(C(C)O)N)O)=O	G4	FormoseAmm
C(CC(C(CO)(C)O)=O)(O)=O	G6	Formose
C(CC(C(CO)(CC=O)O)N)=O	G4	FormoseAmm
C(CC(C(CO)(CCN)O)=O)=O	G4	GlucoseAmm
C(CC(C(CO)(CCO)O)O)=O	G5	Formose
C(CC(C(CO)(CN)N)N)=O	G4	FormoseAmm
C(CC(C(CO)(CN)N)O)=O	G4	FormoseAmm
C(CC(C(CO)(CN)O)N)=O	G4	FormoseAmm
C(CC(C(CO)(CN)O)O)=O	G4	FormoseAmm
C(CC(C(CO)(CO)CO)=O)=O	G5	Formose
C(CC(C(CO)(CO)CO)O)=O	G6	Formose
C(CC(C(CO)(CO)N)N)=O	G4	FormoseAmm
C(CC(C(CO)(CO)N)O)=O	G4	FormoseAmm
C(CC(C(CO)(CO)O)=C)=O	G6	Formose
C(CC(C(CO)(CO)O)N)=O	G4	FormoseAmm
C(CC(C(CO)=C)(CO)O)=O	G6	Formose
C(CC(C(CO)C(C=O)N)O)=O	G4	FormoseAmm
C(CC(C(CO)C(C=O)O)N)=O	G4	FormoseAmm
C(CC(C(CO)C(CN)O)=O)=O	G4	FormoseAmm
C(CC(C(CO)CCO)O)=O	G6	Formose
C(CC(C(CO)N)N)=O	G4	FormoseAmm
C(CC(C(CO)N)NC)=O	G4	FormoseAmm
C(CC(C(CO)N)O)O	G4	FormoseAmm
C(CC(C(CO)O)(C(C)O)O)=O	G5	Formose
C(CC(C(CO)O)(CC=O)O)=O	G4	Formose
C(CC(C(CO)O)N)=O	G4	FormoseAmm
C(CC(C(CO)O)NC)=O	G4	FormoseAmm
C(CC(C(CO)O)O)(CCO)=O	G5	Formose
C(CC(C(N)=O)O)(C(CO)O)=O	G4	GlucoseAmm
C(CC(C)(C(C(CN)=O)O)O)=O	G4	GlucoseAmm
C(CC(C)(C(C(CO)=O)N)O)=O	G4	GlucoseAmm
C(CC(C)(C(C(CO)O)O)O)=O	G5	Formose
C(CC(C)(C(C)(CO)O)O)=O	G6	Formose
C(CC(C)(C(CCO)O)O)=O	G5	Formose
C(CC(C)(C(CN)O)O)=O	G4	GlucoseAmm
C(CC(C)(C(CO)(CO)O)O)=O	G5	Formose
C(CC(C)(C(CO)CO)O)=O	G6	Formose
C(CC(C)(C(CO)O)O)=O	G4	Formose
C(CC(C)(CC(CO)=O)O)(O)=O	G5	Formose
C(CC(C)(CC(O)=O)O)(O)=O	G6	Formose
C(CC(C)(CCO)O)(O)=O	G6	Formose
C(CC(C)(CO)O)(CCO)=O	G6	Formose
C(CC(C)C(C(CO)O)O)=O	G5	Formose
C(CC(C)C(CO)(CO)O)=O	G5	Formose
C(CC(C)O)(C(C(CN)=O)O)=O	G4	GlucoseAmm
C(CC(C)O)(C(CO)(C)O)=O	G6	Formose
C(CC(C)O)(C(CO)CO)=O	G6	Formose
C(CC(C1C(C(CO1)O)O)O)=O	G6	Formose
C(CC(C1C(O)OCC1O)O)=O	G5	Formose
C(CC(C=C)(C(CO)O)O)=O	G6	Formose
C(CC(C=C)(CO)O)(CO)=O	G5	Formose
C(CC(C=CN)O)(C(CO)O)=O	G4	FormoseAmm
C(CC(C=O)(C(C=CN)O)O)=O	G4	FormoseAmm
C(CC(C=O)N)(C(CN)N)=O	G4	GlucoseAmm
C(CC(C=O)O)(C(C(C)N)O)=O	G4	GlucoseAmm
C(CC(C=O)O)(C(C(C)O)N)=O	G4	GlucoseAmm
C(CC(C=O)O)(C(CCO)O)=O	G5	Formose
C(CC(C=O)O)(C(CN)N)=O	G3	GlucoseAmm
